Periodo,NombreBanco,CodigoCuenta,Concepto,TipoCuenta,Monto
2022-01-01,"Banco Agrícola, S.A.",83,Impuestos directos,Gasto,3725.75812
2022-01-01,"Banco Agrícola, S.A.",8310,Impuesto sobre la renta,Gasto,3725.75812
2022-01-01,"Banco Agrícola, S.A.",84,Contribuciones especiales,Gasto,0.0
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",61,Ingresos de operaciones de intermediación,Ingreso,23065.95954
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",6110,Ingresos de operaciones de intermediación,Ingreso,23065.95954
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",62,Ingresos de otras operaciones,Ingreso,1561.97812
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",6210,Ingresos de otras operaciones,Ingreso,1561.97812
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",63,Ingresos no operacionales,Ingreso,3518.18645
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",6310,Ingresos no operacionales,Ingreso,3518.18645
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",71,Costos de operaciones de intermediación,Costo,11278.98779
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",7110,Captación de recursos,Costo,6421.9582
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",7120,Saneamiento de activos de intermediación,Costo,3806.16048
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",7130,Castigos de activos de intermediación,Costo,1050.86911
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",72,Costos de otras operaciones,Costo,265.23968
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",7210,Operaciones en moneda extranjera,Costo,1.09178
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",7220,Cartas de crédito,Costo,0.0
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",7230,Avales y fianzas,Costo,7.09583
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",7240,Prestación de servicios,Costo,199.54757
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",7250,Saneamientos,Costo,57.5045
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",7260,Castigos de contingencias,Costo,0.0
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",81,Gastos de operación,Gasto,10379.89351
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",8110,Gastos de funcionarios y empleados,Gasto,5331.20977
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",8120,Gastos generales,Gasto,3798.52918
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",8130,depreciaciones y amortizaciones,Gasto,1250.15456
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",82,Gastos no operacionales,Gasto,25.88183
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",8210,Gastos de ejercicios anteriores,Gasto,6.63126
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",8220,Perdidas en venta de activos,Gasto,5.17812
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",8230,Gastos por explotacion de activos,Gasto,6.55907
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",8240,Castigos de bienes recibidos en pago o adjudicados,Gasto,5.65745
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",8250,Gastos por diferencias temporarias de impuestos sobre las ganancias,Gasto,0.0
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",8260,Perdidas por contingencias,Gasto,0.0
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",8270,Otros,Gasto,1.85593
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",83,Impuestos directos,Gasto,1762.94037
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",8310,Impuesto sobre la renta,Gasto,1762.94037
2022-01-01,"Banco Cuscatlán de El Salvador, S.A.",84,Contribuciones especiales,Gasto,0.0
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",61,Ingresos de operaciones de intermediación,Ingreso,19867.73914
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",6110,Ingresos de operaciones de intermediación,Ingreso,19867.73914
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",62,Ingresos de otras operaciones,Ingreso,2127.25603
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",6210,Ingresos de otras operaciones,Ingreso,2127.25603
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",63,Ingresos no operacionales,Ingreso,1971.28152
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",6310,Ingresos no operacionales,Ingreso,1971.28152
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",71,Costos de operaciones de intermediación,Costo,10802.57401
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",7110,Captación de recursos,Costo,6696.41021
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",7120,Saneamiento de activos de intermediación,Costo,4106.1638
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",7130,Castigos de activos de intermediación,Costo,0.0
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",72,Costos de otras operaciones,Costo,1801.05595
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",7210,Operaciones en moneda extranjera,Costo,0.01467
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",7220,Cartas de crédito,Costo,0.0
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",7230,Avales y fianzas,Costo,0.0
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",7240,Prestación de servicios,Costo,1736.63598
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",7250,Saneamientos,Costo,64.4053
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",7260,Castigos de contingencias,Costo,0.0
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",81,Gastos de operación,Gasto,6136.98989
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",8110,Gastos de funcionarios y empleados,Gasto,3155.75115
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",8120,Gastos generales,Gasto,2546.56548
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",8130,depreciaciones y amortizaciones,Gasto,434.67326
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",82,Gastos no operacionales,Gasto,135.79091
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",8210,Gastos de ejercicios anteriores,Gasto,44.70857
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",8220,Perdidas en venta de activos,Gasto,8.19222
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",8230,Gastos por explotacion de activos,Gasto,18.54567
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",8240,Castigos de bienes recibidos en pago o adjudicados,Gasto,64.23737
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",8250,Gastos por diferencias temporarias de impuestos sobre las ganancias,Gasto,0.0
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",8260,Perdidas por contingencias,Gasto,0.0
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",8270,Otros,Gasto,0.10708
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",83,Impuestos directos,Gasto,1626.31486
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",8310,Impuesto sobre la renta,Gasto,1626.31486
2022-01-01,"Banco Davivienda Salvadoreño, S.A.",84,Contribuciones especiales,Gasto,0.0
2022-01-01,"Banco Hipotecario de El Salvador, S.A",61,Ingresos de operaciones de intermediación,Ingreso,9269.69076
2022-01-01,"Banco Hipotecario de El Salvador, S.A",6110,Ingresos de operaciones de intermediación,Ingreso,9269.69076
2022-01-01,"Banco Hipotecario de El Salvador, S.A",62,Ingresos de otras operaciones,Ingreso,292.87353
2022-01-01,"Banco Hipotecario de El Salvador, S.A",6210,Ingresos de otras operaciones,Ingreso,292.87353
2022-01-01,"Banco Hipotecario de El Salvador, S.A",63,Ingresos no operacionales,Ingreso,264.71852
2022-01-01,"Banco Hipotecario de El Salvador, S.A",6310,Ingresos no operacionales,Ingreso,264.71852
2022-01-01,"Banco Hipotecario de El Salvador, S.A",71,Costos de operaciones de intermediación,Costo,4761.56229
2022-01-01,"Banco Hipotecario de El Salvador, S.A",7110,Captación de recursos,Costo,3808.98895
2022-01-01,"Banco Hipotecario de El Salvador, S.A",7120,Saneamiento de activos de intermediación,Costo,952.27069
2022-01-01,"Banco Hipotecario de El Salvador, S.A",7130,Castigos de activos de intermediación,Costo,0.30265
2022-01-01,"Banco Hipotecario de El Salvador, S.A",72,Costos de otras operaciones,Costo,94.6955
2022-01-01,"Banco Hipotecario de El Salvador, S.A",7210,Operaciones en moneda extranjera,Costo,0.08908
2022-01-01,"Banco Hipotecario de El Salvador, S.A",7220,Cartas de crédito,Costo,0.0
2022-01-01,"Banco Hipotecario de El Salvador, S.A",7230,Avales y fianzas,Costo,0.9227
2022-01-01,"Banco Hipotecario de El Salvador, S.A",7240,Prestación de servicios,Costo,93.68372
2022-01-01,"Banco Hipotecario de El Salvador, S.A",7250,Saneamientos,Costo,0.0
2022-01-01,"Banco Hipotecario de El Salvador, S.A",7260,Castigos de contingencias,Costo,0.0
2022-01-01,"Banco Hipotecario de El Salvador, S.A",81,Gastos de operación,Gasto,2372.32132
2022-01-01,"Banco Hipotecario de El Salvador, S.A",8110,Gastos de funcionarios y empleados,Gasto,1290.68649
2022-01-01,"Banco Hipotecario de El Salvador, S.A",8120,Gastos generales,Gasto,904.60987
2022-01-01,"Banco Hipotecario de El Salvador, S.A",8130,depreciaciones y amortizaciones,Gasto,177.02496
2022-01-01,"Banco Hipotecario de El Salvador, S.A",82,Gastos no operacionales,Gasto,131.24554
2022-01-01,"Banco Hipotecario de El Salvador, S.A",8210,Gastos de ejercicios anteriores,Gasto,18.45505
2022-01-01,"Banco Hipotecario de El Salvador, S.A",8220,Perdidas en venta de activos,Gasto,12.21548
2022-01-01,"Banco Hipotecario de El Salvador, S.A",8230,Gastos por explotacion de activos,Gasto,3.7005
2022-01-01,"Banco Hipotecario de El Salvador, S.A",8240,Castigos de bienes recibidos en pago o adjudicados,Gasto,95.21036
2022-01-01,"Banco Hipotecario de El Salvador, S.A",8250,Gastos por diferencias temporarias de impuestos sobre las ganancias,Gasto,0.0
2022-01-01,"Banco Hipotecario de El Salvador, S.A",8260,Perdidas por contingencias,Gasto,0.0
2022-01-01,"Banco Hipotecario de El Salvador, S.A",8270,Otros,Gasto,1.66415
2022-01-01,"Banco Hipotecario de El Salvador, S.A",83,Impuestos directos,Gasto,375.83442
2022-01-01,"Banco Hipotecario de El Salvador, S.A",8310,Impuesto sobre la renta,Gasto,375.83442
2022-01-01,"Banco Hipotecario de El Salvador, S.A",84,Contribuciones especiales,Gasto,0.0
2022-01-01,"Citibank N.A., Sucursal El Salvador",61,Ingresos de operaciones de intermediación,Ingreso,478.4941
2022-01-01,"Citibank N.A., Sucursal El Salvador",6110,Ingresos de operaciones de intermediación,Ingreso,478.4941
2022-01-01,"Citibank N.A., Sucursal El Salvador",62,Ingresos de otras operaciones,Ingreso,401.37297
2022-01-01,"Citibank N.A., Sucursal El Salvador",6210,Ingresos de otras operaciones,Ingreso,401.37297
2022-01-01,"Citibank N.A., Sucursal El Salvador",63,Ingresos no operacionales,Ingreso,1.35988
2022-01-01,"Citibank N.A., Sucursal El Salvador",6310,Ingresos no operacionales,Ingreso,1.35988
2022-01-01,"Citibank N.A., Sucursal El Salvador",71,Costos de operaciones de intermediación,Costo,27.87376
2022-01-01,"Citibank N.A., Sucursal El Salvador",7110,Captación de recursos,Costo,27.82735
2022-01-01,"Citibank N.A., Sucursal El Salvador",7120,Saneamiento de activos de intermediación,Costo,0.04641
2022-01-01,"Citibank N.A., Sucursal El Salvador",7130,Castigos de activos de intermediación,Costo,0.0
2022-01-01,"Citibank N.A., Sucursal El Salvador",72,Costos de otras operaciones,Costo,164.38735
2022-01-01,"Citibank N.A., Sucursal El Salvador",7210,Operaciones en moneda extranjera,Costo,0.0
2022-01-01,"Citibank N.A., Sucursal El Salvador",7220,Cartas de crédito,Costo,0.0
2022-01-01,"Citibank N.A., Sucursal El Salvador",7230,Avales y fianzas,Costo,0.0
2022-01-01,"Citibank N.A., Sucursal El Salvador",7240,Prestación de servicios,Costo,163.35003
2022-01-01,"Citibank N.A., Sucursal El Salvador",7250,Saneamientos,Costo,1.03732
2022-01-01,"Citibank N.A., Sucursal El Salvador",7260,Castigos de contingencias,Costo,0.0
2022-01-01,"Citibank N.A., Sucursal El Salvador",81,Gastos de operación,Gasto,599.78618
2022-01-01,"Citibank N.A., Sucursal El Salvador",8110,Gastos de funcionarios y empleados,Gasto,394.05595
2022-01-01,"Citibank N.A., Sucursal El Salvador",8120,Gastos generales,Gasto,186.57135
2022-01-01,"Citibank N.A., Sucursal El Salvador",8130,depreciaciones y amortizaciones,Gasto,19.15888
2022-01-01,"Citibank N.A., Sucursal El Salvador",82,Gastos no operacionales,Gasto,9.63795
2022-01-01,"Citibank N.A., Sucursal El Salvador",8210,Gastos de ejercicios anteriores,Gasto,9.63795
2022-01-01,"Citibank N.A., Sucursal El Salvador",8220,Perdidas en venta de activos,Gasto,0.0
2022-01-01,"Citibank N.A., Sucursal El Salvador",8230,Gastos por explotacion de activos,Gasto,0.0
2022-01-01,"Citibank N.A., Sucursal El Salvador",8240,Castigos de bienes recibidos en pago o adjudicados,Gasto,0.0
2022-01-01,"Citibank N.A., Sucursal El Salvador",8250,Gastos por diferencias temporarias de impuestos sobre las ganancias,Gasto,0.0
2022-01-01,"Citibank N.A., Sucursal El Salvador",8260,Perdidas por contingencias,Gasto,0.0
2022-01-01,"Citibank N.A., Sucursal El Salvador",8270,Otros,Gasto,0.0
2022-01-01,"Citibank N.A., Sucursal El Salvador",83,Impuestos directos,Gasto,16.66811
2022-01-01,"Citibank N.A., Sucursal El Salvador",8310,Impuesto sobre la renta,Gasto,16.66811
2022-01-01,"Citibank N.A., Sucursal El Salvador",84,Contribuciones especiales,Gasto,0.0
2022-01-01,Banco de Fomento Agropecuario,61,Ingresos de operaciones de intermediación,Ingreso,3286.29883
2022-01-01,Banco de Fomento Agropecuario,6110,Ingresos de operaciones de intermediación,Ingreso,3286.29883
2022-01-01,Banco de Fomento Agropecuario,62,Ingresos de otras operaciones,Ingreso,156.22073
2022-01-01,Banco de Fomento Agropecuario,6210,Ingresos de otras operaciones,Ingreso,156.22073
2022-01-01,Banco de Fomento Agropecuario,63,Ingresos no operacionales,Ingreso,23.94461
2022-01-01,Banco de Fomento Agropecuario,6310,Ingresos no operacionales,Ingreso,23.94461
2022-01-01,Banco de Fomento Agropecuario,71,Costos de operaciones de intermediación,Costo,728.85001
2022-01-01,Banco de Fomento Agropecuario,7110,Captación de recursos,Costo,567.16206
2022-01-01,Banco de Fomento Agropecuario,7120,Saneamiento de activos de intermediación,Costo,161.68795
2022-01-01,Banco de Fomento Agropecuario,7130,Castigos de activos de intermediación,Costo,0.0
2022-01-01,Banco de Fomento Agropecuario,72,Costos de otras operaciones,Costo,102.1112
2022-01-01,Banco de Fomento Agropecuario,7210,Operaciones en moneda extranjera,Costo,8.0948
2022-01-01,Banco de Fomento Agropecuario,7220,Cartas de crédito,Costo,0.0
2022-01-01,Banco de Fomento Agropecuario,7230,Avales y fianzas,Costo,2.54093
2022-01-01,Banco de Fomento Agropecuario,7240,Prestación de servicios,Costo,73.5745
2022-01-01,Banco de Fomento Agropecuario,7250,Saneamientos,Costo,17.90097
2022-01-01,Banco de Fomento Agropecuario,7260,Castigos de contingencias,Costo,0.0
2022-01-01,Banco de Fomento Agropecuario,81,Gastos de operación,Gasto,1881.66105
2022-01-01,Banco de Fomento Agropecuario,8110,Gastos de funcionarios y empleados,Gasto,1263.01588
2022-01-01,Banco de Fomento Agropecuario,8120,Gastos generales,Gasto,426.14338
2022-01-01,Banco de Fomento Agropecuario,8130,depreciaciones y amortizaciones,Gasto,192.50179
2022-01-01,Banco de Fomento Agropecuario,82,Gastos no operacionales,Gasto,113.54737
2022-01-01,Banco de Fomento Agropecuario,8210,Gastos de ejercicios anteriores,Gasto,70.39446
2022-01-01,Banco de Fomento Agropecuario,8220,Perdidas en venta de activos,Gasto,0.0
2022-01-01,Banco de Fomento Agropecuario,8230,Gastos por explotacion de activos,Gasto,1.37266
2022-01-01,Banco de Fomento Agropecuario,8240,Castigos de bienes recibidos en pago o adjudicados,Gasto,41.78025
2022-01-01,Banco de Fomento Agropecuario,8250,Gastos por diferencias temporarias de impuestos sobre las ganancias,Gasto,0.0
2022-01-01,Banco de Fomento Agropecuario,8260,Perdidas por contingencias,Gasto,0.0
2022-01-01,Banco de Fomento Agropecuario,8270,Otros,Gasto,0.0
2022-01-01,Banco de Fomento Agropecuario,83,Impuestos directos,Gasto,160.54909
2022-01-01,Banco de Fomento Agropecuario,8310,Impuesto sobre la renta,Gasto,160.54909
2022-01-01,Banco de Fomento Agropecuario,84,Contribuciones especiales,Gasto,0.0
2022-01-01,"Banco G&T Continental El Salvador, S.A.",61,Ingresos de operaciones de intermediación,Ingreso,1921.97046
2022-01-01,"Banco G&T Continental El Salvador, S.A.",6110,Ingresos de operaciones de intermediación,Ingreso,1921.97046
2022-01-01,"Banco G&T Continental El Salvador, S.A.",62,Ingresos de otras operaciones,Ingreso,57.54931
2022-01-01,"Banco G&T Continental El Salvador, S.A.",6210,Ingresos de otras operaciones,Ingreso,57.54931
2022-01-01,"Banco G&T Continental El Salvador, S.A.",63,Ingresos no operacionales,Ingreso,36.22524
2022-01-01,"Banco G&T Continental El Salvador, S.A.",6310,Ingresos no operacionales,Ingreso,36.22524
2022-01-01,"Banco G&T Continental El Salvador, S.A.",71,Costos de operaciones de intermediación,Costo,987.24898
2022-01-01,"Banco G&T Continental El Salvador, S.A.",7110,Captación de recursos,Costo,963.93659
2022-01-01,"Banco G&T Continental El Salvador, S.A.",7120,Saneamiento de activos de intermediación,Costo,23.31239
2022-01-01,"Banco G&T Continental El Salvador, S.A.",7130,Castigos de activos de intermediación,Costo,0.0
2022-01-01,"Banco G&T Continental El Salvador, S.A.",72,Costos de otras operaciones,Costo,43.06093
2022-01-01,"Banco G&T Continental El Salvador, S.A.",7210,Operaciones en moneda extranjera,Costo,0.0
2022-01-01,"Banco G&T Continental El Salvador, S.A.",7220,Cartas de crédito,Costo,0.0
2022-01-01,"Banco G&T Continental El Salvador, S.A.",7230,Avales y fianzas,Costo,0.0
2022-01-01,"Banco G&T Continental El Salvador, S.A.",7240,Prestación de servicios,Costo,43.06093
2022-01-01,"Banco G&T Continental El Salvador, S.A.",7250,Saneamientos,Costo,0.0
2022-01-01,"Banco G&T Continental El Salvador, S.A.",7260,Castigos de contingencias,Costo,0.0
2022-01-01,"Banco G&T Continental El Salvador, S.A.",81,Gastos de operación,Gasto,748.507
2022-01-01,"Banco G&T Continental El Salvador, S.A.",8110,Gastos de funcionarios y empleados,Gasto,349.93762
2022-01-01,"Banco G&T Continental El Salvador, S.A.",8120,Gastos generales,Gasto,287.32564
2022-01-01,"Banco G&T Continental El Salvador, S.A.",8130,depreciaciones y amortizaciones,Gasto,111.24374
2022-01-01,"Banco G&T Continental El Salvador, S.A.",82,Gastos no operacionales,Gasto,18.28291
2022-01-01,"Banco G&T Continental El Salvador, S.A.",8210,Gastos de ejercicios anteriores,Gasto,7.71042
2022-01-01,"Banco G&T Continental El Salvador, S.A.",8220,Perdidas en venta de activos,Gasto,0.0
2022-01-01,"Banco G&T Continental El Salvador, S.A.",8230,Gastos por explotacion de activos,Gasto,0.0
2022-01-01,"Banco G&T Continental El Salvador, S.A.",8240,Castigos de bienes recibidos en pago o adjudicados,Gasto,10.57249
2022-01-01,"Banco G&T Continental El Salvador, S.A.",8250,Gastos por diferencias temporarias de impuestos sobre las ganancias,Gasto,0.0
2022-01-01,"Banco G&T Continental El Salvador, S.A.",8260,Perdidas por contingencias,Gasto,0.0
2022-01-01,"Banco G&T Continental El Salvador, S.A.",8270,Otros,Gasto,0.0
2022-01-01,"Banco G&T Continental El Salvador, S.A.",83,Impuestos directos,Gasto,23.16658
2022-01-01,"Banco G&T Continental El Salvador, S.A.",8310,Impuesto sobre la renta,Gasto,23.16658
2022-01-01,"Banco G&T Continental El Salvador, S.A.",84,Contribuciones especiales,Gasto,0.0
2022-01-01,"Banco Promérica, S.A.",61,Ingresos de operaciones de intermediación,Ingreso,9375.36867
2022-01-01,"Banco Promérica, S.A.",6110,Ingresos de operaciones de intermediación,Ingreso,9375.36867
2022-01-01,"Banco Promérica, S.A.",62,Ingresos de otras operaciones,Ingreso,673.66433
2022-01-01,"Banco Promérica, S.A.",6210,Ingresos de otras operaciones,Ingreso,673.66433
2022-01-01,"Banco Promérica, S.A.",63,Ingresos no operacionales,Ingreso,879.10609
2022-01-01,"Banco Promérica, S.A.",6310,Ingresos no operacionales,Ingreso,879.10609
2022-01-01,"Banco Promérica, S.A.",71,Costos de operaciones de intermediación,Costo,4918.4937
2022-01-01,"Banco Promérica, S.A.",7110,Captación de recursos,Costo,3405.14466
2022-01-01,"Banco Promérica, S.A.",7120,Saneamiento de activos de intermediación,Costo,1513.34904
2022-01-01,"Banco Promérica, S.A.",7130,Castigos de activos de intermediación,Costo,0.0
2022-01-01,"Banco Promérica, S.A.",72,Costos de otras operaciones,Costo,1195.20179
2022-01-01,"Banco Promérica, S.A.",7210,Operaciones en moneda extranjera,Costo,0.0
2022-01-01,"Banco Promérica, S.A.",7220,Cartas de crédito,Costo,0.0
2022-01-01,"Banco Promérica, S.A.",7230,Avales y fianzas,Costo,0.0
2022-01-01,"Banco Promérica, S.A.",7240,Prestación de servicios,Costo,1167.42552
2022-01-01,"Banco Promérica, S.A.",7250,Saneamientos,Costo,27.77627
2022-01-01,"Banco Promérica, S.A.",7260,Castigos de contingencias,Costo,0.0
2022-01-01,"Banco Promérica, S.A.",81,Gastos de operación,Gasto,3770.07581
2022-01-01,"Banco Promérica, S.A.",8110,Gastos de funcionarios y empleados,Gasto,1764.17811
2022-01-01,"Banco Promérica, S.A.",8120,Gastos generales,Gasto,1674.63339
2022-01-01,"Banco Promérica, S.A.",8130,depreciaciones y amortizaciones,Gasto,331.26431
2022-01-01,"Banco Promérica, S.A.",82,Gastos no operacionales,Gasto,365.69105
2022-01-01,"Banco Promérica, S.A.",8210,Gastos de ejercicios anteriores,Gasto,41.91431
2022-01-01,"Banco Promérica, S.A.",8220,Perdidas en venta de activos,Gasto,97.89465
2022-01-01,"Banco Promérica, S.A.",8230,Gastos por explotacion de activos,Gasto,0.0
2022-01-01,"Banco Promérica, S.A.",8240,Castigos de bienes recibidos en pago o adjudicados,Gasto,214.77521
2022-01-01,"Banco Promérica, S.A.",8250,Gastos por diferencias temporarias de impuestos sobre las ganancias,Gasto,0.0
2022-01-01,"Banco Promérica, S.A.",8260,Perdidas por contingencias,Gasto,0.0
2022-01-01,"Banco Promérica, S.A.",8270,Otros,Gasto,11.10688
2022-01-01,"Banco Promérica, S.A.",83,Impuestos directos,Gasto,161.2202
2022-01-01,"Banco Promérica, S.A.",8310,Impuesto sobre la renta,Gasto,161.2202
2022-01-01,"Banco Promérica, S.A.",84,Contribuciones especiales,Gasto,0.0
2022-01-01,"Banco de América Central, S.A.",61,Ingresos de operaciones de intermediación,Ingreso,18547.80252
2022-01-01,"Banco de América Central, S.A.",6110,Ingresos de operaciones de intermediación,Ingreso,18547.80252
2022-01-01,"Banco de América Central, S.A.",62,Ingresos de otras operaciones,Ingreso,1453.15337
2022-01-01,"Banco de América Central, S.A.",6210,Ingresos de otras operaciones,Ingreso,1453.15337
2022-01-01,"Banco de América Central, S.A.",63,Ingresos no operacionales,Ingreso,996.7155
2022-01-01,"Banco de América Central, S.A.",6310,Ingresos no operacionales,Ingreso,996.7155
2022-01-01,"Banco de América Central, S.A.",71,Costos de operaciones de intermediación,Costo,11220.74777
2022-01-01,"Banco de América Central, S.A.",7110,Captación de recursos,Costo,5118.86838
2022-01-01,"Banco de América Central, S.A.",7120,Saneamiento de activos de intermediación,Costo,6101.87939
2022-01-01,"Banco de América Central, S.A.",7130,Castigos de activos de intermediación,Costo,0.0
2022-01-01,"Banco de América Central, S.A.",72,Costos de otras operaciones,Costo,131.32858
2022-01-01,"Banco de América Central, S.A.",7210,Operaciones en moneda extranjera,Costo,54.88788
2022-01-01,"Banco de América Central, S.A.",7220,Cartas de crédito,Costo,0.0
2022-01-01,"Banco de América Central, S.A.",7230,Avales y fianzas,Costo,0.0
2022-01-01,"Banco de América Central, S.A.",7240,Prestación de servicios,Costo,76.4407
2022-01-01,"Banco de América Central, S.A.",7250,Saneamientos,Costo,0.0
2022-01-01,"Banco de América Central, S.A.",7260,Castigos de contingencias,Costo,0.0
2022-01-01,"Banco de América Central, S.A.",81,Gastos de operación,Gasto,7674.26902
2022-01-01,"Banco de América Central, S.A.",8110,Gastos de funcionarios y empleados,Gasto,3082.75497
2022-01-01,"Banco de América Central, S.A.",8120,Gastos generales,Gasto,4103.27479
2022-01-01,"Banco de América Central, S.A.",8130,depreciaciones y amortizaciones,Gasto,488.23926
