Periodo,NombreBanco,CodigoCuenta,Concepto,TipoCuenta,Monto
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",6210,Ingresos de otras operaciones,Ingreso,1529.90533
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",63,Ingresos no operacionales,Ingreso,1367.01444
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",6310,Ingresos no operacionales,Ingreso,1367.01444
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",71,Costos de operaciones de intermediación,Costo,12685.34064
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",7110,Captación de recursos,Costo,8034.57366
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",7120,Saneamiento de activos de intermediación,Costo,3935.89461
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",7130,Castigos de activos de intermediación,Costo,714.87237
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",72,Costos de otras operaciones,Costo,336.05263
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",7210,Operaciones en moneda extranjera,Costo,0.56174
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",7220,Cartas de crédito,Costo,0.0
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",7230,Avales y fianzas,Costo,0.0
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",7240,Prestación de servicios,Costo,262.45188
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",7250,Saneamientos,Costo,73.03901
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",7260,Castigos de contingencias,Costo,0.0
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",81,Gastos de operación,Gasto,10517.11424
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",8110,Gastos de funcionarios y empleados,Gasto,5490.06605
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",8120,Gastos generales,Gasto,3585.20814
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",8130,depreciaciones y amortizaciones,Gasto,1441.84005
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",82,Gastos no operacionales,Gasto,131.89882
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",8210,Gastos de ejercicios anteriores,Gasto,32.71511
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",8220,Perdidas en venta de activos,Gasto,47.77561
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",8230,Gastos por explotacion de activos,Gasto,2.82308
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",8240,Castigos de bienes recibidos en pago o adjudicados,Gasto,7.51558
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",8250,Gastos por diferencias temporarias de impuestos sobre las ganancias,Gasto,0.0
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",8260,Perdidas por contingencias,Gasto,0.0
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",8270,Otros,Gasto,41.06944
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",83,Impuestos directos,Gasto,1425.9435
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",8310,Impuesto sobre la renta,Gasto,1425.9435
2023-01-01,"Banco Cuscatlán de El Salvador, S.A.",84,Contribuciones especiales,Gasto,0.0
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",61,Ingresos de operaciones de intermediación,Ingreso,22453.56537
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",6110,Ingresos de operaciones de intermediación,Ingreso,22453.56537
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",62,Ingresos de otras operaciones,Ingreso,2235.51764
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",6210,Ingresos de otras operaciones,Ingreso,2235.51764
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",63,Ingresos no operacionales,Ingreso,2131.37454
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",6310,Ingresos no operacionales,Ingreso,2131.37454
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",71,Costos de operaciones de intermediación,Costo,12793.46031
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",7110,Captación de recursos,Costo,8396.60245
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",7120,Saneamiento de activos de intermediación,Costo,4396.85786
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",7130,Castigos de activos de intermediación,Costo,0.0
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",72,Costos de otras operaciones,Costo,2008.25115
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",7210,Operaciones en moneda extranjera,Costo,0.00951
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",7220,Cartas de crédito,Costo,0.0
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",7230,Avales y fianzas,Costo,0.0
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",7240,Prestación de servicios,Costo,1938.24939
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",7250,Saneamientos,Costo,69.99225
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",7260,Castigos de contingencias,Costo,0.0
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",81,Gastos de operación,Gasto,7472.75177
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",8110,Gastos de funcionarios y empleados,Gasto,3487.74086
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",8120,Gastos generales,Gasto,3490.83791
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",8130,depreciaciones y amortizaciones,Gasto,494.173
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",82,Gastos no operacionales,Gasto,610.28735
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",8210,Gastos de ejercicios anteriores,Gasto,13.56854
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",8220,Perdidas en venta de activos,Gasto,87.64413
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",8230,Gastos por explotacion de activos,Gasto,35.42682
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",8240,Castigos de bienes recibidos en pago o adjudicados,Gasto,82.91042
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",8250,Gastos por diferencias temporarias de impuestos sobre las ganancias,Gasto,0.0
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",8260,Perdidas por contingencias,Gasto,0.0
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",8270,Otros,Gasto,390.73744
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",83,Impuestos directos,Gasto,1146.25328
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",8310,Impuesto sobre la renta,Gasto,1146.25328
2023-01-01,"Banco Davivienda Salvadoreño, S.A.",84,Contribuciones especiales,Gasto,0.0
2023-01-01,"Banco Hipotecario de El Salvador, S.A",61,Ingresos de operaciones de intermediación,Ingreso,9989.13048
2023-01-01,"Banco Hipotecario de El Salvador, S.A",6110,Ingresos de operaciones de intermediación,Ingreso,9989.13048
2023-01-01,"Banco Hipotecario de El Salvador, S.A",62,Ingresos de otras operaciones,Ingreso,341.09357
2023-01-01,"Banco Hipotecario de El Salvador, S.A",6210,Ingresos de otras operaciones,Ingreso,341.09357
2023-01-01,"Banco Hipotecario de El Salvador, S.A",63,Ingresos no operacionales,Ingreso,161.9195
2023-01-01,"Banco Hipotecario de El Salvador, S.A",6310,Ingresos no operacionales,Ingreso,161.9195
2023-01-01,"Banco Hipotecario de El Salvador, S.A",71,Costos de operaciones de intermediación,Costo,6284.93124
2023-01-01,"Banco Hipotecario de El Salvador, S.A",7110,Captación de recursos,Costo,4950.9003
2023-01-01,"Banco Hipotecario de El Salvador, S.A",7120,Saneamiento de activos de intermediación,Costo,1334.03094
2023-01-01,"Banco Hipotecario de El Salvador, S.A",7130,Castigos de activos de intermediación,Costo,0.0
2023-01-01,"Banco Hipotecario de El Salvador, S.A",72,Costos de otras operaciones,Costo,127.16086
2023-01-01,"Banco Hipotecario de El Salvador, S.A",7210,Operaciones en moneda extranjera,Costo,0.02115
2023-01-01,"Banco Hipotecario de El Salvador, S.A",7220,Cartas de crédito,Costo,0.0
2023-01-01,"Banco Hipotecario de El Salvador, S.A",7230,Avales y fianzas,Costo,5.11837
2023-01-01,"Banco Hipotecario de El Salvador, S.A",7240,Prestación de servicios,Costo,122.02134
2023-01-01,"Banco Hipotecario de El Salvador, S.A",7250,Saneamientos,Costo,0.0
2023-01-01,"Banco Hipotecario de El Salvador, S.A",7260,Castigos de contingencias,Costo,0.0
2023-01-01,"Banco Hipotecario de El Salvador, S.A",81,Gastos de operación,Gasto,2675.54419
2023-01-01,"Banco Hipotecario de El Salvador, S.A",8110,Gastos de funcionarios y empleados,Gasto,1460.44667
2023-01-01,"Banco Hipotecario de El Salvador, S.A",8120,Gastos generales,Gasto,1027.48774
2023-01-01,"Banco Hipotecario de El Salvador, S.A",8130,depreciaciones y amortizaciones,Gasto,187.60978
2023-01-01,"Banco Hipotecario de El Salvador, S.A",82,Gastos no operacionales,Gasto,177.70302
2023-01-01,"Banco Hipotecario de El Salvador, S.A",8210,Gastos de ejercicios anteriores,Gasto,46.74732
2023-01-01,"Banco Hipotecario de El Salvador, S.A",8220,Perdidas en venta de activos,Gasto,0.0
2023-01-01,"Banco Hipotecario de El Salvador, S.A",8230,Gastos por explotacion de activos,Gasto,28.49649
2023-01-01,"Banco Hipotecario de El Salvador, S.A",8240,Castigos de bienes recibidos en pago o adjudicados,Gasto,90.55013
2023-01-01,"Banco Hipotecario de El Salvador, S.A",8250,Gastos por diferencias temporarias de impuestos sobre las ganancias,Gasto,0.0
2023-01-01,"Banco Hipotecario de El Salvador, S.A",8260,Perdidas por contingencias,Gasto,0.0
2023-01-01,"Banco Hipotecario de El Salvador, S.A",8270,Otros,Gasto,11.90908
2023-01-01,"Banco Hipotecario de El Salvador, S.A",83,Impuestos directos,Gasto,318.44143
2023-01-01,"Banco Hipotecario de El Salvador, S.A",8310,Impuesto sobre la renta,Gasto,318.44143
2023-01-01,"Banco Hipotecario de El Salvador, S.A",84,Contribuciones especiales,Gasto,0.0
2023-01-01,"Citibank N.A., Sucursal El Salvador",61,Ingresos de operaciones de intermediación,Ingreso,883.88145
2023-01-01,"Citibank N.A., Sucursal El Salvador",6110,Ingresos de operaciones de intermediación,Ingreso,883.88145
2023-01-01,"Citibank N.A., Sucursal El Salvador",62,Ingresos de otras operaciones,Ingreso,410.28354
2023-01-01,"Citibank N.A., Sucursal El Salvador",6210,Ingresos de otras operaciones,Ingreso,410.28354
2023-01-01,"Citibank N.A., Sucursal El Salvador",63,Ingresos no operacionales,Ingreso,13.64779
2023-01-01,"Citibank N.A., Sucursal El Salvador",6310,Ingresos no operacionales,Ingreso,13.64779
2023-01-01,"Citibank N.A., Sucursal El Salvador",71,Costos de operaciones de intermediación,Costo,29.00438
2023-01-01,"Citibank N.A., Sucursal El Salvador",7110,Captación de recursos,Costo,28.4723
2023-01-01,"Citibank N.A., Sucursal El Salvador",7120,Saneamiento de activos de intermediación,Costo,0.53208
2023-01-01,"Citibank N.A., Sucursal El Salvador",7130,Castigos de activos de intermediación,Costo,0.0
2023-01-01,"Citibank N.A., Sucursal El Salvador",72,Costos de otras operaciones,Costo,136.56862
2023-01-01,"Citibank N.A., Sucursal El Salvador",7210,Operaciones en moneda extranjera,Costo,0.0
2023-01-01,"Citibank N.A., Sucursal El Salvador",7220,Cartas de crédito,Costo,0.0
2023-01-01,"Citibank N.A., Sucursal El Salvador",7230,Avales y fianzas,Costo,0.0
2023-01-01,"Citibank N.A., Sucursal El Salvador",7240,Prestación de servicios,Costo,136.56862
2023-01-01,"Citibank N.A., Sucursal El Salvador",7250,Saneamientos,Costo,0.0
2023-01-01,"Citibank N.A., Sucursal El Salvador",7260,Castigos de contingencias,Costo,0.0
2023-01-01,"Citibank N.A., Sucursal El Salvador",81,Gastos de operación,Gasto,700.78611
2023-01-01,"Citibank N.A., Sucursal El Salvador",8110,Gastos de funcionarios y empleados,Gasto,471.64948
2023-01-01,"Citibank N.A., Sucursal El Salvador",8120,Gastos generales,Gasto,199.2339
2023-01-01,"Citibank N.A., Sucursal El Salvador",8130,depreciaciones y amortizaciones,Gasto,29.90273
2023-01-01,"Citibank N.A., Sucursal El Salvador",82,Gastos no operacionales,Gasto,0.03483
2023-01-01,"Citibank N.A., Sucursal El Salvador",8210,Gastos de ejercicios anteriores,Gasto,0.03483
2023-01-01,"Citibank N.A., Sucursal El Salvador",8220,Perdidas en venta de activos,Gasto,0.0
2023-01-01,"Citibank N.A., Sucursal El Salvador",8230,Gastos por explotacion de activos,Gasto,0.0
2023-01-01,"Citibank N.A., Sucursal El Salvador",8240,Castigos de bienes recibidos en pago o adjudicados,Gasto,0.0
2023-01-01,"Citibank N.A., Sucursal El Salvador",8250,Gastos por diferencias temporarias de impuestos sobre las ganancias,Gasto,0.0
2023-01-01,"Citibank N.A., Sucursal El Salvador",8260,Perdidas por contingencias,Gasto,0.0
2023-01-01,"Citibank N.A., Sucursal El Salvador",8270,Otros,Gasto,0.0
2023-01-01,"Citibank N.A., Sucursal El Salvador",83,Impuestos directos,Gasto,93.96433
2023-01-01,"Citibank N.A., Sucursal El Salvador",8310,Impuesto sobre la renta,Gasto,93.96433
2023-01-01,"Citibank N.A., Sucursal El Salvador",84,Contribuciones especiales,Gasto,0.0
2023-01-01,Banco de Fomento Agropecuario,61,Ingresos de operaciones de intermediación,Ingreso,3266.91814
2023-01-01,Banco de Fomento Agropecuario,6110,Ingresos de operaciones de intermediación,Ingreso,3266.91814
2023-01-01,Banco de Fomento Agropecuario,62,Ingresos de otras operaciones,Ingreso,190.73965
2023-01-01,Banco de Fomento Agropecuario,6210,Ingresos de otras operaciones,Ingreso,190.73965
2023-01-01,Banco de Fomento Agropecuario,63,Ingresos no operacionales,Ingreso,177.08375
2023-01-01,Banco de Fomento Agropecuario,6310,Ingresos no operacionales,Ingreso,177.08375
2023-01-01,Banco de Fomento Agropecuario,71,Costos de operaciones de intermediación,Costo,588.76636
2023-01-01,Banco de Fomento Agropecuario,7110,Captación de recursos,Costo,588.76636
2023-01-01,Banco de Fomento Agropecuario,7120,Saneamiento de activos de intermediación,Costo,0.0
2023-01-01,Banco de Fomento Agropecuario,7130,Castigos de activos de intermediación,Costo,0.0
2023-01-01,Banco de Fomento Agropecuario,72,Costos de otras operaciones,Costo,163.95611
2023-01-01,Banco de Fomento Agropecuario,7210,Operaciones en moneda extranjera,Costo,0.70532
2023-01-01,Banco de Fomento Agropecuario,7220,Cartas de crédito,Costo,0.0
2023-01-01,Banco de Fomento Agropecuario,7230,Avales y fianzas,Costo,0.20301
2023-01-01,Banco de Fomento Agropecuario,7240,Prestación de servicios,Costo,146.505
2023-01-01,Banco de Fomento Agropecuario,7250,Saneamientos,Costo,16.54278
2023-01-01,Banco de Fomento Agropecuario,7260,Castigos de contingencias,Costo,0.0
2023-01-01,Banco de Fomento Agropecuario,81,Gastos de operación,Gasto,1966.13053
2023-01-01,Banco de Fomento Agropecuario,8110,Gastos de funcionarios y empleados,Gasto,1210.93045
2023-01-01,Banco de Fomento Agropecuario,8120,Gastos generales,Gasto,503.0046
2023-01-01,Banco de Fomento Agropecuario,8130,depreciaciones y amortizaciones,Gasto,252.19548
2023-01-01,Banco de Fomento Agropecuario,82,Gastos no operacionales,Gasto,74.08973
2023-01-01,Banco de Fomento Agropecuario,8210,Gastos de ejercicios anteriores,Gasto,34.27337
2023-01-01,Banco de Fomento Agropecuario,8220,Perdidas en venta de activos,Gasto,0.0
2023-01-01,Banco de Fomento Agropecuario,8230,Gastos por explotacion de activos,Gasto,2.1597
2023-01-01,Banco de Fomento Agropecuario,8240,Castigos de bienes recibidos en pago o adjudicados,Gasto,37.65665
2023-01-01,Banco de Fomento Agropecuario,8250,Gastos por diferencias temporarias de impuestos sobre las ganancias,Gasto,0.0
2023-01-01,Banco de Fomento Agropecuario,8260,Perdidas por contingencias,Gasto,0.0
2023-01-01,Banco de Fomento Agropecuario,8270,Otros,Gasto,1e-05
2023-01-01,Banco de Fomento Agropecuario,83,Impuestos directos,Gasto,279.36811
2023-01-01,Banco de Fomento Agropecuario,8310,Impuesto sobre la renta,Gasto,279.36811
2023-01-01,Banco de Fomento Agropecuario,84,Contribuciones especiales,Gasto,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",61,Ingresos de operaciones de intermediación,Ingreso,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",6110,Ingresos de operaciones de intermediación,Ingreso,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",62,Ingresos de otras operaciones,Ingreso,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",6210,Ingresos de otras operaciones,Ingreso,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",63,Ingresos no operacionales,Ingreso,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",6310,Ingresos no operacionales,Ingreso,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",71,Costos de operaciones de intermediación,Costo,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",7110,Captación de recursos,Costo,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",7120,Saneamiento de activos de intermediación,Costo,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",7130,Castigos de activos de intermediación,Costo,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",72,Costos de otras operaciones,Costo,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",7210,Operaciones en moneda extranjera,Costo,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",7220,Cartas de crédito,Costo,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",7230,Avales y fianzas,Costo,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",7240,Prestación de servicios,Costo,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",7250,Saneamientos,Costo,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",7260,Castigos de contingencias,Costo,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",81,Gastos de operación,Gasto,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",8110,Gastos de funcionarios y empleados,Gasto,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",8120,Gastos generales,Gasto,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",8130,depreciaciones y amortizaciones,Gasto,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",82,Gastos no operacionales,Gasto,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",8210,Gastos de ejercicios anteriores,Gasto,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",8220,Perdidas en venta de activos,Gasto,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",8230,Gastos por explotacion de activos,Gasto,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",8240,Castigos de bienes recibidos en pago o adjudicados,Gasto,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",8250,Gastos por diferencias temporarias de impuestos sobre las ganancias,Gasto,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",8260,Perdidas por contingencias,Gasto,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",8270,Otros,Gasto,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",83,Impuestos directos,Gasto,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",8310,Impuesto sobre la renta,Gasto,0.0
2023-01-01,"Banco G&T Continental El Salvador, S.A.",84,Contribuciones especiales,Gasto,0.0
2023-01-01,"Banco Promérica, S.A.",61,Ingresos de operaciones de intermediación,Ingreso,10092.95024
2023-01-01,"Banco Promérica, S.A.",6110,Ingresos de operaciones de intermediación,Ingreso,10092.95024
2023-01-01,"Banco Promérica, S.A.",62,Ingresos de otras operaciones,Ingreso,746.48684
2023-01-01,"Banco Promérica, S.A.",6210,Ingresos de otras operaciones,Ingreso,746.48684
2023-01-01,"Banco Promérica, S.A.",63,Ingresos no operacionales,Ingreso,1320.48118
2023-01-01,"Banco Promérica, S.A.",6310,Ingresos no operacionales,Ingreso,1320.48118
2023-01-01,"Banco Promérica, S.A.",71,Costos de operaciones de intermediación,Costo,6260.76652
2023-01-01,"Banco Promérica, S.A.",7110,Captación de recursos,Costo,3825.03035
2023-01-01,"Banco Promérica, S.A.",7120,Saneamiento de activos de intermediación,Costo,2435.73617
2023-01-01,"Banco Promérica, S.A.",7130,Castigos de activos de intermediación,Costo,0.0
2023-01-01,"Banco Promérica, S.A.",72,Costos de otras operaciones,Costo,480.64365
2023-01-01,"Banco Promérica, S.A.",7210,Operaciones en moneda extranjera,Costo,0.0
2023-01-01,"Banco Promérica, S.A.",7220,Cartas de crédito,Costo,0.0
2023-01-01,"Banco Promérica, S.A.",7230,Avales y fianzas,Costo,0.0
2023-01-01,"Banco Promérica, S.A.",7240,Prestación de servicios,Costo,401.83718
2023-01-01,"Banco Promérica, S.A.",7250,Saneamientos,Costo,78.80647
2023-01-01,"Banco Promérica, S.A.",7260,Castigos de contingencias,Costo,0.0
2023-01-01,"Banco Promérica, S.A.",81,Gastos de operación,Gasto,4195.86238
2023-01-01,"Banco Promérica, S.A.",8110,Gastos de funcionarios y empleados,Gasto,1918.11035
2023-01-01,"Banco Promérica, S.A.",8120,Gastos generales,Gasto,1938.53591
2023-01-01,"Banco Promérica, S.A.",8130,depreciaciones y amortizaciones,Gasto,339.21612
2023-01-01,"Banco Promérica, S.A.",82,Gastos no operacionales,Gasto,275.57289
2023-01-01,"Banco Promérica, S.A.",8210,Gastos de ejercicios anteriores,Gasto,156.29646
2023-01-01,"Banco Promérica, S.A.",8220,Perdidas en venta de activos,Gasto,17.06192
2023-01-01,"Banco Promérica, S.A.",8230,Gastos por explotacion de activos,Gasto,0.0
2023-01-01,"Banco Promérica, S.A.",8240,Castigos de bienes recibidos en pago o adjudicados,Gasto,86.21937
2023-01-01,"Banco Promérica, S.A.",8250,Gastos por diferencias temporarias de impuestos sobre las ganancias,Gasto,5.76845
2023-01-01,"Banco Promérica, S.A.",8260,Perdidas por contingencias,Gasto,0.0
2023-01-01,"Banco Promérica, S.A.",8270,Otros,Gasto,10.22669
2023-01-01,"Banco Promérica, S.A.",83,Impuestos directos,Gasto,298.36056
2023-01-01,"Banco Promérica, S.A.",8310,Impuesto sobre la renta,Gasto,298.36056
2023-01-01,"Banco Promérica, S.A.",84,Contribuciones especiales,Gasto,0.0
2023-01-01,"Banco de América Central, S.A.",61,Ingresos de operaciones de intermediación,Ingreso,21978.1837
2023-01-01,"Banco de América Central, S.A.",6110,Ingresos de operaciones de intermediación,Ingreso,21978.1837
2023-01-01,"Banco de América Central, S.A.",62,Ingresos de otras operaciones,Ingreso,1798.50088
2023-01-01,"Banco de América Central, S.A.",6210,Ingresos de otras operaciones,Ingreso,1798.50088
2023-01-01,"Banco de América Central, S.A.",63,Ingresos no operacionales,Ingreso,1276.71798
2023-01-01,"Banco de América Central, S.A.",6310,Ingresos no operacionales,Ingreso,1276.71798
2023-01-01,"Banco de América Central, S.A.",71,Costos de operaciones de intermediación,Costo,10566.62078
2023-01-01,"Banco de América Central, S.A.",7110,Captación de recursos,Costo,5940.76736
2023-01-01,"Banco de América Central, S.A.",7120,Saneamiento de activos de intermediación,Costo,4625.85342
2023-01-01,"Banco de América Central, S.A.",7130,Castigos de activos de intermediación,Costo,0.0
2023-01-01,"Banco de América Central, S.A.",72,Costos de otras operaciones,Costo,204.10965
2023-01-01,"Banco de América Central, S.A.",7210,Operaciones en moneda extranjera,Costo,125.6163
2023-01-01,"Banco de América Central, S.A.",7220,Cartas de crédito,Costo,0.0
2023-01-01,"Banco de América Central, S.A.",7230,Avales y fianzas,Costo,0.0
2023-01-01,"Banco de América Central, S.A.",7240,Prestación de servicios,Costo,78.49335
2023-01-01,"Banco de América Central, S.A.",7250,Saneamientos,Costo,0.0
2023-01-01,"Banco de América Central, S.A.",7260,Castigos de contingencias,Costo,0.0
2023-01-01,"Banco de América Central, S.A.",81,Gastos de operación,Gasto,10238.91803
2023-01-01,"Banco de América Central, S.A.",8110,Gastos de funcionarios y empleados,Gasto,4133.30801
2023-01-01,"Banco de América Central, S.A.",8120,Gastos generales,Gasto,5392.39037
2023-01-01,"Banco de América Central, S.A.",8130,depreciaciones y amortizaciones,Gasto,713.21965
2023-01-01,"Banco de América Central, S.A.",82,Gastos no operacionales,Gasto,107.47675
