Periodo,NombreBanco,CodigoCuenta,Concepto,TipoCuenta,Monto
2025-01-01,"Banco Agrícola, S.A.",7210,Comisiones de otros servicios,Costo,6861.23968
2025-01-01,"Banco Agrícola, S.A.",7211,Pérdidas generadas por entidades registradas bajo el método de la participación,Costo,111.03637
2025-01-01,"Banco Agrícola, S.A.",7212,Pérdidas por operaciones en moneda extranjera,Costo,0.63549
2025-01-01,"Banco Agrícola, S.A.",7213,Pérdida por importes ineficaces en operaciones de cobertura,Costo,0.0
2025-01-01,"Banco Agrícola, S.A.",7214,Pérdida por deterioro de valor de activos,Costo,0.0
2025-01-01,"Banco Agrícola, S.A.",7215,Pérdida en venta de activos,Costo,43.83929
2025-01-01,"Banco Agrícola, S.A.",7299,Costos por explotación de activos,Costo,0.0
2025-01-01,"Banco Agrícola, S.A.",81,Gastos de administración,Gasto,19015.49386
2025-01-01,"Banco Agrícola, S.A.",8110,Gastos de funcionarios y empleados,Gasto,8204.57231
2025-01-01,"Banco Agrícola, S.A.",8120,Gastos generales,Gasto,4979.914049999999
2025-01-01,"Banco Agrícola, S.A.",8130,Depreciaciones y amortizaciones,Gasto,3040.71835
2025-01-01,"Banco Agrícola, S.A.",8140,Provisiones,Gasto,0.0
2025-01-01,"Banco Agrícola, S.A.",8150,Gasto por impuesto sobre las ganancias,Gasto,2790.28915
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",61,Ingresos financieros,Ingreso,30141.075
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",6110,Ingresos financieros,Ingreso,30138.21894
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",6111,Ganancia por cambios en el VR de activos financieros y pasivos financieros,Ingreso,0.0
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",6112,Ganancia por reversión de deterioro de activos financieros,Ingreso,2.85606
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",6113,Ganancia por venta de inversiones financieras,Ingreso,0.0
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",62,Otros ingresos financieros,Ingreso,1977.83233
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",6210,Otros ingresos financieros,Ingreso,1977.83233
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",63,Ingresos de otras operaciones,Ingreso,2180.67332
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",6310,Ingresos de otras operaciones,Ingreso,2180.67332
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",71,Costos financieros,Costo,15698.40352
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",711,Costos financieros,Costo,10214.70314
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",7110,Costos de pasivos financieros,Costo,10048.31975
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",7111,Pérdida por cambios en el vr de activos financieros y pasivos financieros,Costo,0.0
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",7112,Pérdidas por deterioro de activos financieros,Costo,147.42837
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",7113,Pérdida por venta de inversiones financieras,Costo,0.0
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",7114,Otros costos financieros,Costo,18.95502
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",7120,Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),Costo,4984.665150000001
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",713,Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),Costo,499.03523
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",72,Costos de otras operaciones,Costo,292.05769
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",7210,Comisiones de otros servicios,Costo,284.28371000000004
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",7211,Pérdidas generadas por entidades registradas bajo el método de la participación,Costo,6.71952
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",7212,Pérdidas por operaciones en moneda extranjera,Costo,0.3204599999999999
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",7213,Pérdida por importes ineficaces en operaciones de cobertura,Costo,0.0
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",7214,Pérdida por deterioro de valor de activos,Costo,0.0
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",7215,Pérdida en venta de activos,Costo,0.734
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",7299,Costos por explotación de activos,Costo,0.0
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",81,Gastos de administración,Gasto,13089.18918
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",8110,Gastos de funcionarios y empleados,Gasto,5969.98718
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",8120,Gastos generales,Gasto,3634.18312
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",8130,Depreciaciones y amortizaciones,Gasto,2084.49698
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",8140,Provisiones,Gasto,92.69962
2025-01-01,"Banco Cuscatlán de El Salvador, S.A.",8150,Gasto por impuesto sobre las ganancias,Gasto,1307.82228
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",61,Ingresos financieros,Ingreso,25079.35239
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",6110,Ingresos financieros,Ingreso,25079.35239
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",6111,Ganancia por cambios en el VR de activos financieros y pasivos financieros,Ingreso,0.0
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",6112,Ganancia por reversión de deterioro de activos financieros,Ingreso,0.0
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",6113,Ganancia por venta de inversiones financieras,Ingreso,0.0
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",62,Otros ingresos financieros,Ingreso,2951.24357
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",6210,Otros ingresos financieros,Ingreso,2951.24357
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",63,Ingresos de otras operaciones,Ingreso,2040.68793
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",6310,Ingresos de otras operaciones,Ingreso,2040.68793
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",71,Costos financieros,Costo,16104.59887
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",711,Costos financieros,Costo,10483.48741
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",7110,Costos de pasivos financieros,Costo,10395.05335
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",7111,Pérdida por cambios en el vr de activos financieros y pasivos financieros,Costo,0.0
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",7112,Pérdidas por deterioro de activos financieros,Costo,88.42004
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",7113,Pérdida por venta de inversiones financieras,Costo,0.0
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",7114,Otros costos financieros,Costo,0.01402
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",7120,Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),Costo,5621.11146
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",713,Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),Costo,0.0
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",72,Costos de otras operaciones,Costo,2963.01665
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",7210,Comisiones de otros servicios,Costo,2391.11334
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",7211,Pérdidas generadas por entidades registradas bajo el método de la participación,Costo,0.0
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",7212,Pérdidas por operaciones en moneda extranjera,Costo,0.0
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",7213,Pérdida por importes ineficaces en operaciones de cobertura,Costo,0.0
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",7214,Pérdida por deterioro de valor de activos,Costo,0.0
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",7215,Pérdida en venta de activos,Costo,9.6295
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",7299,Costos por explotación de activos,Costo,562.27381
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",81,Gastos de administración,Gasto,8669.710130000001
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",8110,Gastos de funcionarios y empleados,Gasto,3999.95988
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",8120,Gastos generales,Gasto,3239.01786
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",8130,Depreciaciones y amortizaciones,Gasto,650.85798
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",8140,Provisiones,Gasto,344.93335
2025-01-01,"Banco Davivienda Salvadoreño, S.A.",8150,Gasto por impuesto sobre las ganancias,Gasto,434.94106
2025-01-01,"Banco Hipotecario de El Salvador, S.A",61,Ingresos financieros,Ingreso,14618.25995
2025-01-01,"Banco Hipotecario de El Salvador, S.A",6110,Ingresos financieros,Ingreso,14549.55877
2025-01-01,"Banco Hipotecario de El Salvador, S.A",6111,Ganancia por cambios en el VR de activos financieros y pasivos financieros,Ingreso,0.0
2025-01-01,"Banco Hipotecario de El Salvador, S.A",6112,Ganancia por reversión de deterioro de activos financieros,Ingreso,68.70118
2025-01-01,"Banco Hipotecario de El Salvador, S.A",6113,Ganancia por venta de inversiones financieras,Ingreso,0.0
2025-01-01,"Banco Hipotecario de El Salvador, S.A",62,Otros ingresos financieros,Ingreso,477.19921
2025-01-01,"Banco Hipotecario de El Salvador, S.A",6210,Otros ingresos financieros,Ingreso,477.19921
2025-01-01,"Banco Hipotecario de El Salvador, S.A",63,Ingresos de otras operaciones,Ingreso,267.03901
2025-01-01,"Banco Hipotecario de El Salvador, S.A",6310,Ingresos de otras operaciones,Ingreso,267.03901
2025-01-01,"Banco Hipotecario de El Salvador, S.A",71,Costos financieros,Costo,10459.49306
2025-01-01,"Banco Hipotecario de El Salvador, S.A",711,Costos financieros,Costo,8526.24302
2025-01-01,"Banco Hipotecario de El Salvador, S.A",7110,Costos de pasivos financieros,Costo,8526.24302
2025-01-01,"Banco Hipotecario de El Salvador, S.A",7111,Pérdida por cambios en el vr de activos financieros y pasivos financieros,Costo,0.0
2025-01-01,"Banco Hipotecario de El Salvador, S.A",7112,Pérdidas por deterioro de activos financieros,Costo,0.0
2025-01-01,"Banco Hipotecario de El Salvador, S.A",7113,Pérdida por venta de inversiones financieras,Costo,0.0
2025-01-01,"Banco Hipotecario de El Salvador, S.A",7114,Otros costos financieros,Costo,0.0
2025-01-01,"Banco Hipotecario de El Salvador, S.A",7120,Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),Costo,1933.25004
2025-01-01,"Banco Hipotecario de El Salvador, S.A",713,Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),Costo,0.0
2025-01-01,"Banco Hipotecario de El Salvador, S.A",72,Costos de otras operaciones,Costo,138.96922
2025-01-01,"Banco Hipotecario de El Salvador, S.A",7210,Comisiones de otros servicios,Costo,97.79773
2025-01-01,"Banco Hipotecario de El Salvador, S.A",7211,Pérdidas generadas por entidades registradas bajo el método de la participación,Costo,0.0
2025-01-01,"Banco Hipotecario de El Salvador, S.A",7212,Pérdidas por operaciones en moneda extranjera,Costo,0.0
2025-01-01,"Banco Hipotecario de El Salvador, S.A",7213,Pérdida por importes ineficaces en operaciones de cobertura,Costo,0.0
2025-01-01,"Banco Hipotecario de El Salvador, S.A",7214,Pérdida por deterioro de valor de activos,Costo,0.0
2025-01-01,"Banco Hipotecario de El Salvador, S.A",7215,Pérdida en venta de activos,Costo,11.53995
2025-01-01,"Banco Hipotecario de El Salvador, S.A",7299,Costos por explotación de activos,Costo,29.63154
2025-01-01,"Banco Hipotecario de El Salvador, S.A",81,Gastos de administración,Gasto,2963.48941
2025-01-01,"Banco Hipotecario de El Salvador, S.A",8110,Gastos de funcionarios y empleados,Gasto,1521.1657
2025-01-01,"Banco Hipotecario de El Salvador, S.A",8120,Gastos generales,Gasto,1018.35335
2025-01-01,"Banco Hipotecario de El Salvador, S.A",8130,Depreciaciones y amortizaciones,Gasto,270.2573
2025-01-01,"Banco Hipotecario de El Salvador, S.A",8140,Provisiones,Gasto,0.0
2025-01-01,"Banco Hipotecario de El Salvador, S.A",8150,Gasto por impuesto sobre las ganancias,Gasto,153.71305999999998
2025-01-01,Citibank N.A.,61,Ingresos financieros,Ingreso,1272.0901
2025-01-01,Citibank N.A.,6110,Ingresos financieros,Ingreso,1272.0901
2025-01-01,Citibank N.A.,6111,Ganancia por cambios en el VR de activos financieros y pasivos financieros,Ingreso,0.0
2025-01-01,Citibank N.A.,6112,Ganancia por reversión de deterioro de activos financieros,Ingreso,0.0
2025-01-01,Citibank N.A.,6113,Ganancia por venta de inversiones financieras,Ingreso,0.0
2025-01-01,Citibank N.A.,62,Otros ingresos financieros,Ingreso,424.15416
2025-01-01,Citibank N.A.,6210,Otros ingresos financieros,Ingreso,424.15416
2025-01-01,Citibank N.A.,63,Ingresos de otras operaciones,Ingreso,193.01589
2025-01-01,Citibank N.A.,6310,Ingresos de otras operaciones,Ingreso,193.01589
2025-01-01,Citibank N.A.,71,Costos financieros,Costo,144.26169000000002
2025-01-01,Citibank N.A.,711,Costos financieros,Costo,144.26169000000002
2025-01-01,Citibank N.A.,7110,Costos de pasivos financieros,Costo,144.26169000000002
2025-01-01,Citibank N.A.,7111,Pérdida por cambios en el vr de activos financieros y pasivos financieros,Costo,0.0
2025-01-01,Citibank N.A.,7112,Pérdidas por deterioro de activos financieros,Costo,0.0
2025-01-01,Citibank N.A.,7113,Pérdida por venta de inversiones financieras,Costo,0.0
2025-01-01,Citibank N.A.,7114,Otros costos financieros,Costo,0.0
2025-01-01,Citibank N.A.,7120,Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),Costo,0.0
2025-01-01,Citibank N.A.,713,Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),Costo,0.0
2025-01-01,Citibank N.A.,72,Costos de otras operaciones,Costo,119.41285
2025-01-01,Citibank N.A.,7210,Comisiones de otros servicios,Costo,119.41285
2025-01-01,Citibank N.A.,7211,Pérdidas generadas por entidades registradas bajo el método de la participación,Costo,0.0
2025-01-01,Citibank N.A.,7212,Pérdidas por operaciones en moneda extranjera,Costo,0.0
2025-01-01,Citibank N.A.,7213,Pérdida por importes ineficaces en operaciones de cobertura,Costo,0.0
2025-01-01,Citibank N.A.,7214,Pérdida por deterioro de valor de activos,Costo,0.0
2025-01-01,Citibank N.A.,7215,Pérdida en venta de activos,Costo,0.0
2025-01-01,Citibank N.A.,7299,Costos por explotación de activos,Costo,0.0
2025-01-01,Citibank N.A.,81,Gastos de administración,Gasto,679.17654
2025-01-01,Citibank N.A.,8110,Gastos de funcionarios y empleados,Gasto,351.00508
2025-01-01,Citibank N.A.,8120,Gastos generales,Gasto,135.66829
2025-01-01,Citibank N.A.,8130,Depreciaciones y amortizaciones,Gasto,59.41953
2025-01-01,Citibank N.A.,8140,Provisiones,Gasto,0.0
2025-01-01,Citibank N.A.,8150,Gasto por impuesto sobre las ganancias,Gasto,133.08364
2025-01-01,Banco de Fomento Agropecuario,61,Ingresos financieros,Ingreso,3624.67141
2025-01-01,Banco de Fomento Agropecuario,6110,Ingresos financieros,Ingreso,3624.67141
2025-01-01,Banco de Fomento Agropecuario,6111,Ganancia por cambios en el VR de activos financieros y pasivos financieros,Ingreso,0.0
2025-01-01,Banco de Fomento Agropecuario,6112,Ganancia por reversión de deterioro de activos financieros,Ingreso,0.0
2025-01-01,Banco de Fomento Agropecuario,6113,Ganancia por venta de inversiones financieras,Ingreso,0.0
2025-01-01,Banco de Fomento Agropecuario,62,Otros ingresos financieros,Ingreso,169.89117000000002
2025-01-01,Banco de Fomento Agropecuario,6210,Otros ingresos financieros,Ingreso,169.89117000000002
2025-01-01,Banco de Fomento Agropecuario,63,Ingresos de otras operaciones,Ingreso,225.29618
2025-01-01,Banco de Fomento Agropecuario,6310,Ingresos de otras operaciones,Ingreso,225.29618
2025-01-01,Banco de Fomento Agropecuario,71,Costos financieros,Costo,856.22722
2025-01-01,Banco de Fomento Agropecuario,711,Costos financieros,Costo,699.02876
2025-01-01,Banco de Fomento Agropecuario,7110,Costos de pasivos financieros,Costo,692.34676
2025-01-01,Banco de Fomento Agropecuario,7111,Pérdida por cambios en el vr de activos financieros y pasivos financieros,Costo,0.0
2025-01-01,Banco de Fomento Agropecuario,7112,Pérdidas por deterioro de activos financieros,Costo,6.682
2025-01-01,Banco de Fomento Agropecuario,7113,Pérdida por venta de inversiones financieras,Costo,0.0
2025-01-01,Banco de Fomento Agropecuario,7114,Otros costos financieros,Costo,0.0
2025-01-01,Banco de Fomento Agropecuario,7120,Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),Costo,157.19845999999998
2025-01-01,Banco de Fomento Agropecuario,713,Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),Costo,0.0
2025-01-01,Banco de Fomento Agropecuario,72,Costos de otras operaciones,Costo,56.222910000000006
2025-01-01,Banco de Fomento Agropecuario,7210,Comisiones de otros servicios,Costo,47.84205
2025-01-01,Banco de Fomento Agropecuario,7211,Pérdidas generadas por entidades registradas bajo el método de la participación,Costo,0.0
2025-01-01,Banco de Fomento Agropecuario,7212,Pérdidas por operaciones en moneda extranjera,Costo,8.27971
2025-01-01,Banco de Fomento Agropecuario,7213,Pérdida por importes ineficaces en operaciones de cobertura,Costo,0.0
2025-01-01,Banco de Fomento Agropecuario,7214,Pérdida por deterioro de valor de activos,Costo,0.0
2025-01-01,Banco de Fomento Agropecuario,7215,Pérdida en venta de activos,Costo,0.0
2025-01-01,Banco de Fomento Agropecuario,7299,Costos por explotación de activos,Costo,0.10115
2025-01-01,Banco de Fomento Agropecuario,81,Gastos de administración,Gasto,2347.99501
2025-01-01,Banco de Fomento Agropecuario,8110,Gastos de funcionarios y empleados,Gasto,1230.28503
2025-01-01,Banco de Fomento Agropecuario,8120,Gastos generales,Gasto,558.70238
2025-01-01,Banco de Fomento Agropecuario,8130,Depreciaciones y amortizaciones,Gasto,278.12859999999995
2025-01-01,Banco de Fomento Agropecuario,8140,Provisiones,Gasto,0.0
2025-01-01,Banco de Fomento Agropecuario,8150,Gasto por impuesto sobre las ganancias,Gasto,280.879
2025-01-01,"Banco Promérica, S.A.",61,Ingresos financieros,Ingreso,12034.83025
2025-01-01,"Banco Promérica, S.A.",6110,Ingresos financieros,Ingreso,11874.95184
2025-01-01,"Banco Promérica, S.A.",6111,Ganancia por cambios en el VR de activos financieros y pasivos financieros,Ingreso,0.0
2025-01-01,"Banco Promérica, S.A.",6112,Ganancia por reversión de deterioro de activos financieros,Ingreso,159.87841
2025-01-01,"Banco Promérica, S.A.",6113,Ganancia por venta de inversiones financieras,Ingreso,0.0
2025-01-01,"Banco Promérica, S.A.",62,Otros ingresos financieros,Ingreso,1870.47687
2025-01-01,"Banco Promérica, S.A.",6210,Otros ingresos financieros,Ingreso,1870.47687
2025-01-01,"Banco Promérica, S.A.",63,Ingresos de otras operaciones,Ingreso,248.70899
2025-01-01,"Banco Promérica, S.A.",6310,Ingresos de otras operaciones,Ingreso,248.70899
2025-01-01,"Banco Promérica, S.A.",71,Costos financieros,Costo,8044.16811
2025-01-01,"Banco Promérica, S.A.",711,Costos financieros,Costo,5709.87158
2025-01-01,"Banco Promérica, S.A.",7110,Costos de pasivos financieros,Costo,5627.87158
2025-01-01,"Banco Promérica, S.A.",7111,Pérdida por cambios en el vr de activos financieros y pasivos financieros,Costo,0.0
2025-01-01,"Banco Promérica, S.A.",7112,Pérdidas por deterioro de activos financieros,Costo,0.0
2025-01-01,"Banco Promérica, S.A.",7113,Pérdida por venta de inversiones financieras,Costo,0.0
2025-01-01,"Banco Promérica, S.A.",7114,Otros costos financieros,Costo,82.0
2025-01-01,"Banco Promérica, S.A.",7120,Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),Costo,2334.29653
2025-01-01,"Banco Promérica, S.A.",713,Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),Costo,0.0
2025-01-01,"Banco Promérica, S.A.",72,Costos de otras operaciones,Costo,401.35536
2025-01-01,"Banco Promérica, S.A.",7210,Comisiones de otros servicios,Costo,384.18486
2025-01-01,"Banco Promérica, S.A.",7211,Pérdidas generadas por entidades registradas bajo el método de la participación,Costo,0.0
2025-01-01,"Banco Promérica, S.A.",7212,Pérdidas por operaciones en moneda extranjera,Costo,0.0
2025-01-01,"Banco Promérica, S.A.",7213,Pérdida por importes ineficaces en operaciones de cobertura,Costo,0.0
2025-01-01,"Banco Promérica, S.A.",7214,Pérdida por deterioro de valor de activos,Costo,13.28927
2025-01-01,"Banco Promérica, S.A.",7215,Pérdida en venta de activos,Costo,1.8956
2025-01-01,"Banco Promérica, S.A.",7299,Costos por explotación de activos,Costo,1.98563
2025-01-01,"Banco Promérica, S.A.",81,Gastos de administración,Gasto,4993.29988
2025-01-01,"Banco Promérica, S.A.",8110,Gastos de funcionarios y empleados,Gasto,2054.13036
2025-01-01,"Banco Promérica, S.A.",8120,Gastos generales,Gasto,2247.56756
2025-01-01,"Banco Promérica, S.A.",8130,Depreciaciones y amortizaciones,Gasto,498.82926
2025-01-01,"Banco Promérica, S.A.",8140,Provisiones,Gasto,5.59572
2025-01-01,"Banco Promérica, S.A.",8150,Gasto por impuesto sobre las ganancias,Gasto,187.17698
2025-01-01,"Banco de América Central, S.A.",61,Ingresos financieros,Ingreso,28281.13974
2025-01-01,"Banco de América Central, S.A.",6110,Ingresos financieros,Ingreso,28281.13974
2025-01-01,"Banco de América Central, S.A.",6111,Ganancia por cambios en el VR de activos financieros y pasivos financieros,Ingreso,0.0
2025-01-01,"Banco de América Central, S.A.",6112,Ganancia por reversión de deterioro de activos financieros,Ingreso,0.0
2025-01-01,"Banco de América Central, S.A.",6113,Ganancia por venta de inversiones financieras,Ingreso,0.0
2025-01-01,"Banco de América Central, S.A.",62,Otros ingresos financieros,Ingreso,2946.38956
2025-01-01,"Banco de América Central, S.A.",6210,Otros ingresos financieros,Ingreso,2946.38956
2025-01-01,"Banco de América Central, S.A.",63,Ingresos de otras operaciones,Ingreso,1606.63205
2025-01-01,"Banco de América Central, S.A.",6310,Ingresos de otras operaciones,Ingreso,1606.63205
2025-01-01,"Banco de América Central, S.A.",71,Costos financieros,Costo,17188.231050000002
2025-01-01,"Banco de América Central, S.A.",711,Costos financieros,Costo,10255.31515
2025-01-01,"Banco de América Central, S.A.",7110,Costos de pasivos financieros,Costo,10254.99565
2025-01-01,"Banco de América Central, S.A.",7111,Pérdida por cambios en el vr de activos financieros y pasivos financieros,Costo,0.0
2025-01-01,"Banco de América Central, S.A.",7112,Pérdidas por deterioro de activos financieros,Costo,0.2731
2025-01-01,"Banco de América Central, S.A.",7113,Pérdida por venta de inversiones financieras,Costo,0.0
2025-01-01,"Banco de América Central, S.A.",7114,Otros costos financieros,Costo,0.0464
2025-01-01,"Banco de América Central, S.A.",7120,Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),Costo,6932.9159
2025-01-01,"Banco de América Central, S.A.",713,Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),Costo,0.0
2025-01-01,"Banco de América Central, S.A.",72,Costos de otras operaciones,Costo,1114.86859
2025-01-01,"Banco de América Central, S.A.",7210,Comisiones de otros servicios,Costo,128.71444
2025-01-01,"Banco de América Central, S.A.",7211,Pérdidas generadas por entidades registradas bajo el método de la participación,Costo,0.0
2025-01-01,"Banco de América Central, S.A.",7212,Pérdidas por operaciones en moneda extranjera,Costo,980.52638
2025-01-01,"Banco de América Central, S.A.",7213,Pérdida por importes ineficaces en operaciones de cobertura,Costo,0.0
2025-01-01,"Banco de América Central, S.A.",7214,Pérdida por deterioro de valor de activos,Costo,5.627770000000001
2025-01-01,"Banco de América Central, S.A.",7215,Pérdida en venta de activos,Costo,0.0
2025-01-01,"Banco de América Central, S.A.",7299,Costos por explotación de activos,Costo,0.0
2025-01-01,"Banco de América Central, S.A.",81,Gastos de administración,Gasto,13281.88012
2025-01-01,"Banco de América Central, S.A.",8110,Gastos de funcionarios y empleados,Gasto,4085.94836
2025-01-01,"Banco de América Central, S.A.",8120,Gastos generales,Gasto,6196.11791
2025-01-01,"Banco de América Central, S.A.",8130,Depreciaciones y amortizaciones,Gasto,932.96709
2025-01-01,"Banco de América Central, S.A.",8140,Provisiones,Gasto,1953.57876
2025-01-01,"Banco de América Central, S.A.",8150,Gasto por impuesto sobre las ganancias,Gasto,113.268
2025-01-01,"Banco Abank, S.A.",61,Ingresos financieros,Ingreso,3727.89452
2025-01-01,"Banco Abank, S.A.",6110,Ingresos financieros,Ingreso,3727.89452
2025-01-01,"Banco Abank, S.A.",6111,Ganancia por cambios en el VR de activos financieros y pasivos financieros,Ingreso,0.0
2025-01-01,"Banco Abank, S.A.",6112,Ganancia por reversión de deterioro de activos financieros,Ingreso,0.0
2025-01-01,"Banco Abank, S.A.",6113,Ganancia por venta de inversiones financieras,Ingreso,0.0
2025-01-01,"Banco Abank, S.A.",62,Otros ingresos financieros,Ingreso,72.24874000000001
2025-01-01,"Banco Abank, S.A.",6210,Otros ingresos financieros,Ingreso,72.24874000000001
2025-01-01,"Banco Abank, S.A.",63,Ingresos de otras operaciones,Ingreso,216.23301
2025-01-01,"Banco Abank, S.A.",6310,Ingresos de otras operaciones,Ingreso,216.23301
2025-01-01,"Banco Abank, S.A.",71,Costos financieros,Costo,2175.85791
2025-01-01,"Banco Abank, S.A.",711,Costos financieros,Costo,944.07294
2025-01-01,"Banco Abank, S.A.",7110,Costos de pasivos financieros,Costo,871.50464
