Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
Estado de resultados de bancos del sistema financiero,,,,,,,,,,,,,
Datos a 29 de Febrero 2024,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,
,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A","Citibank N.A., Sucursal El Salvador",Banco de Fomento Agropecuario,"Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Atlantida El Salvador, S.A.",Total Instituciones
 ,,,,,,,,,,,,,
,,,,,,,,,,,,,
61 Ingresos financieros,81223.48743000001,54689.380789999996,47868.50374,27537.71335,2500.15557,7093.99311,23687.97837,49642.193770000005,7175.03155,8026.74203,14769.11628,16494.1924,340708.4883900001
6110 Ingresos financieros,79178.91669,54689.380789999996,47359.1541,27528.12272,2499.30216,7093.99311,22360.93284,49641.01822,7175.03155,8026.74203,12420.04378,15249.98351,333222.6215
6111 Ganancia por cambios en el VR de activos financieros y pasivos financieros,254.52686,0,9.19657,0,0,0,0,0,0,0,0,458.49244,722.21587
6112 Ganancia por reversión de deterioro de activos financieros,1760.7596,0,500.15307,0,0,0,1327.04553,1.1755499999999999,0,0,0,785.71645,4374.8502
6113 Ganancia por venta de inversiones financieras,29.28428,0,0,9.590629999999999,0.85341,0,0,0,0,0,2349.0725,0,2388.8008200000004
62 Otros ingresos financieros,15365.91257,3515.82296,5278.11379,1096.69199,2977.24458,341.47378999999995,1813.21909,3636.73634,195.50904,165.9935,998.29274,1028.55718,36413.56756999999
6210 Otros ingresos financieros,15365.91257,3515.82296,5278.11379,1096.69199,2977.24458,341.47378999999995,1813.21909,3636.73634,195.50904,165.9935,998.29274,1028.55718,36413.56756999999
63 Ingresos de otras operaciones,4511.40412,3431.67747,3445.2885699999997,902.2111,1.9890999999999999,97.4203,590.54922,3007.69015,434.55024,20.077720000000003,26.533939999999998,475.49697,16944.8889
6310 Ingresos de otras operaciones,4511.40412,3431.67747,3445.2885699999997,902.2111,1.9890999999999999,97.4203,590.54922,3007.69015,434.55024,20.077720000000003,26.533939999999998,475.49697,16944.8889
Total ingresos,101100.80412000002,61636.881219999996,56591.9061,29536.61644,5479.389249999999,7532.8872,26091.74668,56286.62026000001,7805.090829999999,8212.81325,15793.94296,17998.24655,394066.94486000005
 ,,,,,,,,,,,,,
Costos ,,,,,,,,,,,,,
71 Costos financieros,35455.50514,28368.363390000002,29545.691199999997,20137.34514,336.05528999999996,1402.78245,14635.73175,25062.13157,4105.60429,4607.10457,9347.38516,11106.02071,184109.72066000002
711 Costos financieros,22477.79994,18551.95301,19071.0652,16565.55715,210.73519,1205.53874,9615.328150000001,16007.49175,1421.23126,4533.693490000001,6943.20392,10289.47098,126893.06878000003
7110 Costos de pasivos financieros,20432.19105,18269.53831,18922.55812,16565.55715,210.73519,1205.53874,9355.31572,16004.32633,1421.23126,4529.1113700000005,6845.75225,10273.233320000001,124035.08881000002
7111 Pérdida por cambios en el vr de activos financieros y pasivos financieros,373.59046,0,0,0,0,0,0,0,0,0,0,0,373.59046
7112 Pérdidas por deterioro de activos financieros,1659.76189,251.79652,148.46263000000002,0,0,0,0,3.16542,0,0,97.45167,0,2160.63813
7113 Pérdida por venta de inversiones financieras,0,0,0,0,0,0,0,0,0,0,0,0,0
7114 Otros costos financieros,12.256540000000001,30.61818,0.04445,0,0,0,260.01243,0,0,4.58212,0,16.237659999999998,323.75138
7120 Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),12977.705199999999,9039.47502,10474.626,3571.7879900000003,125.32010000000001,197.24371,5020.4036,9054.63982,2684.3730299999997,73.41108,2404.1812400000003,816.45514,56439.62192999999
713 Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),0,776.93536,0,0,0,0,0,0,0,0,0,0.09459000000000001,777.02995
72 Costos de otras operaciones,10670.51121,614.92648,4162.63352,488.00764000000004,274.38432,226.93122,1090.93927,469.77895,212.21175,203.58626,497.97605,104.8004,19016.68707
7210 Comisiones de otros servicios,10625.30879,520.7486,4014.41719,208.21509,274.3843,204.12336,898.23087,274.45572999999996,212.21175,203.55574,497.97605,102.25403,18035.8815
7211 Pérdidas generadas por entidades registradas bajo el método de la participación,0,13.23448,0.0013,0,0,0,0,0,0,0,0,0,13.23578
7212 Pérdidas por operaciones en moneda extranjera,0.9075599999999999,0.56778,0,84.72917,2e-05,17.65236,0,141.43367,0,0.03052,0,0,245.32108000000002
7213 Pérdida por importes ineficaces en operaciones de cobertura,0,0,0,0,0,0,0,0,0,0,0,0,0
7214 Pérdida por deterioro de valor de activos,43.39878,0,0,102.70786,0,0,51.13619,31.567220000000002,0,0,0,0,228.81005
7215 Pérdida en venta de activos,0.89608,0,3.72806,0,0,0,136.35442,19.8156,0,0,0,2.54637,163.34053
7299 Costos por explotación de activos,0,80.37562,144.48697,92.35552,0,5.1555,5.21779,2.50673,0,0,0,0,330.09813
Total costos,46126.016350000005,28983.28987,33708.32472,20625.35278,610.4396099999999,1629.7136699999999,15726.671020000002,25531.91052,4317.816040000001,4810.6908300000005,9845.36121,11210.82111,203126.40773000004
 ,,,,,,,,,,,,,
Gastos ,,,,,,,,,,,,,
81 Gastos de administración,35700.225170000005,24455.16547,16839.05266,6597.36999,1980.29035,4559.0481,9483.792539999999,22854.525530000003,3304.52108,2224.18234,4742.20867,5930.4401100000005,138670.82201
8110 Gastos de funcionarios y empleados,14946.29341,11406.087710000002,7337.2771299999995,3105.4173100000003,933.2600500000001,2515.38808,4050.98955,8219.53558,1588.3003999999999,979.22505,1953.30866,2464.2807000000003,59499.36363
8120 Gastos generales,9661.61133,7018.52543,6190.21712,3082.1665099999996,342.39726,1051.86646,3933.24365,11213.97174,1456.3754,557.89126,1693.55411,2265.99529,48467.815559999995
8130 Depreciaciones y amortizaciones,5109.606019999999,4018.1340699999996,1136.16055,409.78616999999997,128.2825,501.40734000000003,951.75491,1683.55637,259.84528,310.2624,974.75587,835.99262,16319.5441
8140 Provisiones,0,95.08746000000001,0,0,0,0,14.39823,24.88411,0,0,120.59003,19.94542,274.90525
8150 Gasto por impuesto sobre las ganancias,5982.7144100000005,1917.3308,2175.39786,0,576.35054,490.38622,533.4061999999999,1712.57773,0,376.80363,0,344.22608,14109.19347
Total gastos,35700.225170000005,24455.16547,16839.05266,6597.36999,1980.29035,4559.0481,9483.792539999999,22854.525530000003,3304.52108,2224.18234,4742.20867,5930.4401100000005,138670.82201
 ,,,,,,,,,,,,,
Total costos y gastos,81826.24152000001,53438.45534,50547.37738,27222.72277,2590.7299599999997,6188.76177,25210.46356,48386.436050000004,7622.33712,7034.873170000001,14587.56988,17141.26122,341797.22974
 ,,,,,,,,,,,,,
Utilidad ó pérdida,19274.562600000005,8198.425879999995,6044.528720000002,2313.8936700000013,2888.6592899999996,1344.12543,881.28312,7900.184210000007,182.75370999999905,1177.9400799999985,1206.3730800000012,856.9853299999995,52269.71512000001
