Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
Estado de resultados de bancos del sistema financiero,,,,,,,,,,,,,
Datos al 30 de junio de 2024,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,
,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A","Citibank N.A., Sucursal El Salvador",Banco de Fomento Agropecuario,"Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Atlantida El Salvador, S.A.",Total Instituciones
 ,,,,,,,,,,,,,
,,,,,,,,,,,,,
61 Ingresos financieros,255783.93704,168215.58875,146331.79030000002,84289.63008,7536.36935,21866.126239999998,68386.61131000001,154643.57503,21475.73954,25101.681379999998,40248.876520000005,50290.93073,1044170.8562700001
6110 Ingresos financieros,245727.32502000002,168159.93148,144803.09219999998,83650.55036,6928.682,21866.126239999998,66289.25653,154642.892,21341.23954,25059.13627,37765.30402,46660.57683,1022894.1124900001
6111 Ganancia por cambios en el VR de activos financieros y pasivos financieros,1453.4811399999999,0,27.75608,0,0,0,0,0,0,0,0,1274.8796100000002,2756.11683
6112 Ganancia por reversión de deterioro de activos financieros,8539.22817,55.65727,1500.15307,639.07972,0,0,2097.3547799999997,0.68303,0,42.54511,0,2355.47429,15230.175439999999
6113 Ganancia por venta de inversiones financieras,63.90271,0,0.78895,0,607.6873499999999,0,0,0,134.5,0,2483.5725,0,3290.45151
62 Otros ingresos financieros,47467.65926,11040.91321,16088.184439999999,3131.83717,4678.64991,1102.89816,10795.51327,12446.20542,597.58626,496.57571,1657.45572,2599.4366099999997,112102.91513999998
6210 Otros ingresos financieros,47467.65926,11040.91321,16088.184439999999,3131.83717,4678.64991,1102.89816,10795.51327,12446.20542,597.58626,496.57571,1657.45572,2599.4366099999997,112102.91513999998
63 Ingresos de otras operaciones,12062.82852,10156.1234,13735.71385,2140.98695,21.601490000000002,523.16189,3776.96688,9104.688779999999,5260.71594,79.95289,1923.49232,4197.72559,62983.9585
6310 Ingresos de otras operaciones,12062.82852,10156.1234,13735.71385,2140.98695,21.601490000000002,523.16189,3776.96688,9104.688779999999,5260.71594,79.95289,1923.49232,4197.72559,62983.9585
Total ingresos,315314.42481999996,189412.62536,176155.68859000003,89562.45420000001,12236.62075,23492.186289999998,82959.09146,176194.46923000002,27334.04174,25678.20998,43829.82456,57088.09293,1219257.7299100002
 ,,,,,,,,,,,,,
Costos ,,,,,,,,,,,,,
71 Costos financieros,102261.24129,87372.65177,91015.36276,60268.14335,742.34888,3691.6206899999997,47861.81932,72192.35481,17193.19378,14429.908449999999,25933.33437,34755.83507,557717.8145399999
711 Costos financieros,64929.4654,56998.43224,56492.49426,50241.99983,532.16043,3691.6206899999997,32394.46814,50744.2489,5191.362440000001,14265.885789999998,21559.57193,32105.3154,389147.02545
7110 Costos de pasivos financieros,61093.27992,56145.22,55831.96379,50200.92505,531.3305799999999,3685.01755,31291.888629999998,50705.6556,4567.08783,14256.53383,21228.96893,32056.602420000003,381594.47413
7111 Pérdida por cambios en el vr de activos financieros y pasivos financieros,1533.61296,0,0,0,0,0,0,0,0,0,0,0,1533.61296
7112 Pérdidas por deterioro de activos financieros,2260.32781,746.0701899999999,635.41056,0,0.82985,6.603140000000001,0,14.611780000000001,0,0,283.923,0,3947.7763300000006
7113 Pérdida por venta de inversiones financieras,0,0,0,0,0,0,0,0,0,0,46.68,0,46.68
7114 Otros costos financieros,42.24471,107.14205,25.11991,41.07478,0,0,1102.57951,23.98152,624.2746099999999,9.351959999999998,0,48.71298,2024.48203
7120 Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),37331.77589,27729.93778,34522.8685,10026.14352,210.18845000000002,0,15467.35118,21448.10591,12001.83134,158.09955,4373.76244,2617.66397,165887.72853
713 Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),0,2644.28175,0,0,0,0,0,0,0,5.923109999999999,0,32.8557,2683.0605600000004
72 Costos de otras operaciones,33243.06631,1727.3123999999998,13127.80279,1325.57228,1005.58835,706.66916,3084.4363,3010.8554900000004,158.492,591.97714,1281.13407,408.2832,59671.189490000004
7210 Comisiones de otros servicios,32627.559329999996,1601.1603400000001,12637.246,726.91516,1005.5883299999999,600.64925,2737.89293,617.8792900000001,158.492,591.55186,1281.13407,365.80807,54951.87662999999
7211 Pérdidas generadas por entidades registradas bajo el método de la participación,0,25.354029999999998,28.95939,0,0,0,0,0,0,0,0,0,54.313419999999994
7212 Pérdidas por operaciones en moneda extranjera,259.52860999999996,1.1068399999999998,0,143.43033,2e-05,42.926089999999995,0,2199.9062000000004,0,0.42528,0,0,2647.32337
7213 Pérdida por importes ineficaces en operaciones de cobertura,0,0,0,0,0,0,0,0,0,0,0,0,0
7214 Pérdida por deterioro de valor de activos,121.20375999999999,0,29.67202,0,0,3.0234099999999997,135.61042999999998,112.72675,0,0,0,0,402.23636999999997
7215 Pérdida en venta de activos,234.77461,2.84271,8.4193,93.4988,0,4,184.09991,63.26647,0,0,0,42.47513,633.37693
7299 Costos por explotación de activos,0,96.84848,423.50608,361.72799,0,56.07041,26.833029999999997,17.07678,0,0,0,0,982.06277
Total costos,135504.3076,89099.96416999999,104143.16555,61593.71563,1747.93723,4398.28985,50946.25562,75203.2103,17351.68578,15021.885589999998,27214.46844,35164.11827,617389.0040299998
 ,,,,,,,,,,,,,
Gastos ,,,,,,,,,,,,,
81 Gastos de administración,113359.16331999999,74175.40545,53145.6908,18483.356359999998,5296.19174,14980.95062,28651.3427,76894.33524,9524.752289999999,7100.16385,13606.796910000001,19188.80413,434406.95340999996
8110 Gastos de funcionarios y empleados,47565.78920000001,35166.697340000006,23349.16046,9122.30716,2750.50434,8304.88479,12257.15214,24526.82043,4553.2599900000005,3223.78173,6148.472849999999,7726.54322,184695.37364999996
8120 Gastos generales,30654.11074,20976.69656,19942.5452,7708.5197800000005,1100.61076,3608.74064,11992.56761,31500.19861,4224.17683,1782.36102,4505.55196,7594.505139999999,145590.58485000004
8130 Depreciaciones y amortizaciones,17652.422850000003,11721.81565,3567.48424,1652.5294199999998,389.19895,1546.0986599999999,2936.19953,5608.76022,747.31547,1014.31854,2662.0864300000003,2700.9932999999996,52199.22326000001
8140 Provisiones,0,197.7236,1928.61208,0,0,0,37.60771,7766.43253,0,0,290.68566999999996,47.59015,10268.651740000001
8150 Gasto por impuesto sobre las ganancias,17486.84053,6112.472299999999,4357.88882,0,1055.87769,1521.2265300000001,1427.8157099999999,7492.12345,0,1079.70256,0,1119.1723200000001,41653.11991
Total gastos,113359.16331999999,74175.40545,53145.6908,18483.356359999998,5296.19174,14980.95062,28651.3427,76894.33524,9524.752289999999,7100.16385,13606.796910000001,19188.80413,434406.95340999996
 ,,,,,,,,,,,,,
Total costos y gastos,248863.47092,163275.36962,157288.85635000002,80077.07199,7044.12897,19379.24047,79597.59832,152097.54554000002,26876.438069999997,22122.04944,40821.26535,54352.922399999996,1051795.9574399998
 ,,,,,,,,,,,,,
