Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Estado de resultados de bancos del sistema financiero,,,,,,,,,,,,,,
Datos al 31 de octubre de 2024,,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A",Citibank N.A.,Banco de Fomento Agropecuario,"Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Apoyo Integral, S.A.","Banco Atlántida El Salvador, S.A.",Total Instituciones
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
61 Ingresos financieros,432748.32839,284770.02232,246313.64818000002,143194.84998,13838.07775,36194.48005,114641.15166,264822.1447,38963.047869999995,43020.28134,72560.73821,37575.610270000005,85140.06456999999,1813782.44529
6110 Ingresos financieros,417035.49848,284714.36505,243781.07331,142319.75280000002,11708.03984,36194.48005,111888.25802,264822.1447,35745.25157,42975.745350000005,65274.15071,37575.610270000005,80484.76743,1774519.1375799999
6111 Ganancia por cambios en el VR de activos financieros y pasivos financieros,2834.88292,0,31.632849999999998,0,0,0,0,0,0,0,0,0,1745.64302,4612.15879
6112 Ganancia por reversión de deterioro de activos financieros,12801.71179,55.65727,2500.15307,875.0971800000001,0,0,2752.8936400000002,0,0,44.53599,0,0,2645.38668,21675.43562
6113 Ganancia por venta de inversiones financieras,76.23519999999999,0,0.78895,0,2130.03791,0,0,0,3217.7963,0,7286.5875,0,264.26744,12975.713300000001
62 Otros ingresos financieros,81677.71673999999,18565.19803,27302.58696,5336.69642,6299.15682,1866.89123,18568.018170000003,22054.88767,982.68377,835.7721899999999,2356.71958,2243.71671,4906.72025,192996.76454
6210 Otros ingresos financieros,81677.71673999999,18565.19803,27302.58696,5336.69642,6299.15682,1866.89123,18568.018170000003,22054.88767,982.68377,835.7721899999999,2356.71958,2243.71671,4906.72025,192996.76454
63 Ingresos de otras operaciones,22716.19702,16771.34841,24951.4615,3725.66829,1062.7288700000001,828.2158900000001,4930.92135,15829.70641,7410.87651,120.13705999999999,2436.86989,2370.49286,5949.29971,109103.92377
6310 Ingresos de otras operaciones,22716.19702,16771.34841,24951.4615,3725.66829,1062.7288700000001,828.2158900000001,4930.92135,15829.70641,7410.87651,120.13705999999999,2436.86989,2370.49286,5949.29971,109103.92377
Total ingresos,537142.24215,320106.56876,298567.69664,152257.21469,21199.96344,38889.58717,138140.09118000002,302706.73877999996,47356.60815,43976.190590000006,77354.32768,42189.819840000004,95996.08453000001,2115883.1336
,,,,,,,,,,,,,,
Costos ,,,,,,,,,,,,,,
71 Costos financieros,177373.23422,149031.78191999998,159548.21086000002,98841.62640000001,1214.0053500000001,6479.82375,79634.07645000001,136102.34373,27618.93886,24713.66621,44667.77307,18162.29462,58759.77414,982147.54958
711 Costos financieros,107557.5365,96318.50794,96847.10540999999,83325.90259,999.5140200000001,6358.82045,54232.38069,86793.85276000001,9028.7985,24485.62779,36233.84862,10588.25608,55370.03878,668140.19013
7110 Costos de pasivos financieros,102216.66016,94975.82736,95711.64141,83284.82781,997.6189,6325.726549999999,53052.199270000005,86748.37272,7841.07993,24471.693460000002,35778.15202,10588.25608,55288.850479999994,657280.9061499999
7111 Pérdida por cambios en el vr de activos financieros y pasivos financieros,2647.38246,0,0,0,0,0,0,0,0,0,0,0,0,2647.38246
7112 Pérdidas por deterioro de activos financieros,2609.3916099999997,1170.70181,1079.4812299999999,0,0.82985,33.093900000000005,0,21.337919999999997,0,0,404.13759999999996,0,0,5318.97392
7113 Pérdida por venta de inversiones financieras,0.325,0,0,0,1.06527,0,0,0,0,0,51.559,0,0,52.94927
7114 Otros costos financieros,83.77727,171.97877,55.982769999999995,41.07478,0,0,1180.18142,24.14212,1187.71857,13.93433,0,0,81.1883,2839.97833
7120 Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),69815.69772,48179.31497,62701.10545,15515.723810000001,214.49132999999998,121.0033,25401.695760000002,49308.49097,18590.140359999998,222.11531,8433.924449999999,7574.0385400000005,3351.90027,309429.64224
713 Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),0,4533.95901,0,0,0,0,0,0,0,5.923109999999999,0,0,37.835089999999994,4577.71721
72 Costos de otras operaciones,57876.91907,3495.32416,22938.673039999998,2291.70903,1828.34676,1454.6825800000001,5267.9675099999995,5962.73147,270.35605,1088.05762,2274.48459,3025.9088500000003,721.76742,108496.92815
7210 Comisiones de otros servicios,55622.49166,2809.2430600000002,21844.192260000003,1301.59475,1828.3467,1158.78142,4704.621389999999,1070.9653500000002,270.35605,1087.43732,2274.48459,2984.7976200000003,660.32187,97617.63404
7211 Pérdidas generadas por entidades registradas bajo el método de la participación,1389.21835,40.36307,37.51675,0,0,0,0,0,0,0,0,0,0,1467.09817
7212 Pérdidas por operaciones en moneda extranjera,271.31703000000005,2.0754099999999998,0,246.91535000000002,5.9999999999999995e-05,64.29673,0,4559.53375,0,0.6203,0,0,0,5144.75863
7213 Pérdida por importes ineficaces en operaciones de cobertura,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7214 Pérdida por deterioro de valor de activos,101.97167999999999,37.65,29.67202,0,0,3.0653699999999997,229.03585,180.75981,0,0,0,0,0,582.15473
7215 Pérdida en venta de activos,491.92035,469.14509000000004,383.23539,140.70345,0,139.978,266.92373,124.40565,0,0,0,41.111230000000006,61.445550000000004,2118.8684399999997
7299 Costos por explotación de activos,0,136.84753,644.05662,602.4954799999999,0,88.56106,67.38654,27.06691,0,0,0,0,0,1566.4141399999999
Total costos,235250.15329,152527.10608000003,182486.88390000002,101133.33543,3042.35211,7934.50633,84902.04396,142065.0752,27889.29491,25801.72383,46942.257659999996,21188.20347,59481.541560000005,1090644.47773
,,,,,,,,,,,,,,
