Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Estado de resultados de bancos del sistema financiero,,,,,,,,,,,,,,
Datos al 30 de noviembre de 2024,,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A",Citibank N.A.,Banco de Fomento Agropecuario,"Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Apoyo Integral, S.A.","Banco Atlántida El Salvador, S.A.",Total Instituciones
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
61 Ingresos financieros,475801.85343,314269.62919,271151.91952999996,156446.32844,14882.53763,39817.5444,126306.78624,292478.51839,42887.589799999994,47541.43655,79736.31126,41279.50883,94391.32016,1996991.28385
6110 Ingresos financieros,459568.99648000003,314213.97192000004,268369.34466,155441.24608,12752.49972,39817.5444,123387.79117,292478.51839,39163.7735,47496.90056,71974.59876000001,41279.50883,88859.47116,1954804.1656300002
6111 Ganancia por cambios en el VR de activos financieros y pasivos financieros,3100.15762,0,31.632849999999998,0,0,0,0,0,0,0,0,0,1938.98883,5070.7793
6112 Ganancia por reversión de deterioro de activos financieros,13049.20338,55.65727,2750.15307,1005.08236,0,0,2918.99507,0,0,44.53599,0,0,2687.2185099999997,22510.84565
6113 Ganancia por venta de inversiones financieras,83.49595,0,0.78895,0,2130.03791,0,0,0,3723.8163,0,7761.7125,0,905.64166,14605.493269999999
62 Otros ingresos financieros,90121.84502,20399.17874,30294.46685,5833.27092,6693.24462,2056.86571,20391.76172,24644.35745,1068.3693700000001,909.70478,2510.20854,2477.15146,5364.665480000001,212765.09066
6210 Otros ingresos financieros,90121.84502,20399.17874,30294.46685,5833.27092,6693.24462,2056.86571,20391.76172,24644.35745,1068.3693700000001,909.70478,2510.20854,2477.15146,5364.665480000001,212765.09066
63 Ingresos de otras operaciones,25353.11968,18648.18716,27006.25821,3734.44635,1062.96702,937.23245,5229.2220099999995,16389.12128,8065.18609,97.02333,2455.78774,2684.15294,6586.007019999999,118248.71128
6310 Ingresos de otras operaciones,25353.11968,18648.18716,27006.25821,3734.44635,1062.96702,937.23245,5229.2220099999995,16389.12128,8065.18609,97.02333,2455.78774,2684.15294,6586.007019999999,118248.71128
Total ingresos,591276.81813,353316.99509,328452.64459,166014.04571,22638.74927,42811.64256,151927.76997,333511.99712,52021.14526,48548.164659999995,84702.30754000001,46440.81323,106341.99266,2328005.08579
,,,,,,,,,,,,,,
Costos ,,,,,,,,,,,,,,
71 Costos financieros,195585.74807,164988.2889,176084.79652,108860.50754,1394.59907,7157.25558,87308.06537000001,152763.38121000002,30297.700129999997,27358.33046,48642.34238,19736.39184,64879.53157,1085056.93864
711 Costos financieros,117773.8324,106495.09348000001,107302.1561,91470.91031,1180.84528,7024.17851,59647.28036,96038.18317,9963.500699999999,27091.27101,40021.806,11637.99439,61327.00597,736974.05768
7110 Costos de pasivos financieros,111917.7777,104911.63654,106052.70571,91429.83553,1178.9501599999999,6984.44209,58459.38344,95985.56279000001,8679.09166,27077.33668,39517.28941,11637.99439,61237.698840000005,725069.7049400001
7111 Pérdida por cambios en el vr de activos financieros y pasivos financieros,2897.3921800000003,0,0,0,0,0,0,0,0,0,0,0,0,2897.3921800000003
7112 Pérdidas por deterioro de activos financieros,2874.08079,1399.31906,1193.46029,0,0.82985,39.736419999999995,0,28.431849999999997,0,0,452.95759000000004,0,0,5988.81585
7113 Pérdida por venta de inversiones financieras,0.325,0,0,0,1.06527,0,0,0,0,0,51.559,0,0,52.94927
7114 Otros costos financieros,84.25672999999999,184.13788,55.9901,41.07478,0,0,1187.89692,24.18853,1284.40904,13.93433,0,0,89.30713,2965.19544
7120 Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),77811.91567,53258.079829999995,68782.64042,17374.997910000002,213.75379,133.07707000000002,27660.785010000003,56725.198039999996,20334.19943,261.13634,8620.536380000001,8098.39745,3509.16938,342783.88672
713 Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),0,5235.115589999999,0,14.59932,0,0,0,0,0,5.923109999999999,0,0,43.35622,5298.99424
72 Costos de otras operaciones,64439.64240999999,3763.77728,25505.16149,2498.42396,2046.74101,1541.2128799999998,5796.39413,7107.12845,302.48474,1212.30003,2450.63075,3397.13307,975.28233,121036.31253
7210 Comisiones de otros servicios,62182.50425,3084.38507,24328.917410000002,1418.70952,2046.7409499999999,1228.90828,5208.00851,1256.1491299999998,302.48474,1211.67973,2450.63075,3356.02184,738.43678,108813.57695999999
7211 Pérdidas generadas por entidades registradas bajo el método de la participación,1390.7181,33.10207,37.51675,0,0,0,0,0,0,0,0,0,0,1461.33692
