Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
7212 Pérdidas por operaciones en moneda extranjera,271.34254999999996,2.64752,0,265.31525,5.9999999999999995e-05,74.60808,0,5492.90128,0,0.6203,0,0,0,6107.43504
7213 Pérdida por importes ineficaces en operaciones de cobertura,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7214 Pérdida por deterioro de valor de activos,101.97167999999999,37.65,29.67202,0,0,3.0653699999999997,246.23539000000002,186.46844000000002,0,0,0,0,0,605.0629
7215 Pérdida en venta de activos,493.10583,469.14509000000004,385.60915,140.70345,0,139.978,269.60636999999997,124.95999,0,0,0,41.111230000000006,236.84554999999997,2301.06466
7299 Costos por explotación de activos,0,136.84753,723.4461600000001,673.69574,0,94.65315,72.54386,46.64961,0,0,0,0,0,1747.8360500000001
Total costos,260025.39048,168752.06618,201589.95801,111358.9315,3441.34008,8698.46846,93104.4595,159870.50966,30600.18487,28570.63049,51092.973130000006,23133.52491,65854.8139,1206093.25117
,,,,,,,,,,,,,,
Gastos ,,,,,,,,,,,,,,
81 Gastos de administración,214339.5085,136649.22769,97290.57876,33432.34667,9316.05556,27645.095579999997,52038.93529,141636.88928,18485.01178,13247.54445,25198.92388,19810.404670000004,36642.28674,825732.80885
8110 Gastos de funcionarios y empleados,90357.91471,65662.71377,43603.861600000004,16701.00316,4624.57197,15354.7018,21991.57964,45316.16752,9260.792609999999,6187.65525,11155.802169999999,10988.31058,14134.53654,355339.61131999997
8120 Gastos generales,57808.696509999994,39139.84321,37808.69072,13604.70989,1974.62052,6966.145509999999,22347.25305,62579.70945,7879.55911,3626.757,8975.852,4955.83959,14999.163359999999,282666.83992
8130 Depreciaciones y amortizaciones,35697.96266,21599.35915,6667.30082,2979.4084,701.96674,2931.94526,5402.199799999999,10596.9617,1344.6600600000002,1866.67688,4431.51818,2241.64737,5227.90971,101689.51673
8140 Provisiones,0,514.22119,3650.93652,0,0,0,51.32508,16079.42987,0,0,503.75153,0.07623,111.64583999999999,20911.386260000003
8150 Gasto por impuesto sobre las ganancias,30474.93462,9733.09037,5559.7891,147.22522,2014.89633,2392.3030099999996,2246.57772,7064.62074,0,1566.45532,132,1624.5309,2169.03129,65125.45462
Total gastos,214339.5085,136649.22769,97290.57876,33432.34667,9316.05556,27645.095579999997,52038.93529,141636.88928,18485.01178,13247.54445,25198.92388,19810.404670000004,36642.28674,825732.80885
,,,,,,,,,,,,,,
Total costos y gastos,474364.89898,305401.29387,298880.53677,144791.27816999998,12757.39564,36343.56404,145143.39479,301507.39894,49085.19665,41818.17494,76291.89701,42943.929579999996,102497.10064,2031826.06002
,,,,,,,,,,,,,,
Utilidad ó pérdida,116911.91915,47915.701219999995,29572.10782,21222.76754,9881.353630000001,6468.078519999999,6784.37518,32004.59818,2935.94861,6729.98972,8410.41053,3496.88364999999,3844.8920200000002,296179.02577
