Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
7215 Pérdida en venta de activos,435.39121,13.2288,383.03869,132.3988,0,139.978,192.88944,63.38647,0,0,0,9.553049999999999,59.14555,1429.01001
7299 Costos por explotación de activos,0,136.84753,559.59916,461.84617,0,67.7315,43.467980000000004,20.675729999999998,0,0,0,0,0,1290.1680700000002
Total costos,185540.42991,121213.95883,143987.25497,81824.87284,2326.55954,6158.59248,68149.204,108357.12915000001,23062.51652,20414.63398,36207.83617,17134.433109999998,47358.44912,861735.8706200001
,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gastos ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81 Gastos de administración,151588.90211000002,98682.97611,71107.40101999999,24494.12903,6985.87186,20028.893949999998,38064.336590000006,103998.03951,13055.69336,9607.89557,18090.68604,14226.06143,25890.89549,595821.7820700001
8110 Gastos de funcionarios y empleados,63881.818159999995,47173.883780000004,31482.4522,12112.047050000001,3481.24936,11181.502849999999,16109.614119999998,32773.92778,6435.6257000000005,4407.58929,8131.80056,8038.22291,10317.555910000001,255527.28967
8120 Gastos generales,40915.17474,28110.727300000002,27305.643239999998,10175.865199999998,1404.79614,4896.06485,16199.18835,44188.01639,5644.57252,2536.1740600000003,6190.11583,3388.53642,10269.21962,201224.09466
8130 Depreciaciones y amortizaciones,24310.219920000003,15602.09524,4797.3943899999995,2206.2167799999997,509.7598,2061.56776,3909.5739900000003,7636.39698,975.49514,1355.6250400000001,3398.08888,1640.6538799999998,3645.41129,72048.49909
8140 Provisiones,0,319.58359,2615.5949100000003,0,0,0,33.48955,10948.82449,0,0,370.68077,0.07623,68.58623,14356.83577
8150 Gasto por impuesto sobre las ganancias,22481.68929,7476.6862,4906.31628,0,1590.06656,1889.75849,1812.4705800000002,8450.87387,0,1308.5071799999998,0,1158.57199,1590.1224399999999,52665.062880000005
Total gastos,151588.90211000002,98682.97611,71107.40101999999,24494.12903,6985.87186,20028.893949999998,38064.336590000006,103998.03951,13055.69336,9607.89557,18090.68604,14226.06143,25890.89549,595821.7820700001
,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total costos y gastos,337129.33202,219896.93494,215094.65599,106319.00187000001,9312.4314,26187.48643,106213.54059,212355.16866,36118.20988,30022.52955,54298.52221,31360.49454,73249.34461,1457557.6526900001
,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utilidad ó pérdida,87584.92511,34626.04137,23171.966969999998,14186.72409,7367.95392,5109.347019999999,4449.237690000001,26713.65569,762.263970000003,4752.38393,4162.096680000001,2545.0836099999997,3237.62845000001,218669.3085
