Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Estado de resultados de bancos del sistema financiero,,,,,,,,,,,,,,
Datos al 31 de agosto de 2024,,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A",Citibank N.A.,Banco de Fomento Agropecuario,"Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Apoyo Integral, S.A.","Banco Atlántida El Salvador, S.A.",Total Instituciones
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
61 Ingresos financieros,344094.35495,226540.24459000002,196262.08706999998,113629.39101,10127.913859999999,29020.490260000002,91443.92216,209259.88683,29011.19427,34047.05355,54055.3652,30090.047010000002,67612.77201,1435194.7227699999
6110 Ingresos financieros,331503.8628,226484.58732,194229.5122,112797.15748000001,9423.531289999999,29020.490260000002,89009.05567,209258.75743,28717.94427,34002.51756,51265.5927,30090.047010000002,63574.413759999996,1409377.46975
6111 Ganancia por cambios en el VR de activos financieros y pasivos financieros,2170.3546800000004,0,31.632849999999998,0,0,0,0,0,0,0,0,0,1495.2692,3697.25673
6112 Ganancia por reversión de deterioro de activos financieros,10350.04541,55.65727,2000.15307,832.23353,0,0,2434.8664900000003,1.1294000000000002,0,44.53599,0,0,2542.9602,18261.58136
6113 Ganancia por venta de inversiones financieras,70.09206,0,0.78895,0,704.38257,0,0,0,293.25,0,2789.7725,0,0.12885,3858.4149300000004
62 Otros ingresos financieros,64092.959590000006,14713.21012,21713.983640000002,4289.60065,5491.00528,1481.6533100000001,14816.87665,17436.91193,787.96196,657.79489,2050.89297,1771.97622,3530.2715,152835.09871000002
6210 Otros ingresos financieros,64092.959590000006,14713.21012,21713.983640000002,4289.60065,5491.00528,1481.6533100000001,14816.87665,17436.91193,787.96196,657.79489,2050.89297,1771.97622,3530.2715,152835.09871000002
63 Ingresos de otras operaciones,16526.94259,13269.5216,20290.55225,2586.7342999999996,1061.46618,794.68988,4401.979469999999,12372.02559,7081.31762,70.06504,2354.36072,2043.55492,5343.92955,88197.13970999999
6310 Ingresos de otras operaciones,16526.94259,13269.5216,20290.55225,2586.7342999999996,1061.46618,794.68988,4401.979469999999,12372.02559,7081.31762,70.06504,2354.36072,2043.55492,5343.92955,88197.13970999999
Total ingresos,424714.25713,254522.97631,238266.62296,120505.72596,16680.38532,31296.83345,110662.77828,239068.82434999998,36880.47385,34774.913479999996,58460.61889,33905.57815,76486.97306,1676226.96119
,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costos ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71 Costos financieros,140881.00521,118774.37509,125877.27428,80015.67198999999,925.0121,4976.18465,64003.53506,103857.79665,22849.88809,19563.88391,34470.62408,14725.45429,46795.731490000006,777716.43689
711 Costos financieros,86152.27638,76807.18851,76531.23616,66852.77099,715.20214,4976.18465,43290.19343,68407.07693000001,7160.56154,19405.33106,28849.891620000002,8384.01641,43702.14439,531234.07421
7110 Costos de pasivos financieros,81442.31391,75719.00581999999,75586.73573,66811.69621,714.37229,4956.35125,42131.866,68365.53494,6201.56708,19391.39673,28497.38562,8384.01641,43637.19375,521839.43574
7111 Pérdida por cambios en el vr de activos financieros y pasivos financieros,1979.20267,0,0,0,0,0,0,0,0,0,0,0,0,1979.20267
7112 Pérdidas por deterioro de activos financieros,2667.60962,945.73154,905.50234,0,0.82985,19.8334,0,17.492669999999997,0,0,305.826,0,0,4862.82542
7113 Pérdida por venta de inversiones financieras,0.325,0,0,0,0,0,0,0,0,0,46.68,0,0,47.005
7114 Otros costos financieros,62.82518,142.45114999999998,38.99809,41.07478,0,0,1158.3274299999998,24.049319999999998,958.99446,13.93433,0,0,64.95063999999999,2505.60538
7120 Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),54728.72883,38480.170210000004,49346.03812,13162.901,209.80996,0,20713.34163,35450.71972,15689.326550000002,152.62974,5620.73246,6341.4378799999995,3057.9619500000003,242953.79805
713 Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),0,3487.0163700000003,0,0,0,0,0,0,0,5.923109999999999,0,0,35.625150000000005,3528.56463
72 Costos de otras operaciones,44659.4247,2439.58374,18109.98069,1809.2008500000002,1401.54744,1182.40783,4145.66894,4499.3325,212.62842999999998,850.7500699999999,1737.21209,2408.97882,562.71763,84019.43373
7210 Comisiones de otros servicios,43749.52419,2247.71277,17108.71143,982.77035,1401.5474199999999,921.57512,3722.12198,834.6824399999999,212.62842999999998,850.1297900000001,1737.21209,2399.42577,503.57208,76671.61386
7211 Pérdidas generadas por entidades registradas bajo el método de la participación,0,32.822050000000004,28.95939,0,0,0,0,0,0,0,0,0,0,61.78144
7212 Pérdidas por operaciones en moneda extranjera,260.0942,1.32259,0,232.18553,2e-05,50.05784,0,3432.72969,0,0.6202799999999999,0,0,0,3977.01015
7213 Pérdida por importes ineficaces en operaciones de cobertura,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7214 Pérdida por deterioro de valor de activos,214.4151,7.65,29.67202,0,0,3.0653699999999997,187.18954000000002,147.85817,0,0,0,0,0,589.8502
