Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Estado de resultados de bancos del sistema financiero,,,,,,,,,,,,,,
Datos al 30 de septiembre de 2024,,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A",Citibank N.A.,Banco de Fomento Agropecuario,"Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Apoyo Integral, S.A.","Banco Atlántida El Salvador, S.A.",Total Instituciones
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
61 Ingresos financieros,388442.17692,255546.94071,221016.48150999998,128527.75962000001,11247.57465,32561.08931,102590.54717,236122.01137999998,32898.4723,38434.536140000004,63369.0599,33782.60572,76150.48217,1620689.7375
6110 Ingresos financieros,373998.65543,255491.28344,218733.90663999997,127652.66244,10487.388550000001,32561.08931,100164.28853,236122.01137999998,32206.0523,38390.00015,58142.6274,33782.60572,71942.82642,1589675.39771
6111 Ganancia por cambios en el VR de activos financieros y pasivos financieros,2537.4592799999996,0,31.632849999999998,0,0,0,0,0,0,0,0,0,1588.79275,4157.88488
6112 Ganancia por reversión de deterioro de activos financieros,11832.94809,55.65727,2250.15307,875.0971800000001,0,0,2426.25864,0,0,44.53599,0,0,2618.7341499999998,20103.38439
6113 Ganancia por venta de inversiones financieras,73.11412,0,0.78895,0,760.1861,0,0,0,692.42,0,5226.4325,0,0.12885,6753.070519999999
62 Otros ingresos financieros,72960.35308,16506.773119999998,24455.91226,4830.074269999999,5931.217559999999,1672.1618,16680.2745,19672.600710000002,887.54049,734.7209499999999,2202.63271,1986.51197,4175.7447,172696.51812
6210 Otros ingresos financieros,72960.35308,16506.773119999998,24455.91226,4830.074269999999,5931.217559999999,1672.1618,16680.2745,19672.600710000002,887.54049,734.7209499999999,2202.63271,1986.51197,4175.7447,172696.51812
63 Ingresos de otras operaciones,19837.591210000002,15210.022550000002,22193.10103,3626.57446,1062.65623,825.23211,4691.98645,14162.410800000001,7227.28788,96.21002,2369.0991099999997,2175.83212,5663.99373,99141.9977
6310 Ingresos de otras operaciones,19837.591210000002,15210.022550000002,22193.10103,3626.57446,1062.65623,825.23211,4691.98645,14162.410800000001,7227.28788,96.21002,2369.0991099999997,2175.83212,5663.99373,99141.9977
Total ingresos,481240.12120999995,287263.73638,267665.4948,136984.40834999998,18241.44844,35058.48322,123962.80812,269957.02288999996,41013.300670000004,39265.46711,67940.79172,37944.949810000006,85990.2206,1892528.25332
,,,,,,,,,,,,,,
Costos ,,,,,,,,,,,,,,
71 Costos financieros,158170.10032,133917.15184,142112.88794,89353.81125,1056.9038500000001,5638.75159,71724.22134999999,117094.45565,25129.65106,22057.01262,38902.754,16310.51732,52749.85658,874218.07537
711 Costos financieros,96640.7029,86334.55493000001,86329.87509,74997.78938,852.65527,5638.75159,48713.17954999999,77335.72093000001,8067.960440000001,21878.940730000002,32543.75264,9478.95721,49414.43298,598227.27364
7110 Costos de pasivos financieros,91773.16945,85114.20362,85289.25495999999,74956.71459999999,851.82542,5612.29313,47532.99813,77295.97464,6994.5431100000005,21865.0064,32117.57744,9478.95721,49341.363509999996,588223.88162
7111 Pérdida por cambios en el vr de activos financieros y pasivos financieros,2265.54726,0,0,0,0,0,0,0,0,0,0,0,0,2265.54726
7112 Pérdidas por deterioro de activos financieros,2537.48337,1063.94432,984.6375400000001,0,0.82985,26.45846,0,15.65057,0,0,379.4952,0,0,5008.499309999999
7113 Pérdida por venta de inversiones financieras,0.325,0,0,0,0,0,0,0,0,0,46.68,0,0,47.005
7114 Otros costos financieros,64.17782,156.40698999999998,55.982589999999995,41.07478,0,0,1180.18142,24.09572,1073.41733,13.93433,0,0,73.06947,2682.34045
7120 Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),61529.39742,43642.572700000004,55783.01285,14356.021869999999,204.24857999999998,0,23011.0418,39758.73472,17061.69062,172.14878,6359.00136,6831.56011,3270.21278,271979.64359
713 Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),0,3940.02421,0,0,0,0,0,0,0,5.923109999999999,0,0,65.21082,4011.15814
72 Costos de otras operaciones,51267.926,3220.5028399999997,20412.124030000003,2050.8756599999997,1602.27203,1344.34801,4649.03913,5227.69525,241.87329,964.80698,1967.9988700000001,2674.8169500000004,633.67219,96257.95123
7210 Comisiones de otros servicios,50270.126939999995,2539.05309,19365.97295,1149.3384099999998,1602.27197,1070.92805,4183.82243,971.57733,241.87329,964.18668,1967.9988700000001,2658.85923,573.22664,87559.23588
7211 Pérdidas generadas por entidades registradas bajo el método de la participación,0,36.35633,37.51675,0,0,0,0,0,0,0,0,0,0,73.87308
7212 Pérdidas por operaciones en moneda extranjera,260.35812,1.4507999999999999,0,232.18553,5.9999999999999995e-05,55.948389999999996,0,3952.07531,0,0.6203,0,0,0,4502.63851
7213 Pérdida por importes ineficaces en operaciones de cobertura,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7214 Pérdida por deterioro de valor de activos,281.92171,37.65,29.67202,0,0,3.0653699999999997,206.33892,165.25154,0,0,0,0,0,723.8995600000001
7215 Pérdida en venta de activos,455.51923,469.14509000000004,383.04254,133.84367,0,139.978,195.51128,115.22725,0,0,0,15.95772,60.445550000000004,1968.6703300000001
7299 Costos por explotación de activos,0,136.84753,595.91977,535.50805,0,74.4282,63.3665,23.56382,0,0,0,0,0,1429.6338700000001
Total costos,209438.02632,137137.65468,162525.01197,91404.68690999999,2659.17588,6983.0996,76373.26048,122322.15090000001,25371.52435,23021.819600000003,40870.75287,18985.33427,53383.528770000004,970476.0266
,,,,,,,,,,,,,,
Gastos ,,,,,,,,,,,,,,
81 Gastos de administración,173438.47397999998,111271.11270999999,79676.23963,27572.89749,7726.04131,22468.794550000002,42537.78203,117689.23568000001,14805.86731,10857.96247,20539.51175,15995.01311,29167.117899999997,673746.0499199999
8110 Gastos de funcionarios y empleados,72796.46295,53318.23564,35567.43515999999,13658.96426,3874.72656,12529.67592,18054.96232,36951.904740000005,7358.848059999999,4996.52571,9150.54119,9005.731730000001,11570.61008,288834.62432
8120 Gastos generales,46937.54692,31744.27393,30530.4455,11448.786820000001,1584.38235,5512.82445,18318.10786,50565.017369999994,6355.218440000001,2843.57251,7084.80402,3808.0840099999996,11652.25036,228385.31454
8130 Depreciaciones y amortizaciones,28742.926379999997,17578.53672,5408.981309999999,2465.1464100000003,583.7119,2352.62425,4411.75883,8627.85591,1091.80081,1527.66214,3742.13429,1834.67501,4131.01444,82498.82840000001
8140 Provisiones,0,392.02887,2926.5878,0,0,0,41.80339,12447.707390000001,0,0,430.03225,0.07623,80.37371,16318.60964
8150 Gasto por impuesto sobre las ganancias,24961.53773,8238.03755,5242.789860000001,0,1683.2205,2073.66993,1711.14963,9096.75027,0,1490.2021100000002,132,1346.4461299999998,1732.86931,57708.67302
Total gastos,173438.47397999998,111271.11270999999,79676.23963,27572.89749,7726.04131,22468.794550000002,42537.78203,117689.23568000001,14805.86731,10857.96247,20539.51175,15995.01311,29167.117899999997,673746.0499199999
,,,,,,,,,,,,,,
