Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
Estado de resultados de bancos del sistema financiero,,,,,,,,,,,,,
Datos a 31 de Enero 2024,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,
,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A","Citibank N.A., Sucursal El Salvador",Banco de Fomento Agropecuario,"Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Atlántida El Salvador, S.A.",Total Instituciones
 ,,,,,,,,,,,,,
,,,,,,,,,,,,,
61 Ingresos financieros,41278.4061,27974.526879999998,24400.03354,13580.104150000001,1457.13743,3665.7762599999996,12316.84227,25294.08661,3681.2576099999997,4080.48814,6687.97954,8752.20231,173168.84084
6110 Ingresos financieros,40412.00333,27974.526879999998,24143.14564,13575.30882,1457.13743,3665.7762599999996,11457.76252,25292.72076,3681.2576099999997,4080.48814,6354.10454,7792.8015700000005,169887.03350000002
6111 Ganancia por cambios en el VR de activos financieros y pasivos financieros,94.01944,0,4.71689,0,0,0,0,0,0,0,0,439.08446000000004,537.82079
6112 Ganancia por reversión de deterioro de activos financieros,757.55838,0,252.17101,0,0,0,859.07975,1.36585,0,0,0,520.31628,2390.49127
6113 Ganancia por venta de inversiones financieras,14.824950000000001,0,0,4.79533,0,0,0,0,0,0,333.875,0,353.49528
62 Otros ingresos financieros,7905.9354,1796.54748,2768.06936,484.12928000000005,415.86190999999997,171.02231,860.52271,1859.2853799999998,93.36394,102.85978,568.94651,454.97325,17481.517309999996
6210 Otros ingresos financieros,7905.9354,1796.54748,2768.06936,484.12928000000005,415.86190999999997,171.02231,860.52271,1859.2853799999998,93.36394,102.85978,568.94651,454.97325,17481.517309999996
63 Ingresos de otras operaciones,1689.58503,1786.1208700000002,1753.99129,621.52463,0.09984,50.13626,152.0256,1493.0177800000001,191.83884,19.36001,23.69034,201.79728,7983.1877700000005
6310 Ingresos de otras operaciones,1689.58503,1786.1208700000002,1753.99129,621.52463,0.09984,50.13626,152.0256,1493.0177800000001,191.83884,19.36001,23.69034,201.79728,7983.1877700000005
Total ingresos,50873.926530000004,31557.195229999998,28922.094190000003,14685.75806,1873.09918,3886.9348299999997,13329.39058,28646.38977,3966.4603899999997,4202.7079300000005,7280.61639,9408.97284,198633.54592000003
 ,,,,,,,,,,,,,
Costos ,,,,,,,,,,,,,
71 Costos financieros,17316.139,14196.874189999999,16037.86299,10253.07797,227.35019,878.15699,7721.990059999999,13707.04432,2139.05081,2350.12152,4231.7083,5777.69204,94837.06838
711 Costos financieros,10768.491820000001,9496.991779999998,9776.44795,8533.00651,103.26636,621.65176,4885.2436,8299.73711,728.5128000000001,2309.73792,3543.43504,5257.30007,64323.82272
7110 Costos de pasivos financieros,10172.354609999999,9346.21548,9690.1657,8533.00651,103.26636,621.42214,4737.92155,8299.73711,728.5128000000001,2308.4793999999997,3499.10566,5249.18124,63289.368559999995
7111 Pérdida por cambios en el vr de activos financieros y pasivos financieros,121.65384,0,0,0,0,0,0,0,0,0,0,0,121.65384
7112 Pérdidas por deterioro de activos financieros,473.6631,137.59113,86.25097,0,0,0,0,0,0,0,44.32938,0,741.8345800000001
7113 Pérdida por venta de inversiones financieras,0,0,0,0,0,0,0,0,0,0,0,0,0
7114 Otros costos financieros,0.8202699999999999,13.18517,0.03128,0,0,0.22962,147.32205,0,0,1.25852,0,8.118829999999999,170.96574
7120 Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),6547.64718,4347.636280000001,6261.41504,1720.07146,124.08383,256.50523,2836.74646,5407.30721,1410.53801,40.3836,688.27326,520.31628,30160.923839999996
713 Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),0,352.24613,0,0,0,0,0,0,0,0,0,0.07569,352.32182
72 Costos de otras operaciones,5488.108139999999,261.11041,2140.42243,269.29631,106.21645,111.48286999999999,427.50093,202.68255,84.37663,103.84562,252.15948999999998,59.60082,9506.80265
7210 Comisiones de otros servicios,5469.35512,253.56774,2066.89844,101.57725,106.21645,101.37271000000001,389.43947,135.95119,84.37663,103.84562,252.15948999999998,57.054449999999996,9121.81456
7211 Pérdidas generadas por entidades registradas bajo el método de la participación,0,7.346970000000001,0.0013,0,0,0,0,0,0,0,0,0,7.34827
7212 Pérdidas por operaciones en moneda extranjera,0.74854,0.19569999999999999,0,84.72628,0,10.11016,0,39.12516,0,0,0,0,134.90583999999998
7213 Pérdida por importes ineficaces en operaciones de cobertura,0,0,0,0,0,0,0,0,0,0,0,0,0
7214 Pérdida por deterioro de valor de activos,17.69053,0,0,51.35393,0,0,28.581619999999997,15.46416,0,0,0,0,113.09024
7215 Pérdida en venta de activos,0.31395,0,0,0,0,0,4.13356,11.285309999999999,0,0,0,2.54637,18.27919
7299 Costos por explotación de activos,0,0,73.52269,31.638849999999998,0,0,5.34628,0.85673,0,0,0,0,111.36455000000001
Total costos,22804.24714,14457.984599999998,18178.28542,10522.37428,333.56664,989.63986,8149.490989999999,13909.72687,2223.4274400000004,2453.96714,4483.86779,5837.29286,104343.87103
 ,,,,,,,,,,,,,
Gastos ,,,,,,,,,,,,,
81 Gastos de administración,17821.574129999997,12396.55406,8140.972019999999,3645.72036,895.3910400000001,2162.59042,4767.60099,11228.71283,1641.2803999999999,1126.50116,2229.77568,3164.9388599999997,69221.61195
8110 Gastos de funcionarios y empleados,7170.4596200000005,5674.20209,3727.4761000000003,1562.01514,498.08699,1160.93652,1981.50934,4084.8862200000003,802.1353,487.15726,929.7556,1356.31692,29434.937100000003
8120 Gastos generales,5225.15617,3447.17965,2855.28422,1324.4348400000001,165.68209,526.61772,2015.80854,5783.82717,707.55555,289.95383000000004,752.13067,1150.32245,24243.952899999997
8130 Depreciaciones y amortizaciones,2315.26908,2009.11759,567.61669,208.08524,64.04785,267.32771,345.25259,862.24658,131.58954999999997,153.35023999999999,486.74008000000003,404.93033,7815.573529999999
8140 Provisiones,0,46.430949999999996,0,0,0,0,0,9.37144,0,0,61.14933,10.17202,127.12374
8150 Gasto por impuesto sobre las ganancias,3110.6892599999996,1219.6237800000001,990.59501,551.18514,167.57411,207.70847,425.03052,488.38142,0,196.03983,0,243.19714000000002,7600.024679999999
Total gastos,17821.574129999997,12396.55406,8140.972019999999,3645.72036,895.3910400000001,2162.59042,4767.60099,11228.71283,1641.2803999999999,1126.50116,2229.77568,3164.9388599999997,69221.61195
 ,,,,,,,,,,,,,
Total costos y gastos,40625.82127,26854.53866,26319.25744,14168.09464,1228.95768,3152.2302799999998,12917.09198,25138.439700000003,3864.70784,3580.4683000000005,6713.643470000001,9002.23172,173565.48298000003
 ,,,,,,,,,,,,,
