Superintendencia del Sistema Financiero,,,,,,,,,,,,,,
Estado de resultados de bancos del sistema financiero,,,,,,,,,,,,,,
Datos al 30 de Abril de 2021,,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A","Citibank N.A., Sucursal El Salvador",Banco de Fomento Agropecuario,"Banco G&T Continental El Salvador, S.A.","Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Atlantida El Salvador, S.A.",Total Instituciones
7120 Saneamiento de activos de intermediación,32666.59595,36664.56141,22226.56514,3163.94812,1.32825,566.79034,670.83936,7182.03354,14374.34466,1244.55487,338.04174,1080.42198,2459.87657,122639.90193
7130 Castigos de activos de intermediación,0,1642.10363,0,9.50359,0,0,0,0,0,0,9.90671,0,117.17276,1778.68669
72 Costos de otras operaciones,11668.32458,907.285,7375.89408,440.61314,632.12273,395.30033,38.35243,2291.7276,631.93572,148.81812,367.79139,304.90175,56.79231,25259.85918
7210 Operaciones en moneda extranjera,17.16077,3.0578,0.43646,2.10893,0.98861,23.48256,0,0,85.43892,0,0,0,0.2365,132.91055
7220 Cartas de crédito,0,0,0.05456,0,0,0,0,0,0,0,0,0,0,0.05456
7230 Avales y fianzas,0,28.38332,0,11.47373,97.96472,0.12466,0,0,0,0,0,0,0,137.94643
7240 Prestación de servicios,10616.29127,761.45418,7060.64484,427.03048,528.16939,302.33043,38.35243,1942.37692,546.4968,148.81812,367.77257,248.61941,56.55581,23044.91265
7250 Saneamientos,1034.87254,114.3897,314.75822,0,5.00001,69.36268,0,349.35068,0,0,0.01882,56.28234,0,1944.03499
7260 Castigos de contingencias,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total costos,72599.34935,64390.97173,54908.38644,15772.85134,909.72293,3277.63232,5070.38208,23436.02823,35617.91961,2099.11878,4872.35862,8113.44856,12336.67561,303404.8456
 ,,,,,,,,,,,,,,
Gastos ,,,,,,,,,,,,,,
81 Gastos de operación,43168.05947,37611.42523,25365.14156,9092.41787,2705.25136,7685.3999,3360.69361,15071.39586,28709.24134,5977.4423,2516.33794,6355.7474,7001.47678,194620.03062
8110 Gastos de funcionarios y empleados,21966.97016,19419.77864,12881.61123,5013.6372,1595.26065,5041.99786,1603.46603,6895.41867,11598.02893,2917.03337,1348.64594,2883.65977,3445.91825,96611.4267
8120 Gastos generales,16779.54731,13261.09902,10563.53768,3492.06479,989.82661,1851.34958,1259.08683,6530.13964,14866.08476,2576.67219,887.85715,2774.5172,2812.26935,78644.05211
8130 depreciaciones y amortizaciones,4421.542,4930.54757,1919.99265,586.71588,120.1641,792.05246,498.14075,1645.83755,2245.12765,483.73674,279.83485,697.57043,743.28918,19364.55181
82 Gastos no operacionales,3618.37175,663.83665,681.61341,709.69528,9.67549,424.23582,583.10219,1704.78101,1266.69824,2.08712,1.82578,140.87047,902.22255,10709.01576
8210 Gastos de ejercicios anteriores,175.72692,19.75303,47.19255,61.64265,9.67549,219.83939,68.78392,799.20375,250.45238,2.08712,1.82578,0,43.1481,1699.33108
8220 Perdidas en venta de activos,894.90573,288.99164,194.77407,85.15605,0,0,439.98375,272.78682,411.02842,0,0,0,111.77743,2699.40391
8230 Gastos por explotacion de activos,0,51.04323,68.64409,115.04419,0,17.21874,16.33048,0,39.96954,0,0,2.48488,0,310.73515
8240 Castigos de bienes recibidos en pago o adjudicados,559.12007,144.89445,369.71911,434.41877,0,187.17768,57.39379,597.39913,317.98294,0,0,134.14134,238.34171,3040.58899
8250 Gastos por diferencias temporarias de impuestos sobre las ganancias,1799.3943,0,0,0,0,0,0,0,241.3284,0,0,0,486.46719,2527.18989
8260 Perdidas por contingencias,0,0,0,0,0,0,0,0,5.93656,0,0,4.24425,0,10.18081
8270 Otros,189.22473,159.1543,1.28359,13.43362,0,0.00001,0.61025,35.39131,0,0,0,0,22.48812,421.58593
83 Impuestos directos,8952.90163,3709.50018,2970.74797,1847.13035,166.86037,977.98496,176.53251,1706.4178,4059.13875,0,461.52198,0,42.54958,25071.28608
8310 Impuesto sobre la renta,8952.90163,3709.50018,2970.74797,1847.13035,166.86037,977.98496,176.53251,1706.4178,4059.13875,0,461.52198,0,42.54958,25071.28608
84 Contribuciones especiales,4.51672,0,0,0,0,0,46.46873,11.70838,0,0,0,0,0,62.69383
Total gastos,55743.84957,41984.76206,29017.50294,11649.2435,2881.78722,9087.62068,4166.79704,18494.30305,34035.07833,5979.52942,2979.6857,6496.61787,7946.24891,230463.02629
 ,,,,,,,,,,,,,,
Total costos y gastos,128343.19892,106375.73379,83925.88938,27422.09484,3791.51015,12365.253,9237.17912,41930.33128,69652.99794,8078.6482,7852.04432,14610.06643,20282.92452,533867.87189
 ,,,,,,,,,,,,,,
Utilidad ó pérdida,33362.51766,8390.78166999999,8377.42708,5048.9703,1418.15911,1499.75538,819.19147,2322.24184,11341.65763,596.96159,1517.64684,1005.60011,1076.96059,76777.87127
 ,,,,,,,,,,,,,,
