Superintendencia del Sistema Financiero,,,,,,,,,,,,,,
Estado de resultados de bancos del sistema financiero,,,,,,,,,,,,,,
Datos al 30 de Abril de 2021,,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A","Citibank N.A., Sucursal El Salvador",Banco de Fomento Agropecuario,"Banco G&T Continental El Salvador, S.A.","Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Atlantida El Salvador, S.A.",Total Instituciones
 ,,,,,,,,,,,,,,
Ingresos,,,,,,,,,,,,,,
61 Ingresos de operaciones de intermediación,118957.64264,86515.02145,74141.28024,29170.26867,3638.91284,12975.39228,9089.5837,38132.7657,70917.0395,6690.37748,8964.02692,14900.72958,17074.33602,491167.37702
6110 Ingresos de operaciones de intermediación,118957.64264,86515.02145,74141.28024,29170.26867,3638.91284,12975.39228,9089.5837,38132.7657,70917.0395,6690.37748,8964.02692,14900.72958,17074.33602,491167.37702
62 Ingresos de otras operaciones,23638.05076,5488.94581,8559.81381,2336.29401,1481.4107,670.5838,270.4399,2940.95796,5245.69431,448.35528,228.77004,383.27295,1363.36328,53055.95261
6210 Ingresos de otras operaciones,23638.05076,5488.94581,8559.81381,2336.29401,1481.4107,670.5838,270.4399,2940.95796,5245.69431,448.35528,228.77004,383.27295,1363.36328,53055.95261
63 Ingresos no operacionales,19110.02318,22762.5482,9602.22241,964.50246,89.34572,219.0323,696.34699,3178.84946,4831.92176,1536.87703,176.8942,331.66401,2922.18581,66422.41353
6310 Ingresos no operacionales,19110.02318,22762.5482,9602.22241,964.50246,89.34572,219.0323,696.34699,3178.84946,4831.92176,1536.87703,176.8942,331.66401,2922.18581,66422.41353
Total ingresos,161705.71658,114766.51546,92303.31646,32471.06514,5209.66926,13865.00838,10056.37059,44252.57312,80994.65557,8675.60979,9369.69116,15615.66654,21359.88511,610645.74316
 ,,,,,,,,,,,,,,
Costos ,,,,,,,,,,,,,,
71 Costos de operaciones de intermediación,60931.02477,63483.68673,47532.49236,15332.2382,277.6002,2882.33199,5032.02965,21144.30063,34985.98389,1950.30066,4504.56723,7808.54681,12279.8833,278144.98642
7110 Captación de recursos,28264.42882,25177.02169,25305.92722,12158.78649,276.27195,2315.54165,4361.19029,13962.26709,20611.63923,705.74579,4156.61878,6728.12483,9702.83397,153726.3978
