Superintendencia del Sistema Financiero,,,,,,,,,,,,,,
Estado de resultados de bancos del sistema financiero,,,,,,,,,,,,,,
Datos al 31 de Enero de 2023,,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A","Citibank N.A., Sucursal El Salvador",Banco de Fomento Agropecuario,"Banco G&T Continental El Salvador, S.A.","Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Atlantida El Salvador, S.A.",Total Instituciones
 ,,,,,,,,,,,,,,
Ingresos,,,,,,,,,,,,,,
61 Ingresos de operaciones de intermediación,37181.23072,26066.61828,22453.56537,9989.13048,883.88145,3266.91814,0,10092.95024,21978.1837,4357.96402,3066.09049,6491.03531,6303.51844,152131.08664
6110 Ingresos de operaciones de intermediación,37181.23072,26066.61828,22453.56537,9989.13048,883.88145,3266.91814,0,10092.95024,21978.1837,4357.96402,3066.09049,6491.03531,6303.51844,152131.08664
62 Ingresos de otras operaciones,6817.36034,1529.90533,2235.51764,341.09357,410.28354,190.73965,0,746.48684,1798.50088,132.92156,76.9169,166.63483,271.32597,14717.68705
6210 Ingresos de otras operaciones,6817.36034,1529.90533,2235.51764,341.09357,410.28354,190.73965,0,746.48684,1798.50088,132.92156,76.9169,166.63483,271.32597,14717.68705
63 Ingresos no operacionales,2152.14326,1367.01444,2131.37454,161.9195,13.64779,177.08375,0,1320.48118,1276.71798,181.3978,8.4661,3.1405,671.47318,9464.86002
6310 Ingresos no operacionales,2152.14326,1367.01444,2131.37454,161.9195,13.64779,177.08375,0,1320.48118,1276.71798,181.3978,8.4661,3.1405,671.47318,9464.86002
Total ingresos,46150.73432,28963.53805,26820.45755,10492.14355,1307.81278,3634.74154,0,12159.91826,25053.40256,4672.28338,3151.47349,6660.81064,7246.31759,176313.63371
 ,,,,,,,,,,,,,,
Costos ,,,,,,,,,,,,,,
71 Costos de operaciones de intermediación,15566.88046,12685.34064,12793.46031,6284.93124,29.00438,588.76636,0,6260.76652,10566.62078,1840.62557,1612.72558,3631.52083,4079.74605,75940.38872
7110 Captación de recursos,10422.65686,8034.57366,8396.60245,4950.9003,28.4723,588.76636,0,3825.03035,5940.76736,572.16704,1564.81151,2802.8535,3549.2121,50676.81379
7120 Saneamiento de activos de intermediación,5144.2236,3935.89461,4396.85786,1334.03094,0.53208,0,0,2435.73617,4625.85342,1268.45853,47.91407,828.66733,527.98097,24546.14958
