Superintendencia del Sistema Financiero,,,,,,,,,,,,,
Estado de resultados de bancos del sistema financiero,,,,,,,,,,,,,
Datos al 30 de Noviembre de 2023,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,
,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A","Citibank N.A., Sucursal El Salvador",Banco de Fomento Agropecuario,"Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Atlantida El Salvador, S.A.",Total Instituciones
 ,,,,,,,,,,,,,
Ingresos,,,,,,,,,,,,,
61 Ingresos de operaciones de intermediación,427900.9541,296250.13491,250676.50226,138198.57062,10891.48104,38308.40134,114915.29029,257196.81362,43678.88807,37892.67192,81913.36993,81014.0877,1778837.1658
6110 Ingresos de operaciones de intermediación,427900.9541,296250.13491,250676.50226,138198.57062,10891.48104,38308.40134,114915.29029,257196.81362,43678.88807,37892.67192,81913.36993,81014.0877,1778837.1658
62 Ingresos de otras operaciones,80418.24584,18145.53941,25791.20677,6363.19955,4180.21449,2079.26019,9598.58981,19190.48804,1351.5454,909.51636,2450.34829,3997.68791,174475.84206
6210 Ingresos de otras operaciones,80418.24584,18145.53941,25791.20677,6363.19955,4180.21449,2079.26019,9598.58981,19190.48804,1351.5454,909.51636,2450.34829,3997.68791,174475.84206
63 Ingresos no operacionales,36298.14066,19647.74615,29258.38585,7334.43078,157.5407,1883.14394,12176.49713,18853.44189,8760.43896,271.89423,338.65852,5978.04712,140958.36593
6310 Ingresos no operacionales,36298.14066,19647.74615,29258.38585,7334.43078,157.5407,1883.14394,12176.49713,18853.44189,8760.43896,271.89423,338.65852,5978.04712,140958.36593
Total ingresos,544617.3406,334043.42047,305726.09488,151896.20095,15229.23623,42270.80547,136690.37723,295240.74355,53790.87243,39074.08251,84702.37674,90989.82273,2094271.37379
 ,,,,,,,,,,,,,
Costos ,,,,,,,,,,,,,
71 Costos de operaciones de intermediación,178569.65416,149312.99861,153091.12352,91681.00963,443.85173,7562.97145,72510.71051,124289.62153,30916.43916,20499.42159,44847.8582,51278.26972,925003.92981
7110 Captación de recursos,118263.8066,94527.22466,96853.34208,76100.55897,443.10027,6464.09739,45582.5255,74844.73121,6646.64529,20143.44151,32828.10428,47017.45859,619715.03635
7120 Saneamiento de activos de intermediación,60305.84756,45285.85241,56237.78144,15580.45066,0.75146,1098.87406,26928.18501,49444.89032,24269.79387,355.98008,12019.75392,4184.1977,295712.35849
