Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Estado de resultados de Bancos del Sistema Financiero,,,,,,,,,,,,,,
Datos al 30 de junio de 2025,,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A",Citibank N.A.,Banco de Fomento Agropecuario,"Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Apoyo Integral, S.A.","Banco Atlántida El Salvador, S.A.",Total Instituciones
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
61 Ingresos financieros,279123.98758,182218.38576,145951.91433,88007.20906,6397.24846,22477.1771,70113.94329,169486.24886,22809.45954,30748.52717,44339.95876,23627.15357,55106.08151,1140407.29499
6110 Ingresos financieros,271096.09201,179019.23756,145950.38233,86621.95867,6397.0946,22477.1771,69793.626,169484.75044,22586.45954,30709.45152,42390.22876,23627.15357,52398.64947,1122552.26157
6111 Ganancia por cambios en el VR de activos financieros y pasivos financieros,3796.75403,0,0,0,0,0,0,0,0,0,0,0,1073.68402,4870.43805
6112 Ganancia por reversión de deterioro de activos financieros,4197.96314,3199.1482,1.532,1385.25039,0,0,320.31729,1.49842,0,39.07565,0,0,1459.27354,10604.05863
6113 Ganancia por venta de inversiones financieras,33.1784,0,0,0,0.15386,0,0,0,223,0,1949.73,0,174.47448,2380.53674
62 Otros ingresos financieros,54931.03035,13850.36955,17800.22021,3099.48269,2621.34034,1344.5951,11749.76499,17674.95148,766.20848,541.3511,1197.43399,1556.7586,4317.37418,131450.88106
6210 Otros ingresos financieros,54931.03035,13850.36955,17800.22021,3099.48269,2621.34034,1344.5951,11749.76499,17674.95148,766.20848,541.3511,1197.43399,1556.7586,4317.37418,131450.88106
63 Ingresos de otras operaciones,15336.52612,11258.9601,13909.33687,5665.1715,196.10082,752.75869,2641.74502,10348.00726,790.61765,114.48915,924.09483,1696.08822,1619.73125,65253.62748
6310 Ingresos de otras operaciones,15336.52612,11258.9601,13909.33687,5665.1715,196.10082,752.75869,2641.74502,10348.00726,790.61765,114.48915,924.09483,1696.08822,1619.73125,65253.62748
Total ingresos,349391.54405,207327.71541,177661.47141,96771.86325,9214.68962,24574.53089,84505.4533,197509.2076,24366.28567,31404.36742,46461.48758,26880.00039,61043.18694,1337111.80353
