Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
Costos ,,,,,,,,,,,,,,
71 Costos financieros,111937.27763,93031.16859,92111.58331,63778.93453,472.51335,4589.27313,46193.5108,81567.27192,11563.8375,18484.778,27726.83362,10239.49341,37989.44599,599685.92178
711 Costos financieros,64591.32143,61370.75983,59980.38302,50104.05901,472.51335,4198.46821,33542.3373,57381.23582,5870.27152,18109.75358,23785.01292,6752.93415,35617.11636,421776.1665
7110 Costos de pasivos financieros,58591.25274,60372.29222,59088.71747,50103.25574,472.51335,4159.19666,32923.20388,57355.60536,5314.3271,18100.40161,23502.15753,6752.93415,35567.11966,412302.97747
7111 Pérdida por cambios en el vr de activos financieros y pasivos financieros,3843.11619,0,0,0,0,0,0,0,0,0,0,0,0,3843.11619
7112 Pérdidas por deterioro de activos financieros,1929.51728,871.63382,857.49121,0,0,39.15627,0,25.3911,0,0,282.85539,0,0,4006.04507
7113 Pérdida por venta de inversiones financieras,5.53205,0,0,0,0,0,0,0,0,0,0,0,0.14576,5.67781
7114 Otros costos financieros,221.90317,126.83379,34.17434,0.80327,0,0.11528,619.13342,0.23936,555.94442,9.35197,0,0,49.85094,1618.34996
7120 Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),47345.9562,29404.57925,32069.86098,13674.87552,0,390.80492,12651.1735,24186.0361,5693.56598,358.25028,3941.8207,3486.55926,2371.00524,175574.48793
713 Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),0,2255.82951,61.33931,0,0,0,0,0,0,16.77414,0,0,1.32439,2335.26735
72 Costos de otras operaciones,41503.25908,1660.71878,15131.77438,1074.13959,1183.10425,671.19657,2905.78959,6870.11867,194.70081,759.80691,903.14729,2610.28456,533.80882,76001.8493
7210 Comisiones de otros servicios,40674.01498,1616.12633,14089.98917,750.1229,1183.089,602.02925,2811.8239,783.8953,194.70081,759.72409,903.14729,2601.23026,488.48994,67458.38322
7211 Pérdidas generadas por entidades registradas bajo el método de la participación,613.10659,29.76521,29.58485,0,0,0,0,0,0,0,0,0,0,672.45665
7212 Pérdidas por operaciones en moneda extranjera,32.25703,2.83688,0,0.00705,0.01525,41.91006,0,6065.21173,0,0.08282,0,0,0,6142.32082
7213 Pérdida por importes ineficaces en operaciones de cobertura,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7214 Pérdida por deterioro de valor de activos,0,0,0,0,0,0.88782,75.07258,0,0,0,0,0,0,75.9604
7215 Pérdida en venta de activos,183.88048,3.484,31.53141,38.66111,0,0,7.10024,1.92425,0,0,0,9.0543,45.31888,320.95467
7299 Costos por explotación de activos,0,8.50636,980.66895,285.34853,0,26.36944,11.79287,19.08739,0,0,0,0,0,1331.77354
Total costos,153440.53671,94691.88737,107243.35769,64853.07412,1655.6176,5260.4697,49099.30039,88437.39059,11758.53831,19244.58491,28629.98091,12849.77797,38523.25481,675687.77108
,,,,,,,,,,,,,,
Gastos ,,,,,,,,,,,,,,
81 Gastos de administración,121766.81762,80376.54571,54401.09986,19573.97083,4076.97247,15302.32461,30982.79419,86053.1929,10539.35755,8139.4783,13086.42397,12082.21238,21017.5739,477398.76429
8110 Gastos de funcionarios y empleados,51306.87417,37036.20211,23868.37512,9144.8616,2277.50317,8538.1659,12317.38779,25550.37256,5414.05234,3761.45289,5921.11388,6780.53521,7895.20987,199812.10661
8120 Gastos generales,33711.11494,22287.78172,21543.41961,7907.73254,1005.97629,3620.88978,13614.3716,37170.41156,4050.74631,2221.70154,4769.35746,3064.73066,9055.46091,164023.69492
8130 Depreciaciones y amortizaciones,18989.02277,12703.42044,3927.59966,1575.57065,361.28729,1664.68407,3093.82077,6160.84681,852.95927,1339.3805,2038.28764,1346.01188,3410.32309,57463.21484
8140 Provisiones,0,458.28593,1830.36511,0,0,0,34.40188,10928.40957,0,0,139.95305,0,100.68626,13492.1018
8150 Gasto por impuesto sobre las ganancias,17759.80574,7890.85551,3231.34036,945.80604,432.20572,1478.58486,1922.81215,6243.1524,221.59963,816.94337,217.71194,890.93463,555.89377,42607.64612
Total gastos,121766.81762,80376.54571,54401.09986,19573.97083,4076.97247,15302.32461,30982.79419,86053.1929,10539.35755,8139.4783,13086.42397,12082.21238,21017.5739,477398.76429
,,,,,,,,,,,,,,
Total costos y gastos,275207.35433,175068.43308,161644.45755,84427.04495,5732.59007,20562.79431,80082.09458,174490.58349,22297.89586,27384.06321,41716.40488,24931.99035,59540.82871,1153086.53537
,,,,,,,,,,,,,,
Utilidad ó pérdida,74184.18972,32259.28233,16017.01386,12344.8183,3482.09955,4011.73658,4423.35871999999,23018.62411,2068.38981,4020.30421,4745.0827,1948.01004,1502.35823,184025.26816
