Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
7113 Pérdida por venta de inversiones financieras,5.53205,0,0,0,0,0,0,0,0,0,0,0,0.14576,5.67781
7114 Otros costos financieros,198.0807,86.3394,16.80544,0.80327,0,0,610.99092,0.21796,479.37243,4.58303,0,0,41.43265,1438.6258
7120 Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),40276.04495,24792.12072,25320.06006,12155.24109,0,384.80419,10597.86626,20249.37711,5093.41618,322.07194,3359.26391,2886.61494,1926.48513,147363.36648
713 Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),0,1882.95717,38.6817,0,0,0,0,0,0,3.15364,0,0,1.32439,1926.1169
72 Costos de otras operaciones,34674.18042,1403.60579,12626.86011,762.74746,927.60689,546.25477,2412.35799,5676.6923,161.60462,628.87911,766.77933,2207.10043,469.40638,63264.0756
7210 Comisiones de otros servicios,34206.70924,1364.29022,11682.89086,516.99234,927.59164,489.38325,2334.15998,587.33827,161.60462,628.79629,766.77933,2198.54613,424.0875,56289.16967
7211 Pérdidas generadas por entidades registradas bajo el método de la participación,350.42117,26.19326,5.98361,0,0,0,0,0,0,0,0,0,0,382.59804
7212 Pérdidas por operaciones en moneda extranjera,31.6865,1.13195,0,0.00705,0.01525,35.10122,0,5053.02716,0,0.08282,0,0,0,5121.05195
7213 Pérdida por importes ineficaces en operaciones de cobertura,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7214 Pérdida por deterioro de valor de activos,0,0,0,0,0,0.29915,63.2859,0,0,0,0,0,0,63.58505
7215 Pérdida en venta de activos,85.36351,3.484,31.51689,13.79811,0,0,5.35668,18.79212,0,0,0,8.5543,45.31888,212.18449
7299 Costos por explotación de activos,0,8.50636,906.46875,231.94996,0,21.47115,9.55543,17.53475,0,0,0,0,0,1195.4864
Total costos,129475.18116,79104.73138,87909.48442,54529.6664,1366.33467,4411.04462,41104.14647,73905.42111,10110.9386,15914.73238,23798.95923,10721.71769,31992.23055,564344.58868
,,,,,,,,,,,,,,
Gastos ,,,,,,,,,,,,,,
81 Gastos de administración,98258.69832,66992.5426,45812.93134,16333.5248,3309.85661,12730.78713,25918.93901,70930.73948,8746.54963,6698.07628,10930.0869,9987.79008,17628.19422,394278.7164
8110 Gastos de funcionarios y empleados,42401.49594,30798.5916,19876.49268,7649.64599,1858.16161,7126.88471,10284.27039,21198.79753,4453.57829,3115.85807,4917.51959,5634.29245,6572.09771,165887.68656
8120 Gastos generales,26591.70659,18517.48895,18004.17338,6507.66696,834.56038,3003.50687,11264.65029,30584.06321,3393.95575,1830.23914,3961.10861,2481.64903,7522.20792,134496.97708
8130 Depreciaciones y amortizaciones,15934.64555,10601.20235,3267.34712,1319.57289,300.46769,1418.3301,2545.77376,5101.26217,694.48911,1079.14876,1704.52448,1113.75398,2916.29198,47996.80994
8140 Provisiones,0,383.81925,1489.24308,0,0,0,28.89656,8999.57057,0,0,128.91481,0,84.41863,11114.8629
8150 Gasto por impuesto sobre las ganancias,13330.85024,6691.44045,3175.67508,856.63896,316.66693,1182.06545,1795.34801,5047.046,204.52648,672.83031,218.01941,758.09462,533.17798,34782.37992
Total gastos,98258.69832,66992.5426,45812.93134,16333.5248,3309.85661,12730.78713,25918.93901,70930.73948,8746.54963,6698.07628,10930.0869,9987.79008,17628.19422,394278.7164
,,,,,,,,,,,,,,
Total costos y gastos,227733.87948,146097.27398,133722.41576,70863.1912,4676.19128,17141.83175,67023.08548,144836.16059,18857.48823,22612.80866,34729.04613,20709.50777,49620.42477,958623.30508
,,,,,,,,,,,,,,
Utilidad ó pérdida,61266.32338,27113.19032,14593.31125,10477.12674,3162.93407,3195.95471,3812.1993,19029.98886,1544.28163,3309.69373,4077.33245,1696.45654,1281.79695,154560.58993
