Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
81 Gastos de administración,56215.2984,39629.46521,26695.580309999998,9833.2475,2060.5873,7387.17604,15641.19044,43599.60699,5108.52408,3882.24602,6455.61209,5923.73676,10458.016119999998,232890.28725999998
8110 Gastos de funcionarios y empleados,25280.427359999998,18406.8602,11912.484910000001,4629.78222,1128.99468,4010.50063,6136.697480000001,12595.473689999999,2662.03742,1824.16847,2940.45163,3437.69715,3844.35516,98809.931
8120 Gastos generales,15540.224400000001,10985.09249,10138.686529999999,3669.02271,474.20082,1797.33209,6715.72229,18191.55631,2040.4422,1039.29064,2388.8328199999996,1455.75945,4341.33354,78777.49629000001
8130 Depreciaciones y amortizaciones,9281.82635,6363.2912400000005,1956.2591200000002,793.03761,180.93891,821.26896,1508.60948,3074.00648,394.38349,589.3332800000001,1029.29389,656.07227,1798.2758600000002,28446.596940000003
8140 Provisiones,0,250.38862,974.9901600000001,0,0,0,7.92985,5205.843349999999,0,0,98.22059,0,48.92201,6586.29458
8150 Gasto por impuesto sobre las ganancias,6112.82029,3623.83266,1713.15959,741.40496,276.45289,758.07436,1272.23134,4532.72716,11.660969999999999,429.45363000000003,-1.18684,374.20789,425.12955,20269.96845
Total gastos,56215.2984,39629.46521,26695.580309999998,9833.2475,2060.5873,7387.17604,15641.19044,43599.60699,5108.52408,3882.24602,6455.61209,5923.73676,10458.016119999998,232890.28725999998
,,,,,,,,,,,,,,
Total costos y gastos,135048.40937,88893.87658,80015.35168,40927.57835,2819.8951899999997,10113.36326,40170.770520000005,84007.73637,11487.91886,13125.74312,20413.66333,12556.25312,29234.93318,568815.49293
,,,,,,,,,,,,,,
Utilidad ó pérdida,35601.60182,14518.85082,8443.98079,5934.91844,1963.4466599999998,2049.60845,2130.17591,13423.333460000002,701.43786,1974.81131,1755.82173,808.04389,678.4198900000019,89984.45103
