Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Estado de resultados de Bancos del Sistema Financiero,,,,,,,,,,,,,,
Datos al 31 de diciembre de 2025 *,,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A",Citibank N.A.,Banco de Fomento Agropecuario,"Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Apoyo Integral, S.A.","Banco Atlántida El Salvador, S.A.",Total Instituciones
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
61 Ingresos financieros,580542.42018,377410.28044,300287.24947,175971.51622,12775.69822,47066.38424,143035.30788,345630.50597,49544.63048,65943.90233,92717.14888,48646.67576,113908.78578,2353480.50585
6110 Ingresos financieros,563647.90932,368197.35337,299572.42564,173278.75135,12773.41576,47066.38424,142486.65886,345629.55386,46729.98048,65890.00013,86479.60138,48646.67576,106869.26893,2307267.97908
6111 Ganancia por cambios en el VR de activos financieros y pasivos financieros,10156.85459,0,0,0,0,0,0,0,0,0,0,0,3309.55249,13466.40708
6112 Ganancia por reversión de deterioro de activos financieros,6685.65926,9212.92707,8.2792,2692.76487,0,0,548.64902,0.95211,0,43.86144,0,0,3496.07178,22689.16475
6113 Ganancia por venta de inversiones financieras,51.99701,0,706.54463,0,2.28246,0,0,0,2814.65,10.04076,6237.5475,0,233.89258,10056.95494
62 Otros ingresos financieros,117446.03711,26154.1861,37462.46165,6424.22218,5720.65527,2662.53209,25116.22208,35392.87093,1343.88041,1120.06787,2216.32317,3449.91453,9303.86432,273813.23771
6210 Otros ingresos financieros,117446.03711,26154.1861,37462.46165,6424.22218,5720.65527,2662.53209,25116.22208,35392.87093,1343.88041,1120.06787,2216.32317,3449.91453,9303.86432,273813.23771
63 Ingresos de otras operaciones,30255.24794,22486.56551,26095.47155,10830.9538,196.31999,1283.58312,5589.45239,22834.65962,1132.35075,338.91081,2398.34328,3259.9642,11468.03745,138169.86041
6310 Ingresos de otras operaciones,30255.24794,22486.56551,26095.47155,10830.9538,196.31999,1283.58312,5589.45239,22834.65962,1132.35075,338.91081,2398.34328,3259.9642,11468.03745,138169.86041
Total ingresos,728243.70523,426051.03205,363845.18267,193226.6922,18692.67348,51012.49945,173740.98235,403858.03652,52020.86164,67402.88101,97331.81533,55356.55449,134680.68755,2765463.60397
,,,,,,,,,,,,,,
Costos ,,,,,,,,,,,,,,
71 Costos financieros,231184.28705,186782.85897,187832.84565,119380.97177,1213.63262,9303.87977,94124.80226,175675.53925,23861.67446,40487.27105,57233.15329,20524.68145,80817.63424,1228423.23183
711 Costos financieros,129836.92807,127125.77874,123271.82287,101955.5118,1213.63262,8660.74263,67842.13112,115270.9078,13152.36192,39690.41867,48321.95969,13733.09891,72635.03073,862710.32557
7110 Costos de pasivos financieros,117207.20995,125255.29174,121302.44088,101928.1615,1200.65247,8573.21729,67177.98112,115125.74164,11938.59964,39671.71293,47497.22182,13733.09891,72529.61742,843140.94731
7111 Pérdida por cambios en el vr de activos financieros y pasivos financieros,9877.1189,0,0,0,0,0,0,0,0,0,0,0,2.5415,9879.6604
7112 Pérdidas por deterioro de activos financieros,2411.63872,1604.03107,1847.14774,0,0,76.91562,0,144.9054,0,0,616.77387,0,1.54323,6702.95565
7113 Pérdida por venta de inversiones financieras,5.53205,0,0,0,12.98015,0,0,0,0,0,207.964,0,0.14576,226.62196
7114 Otros costos financieros,335.42845,266.45593,122.23425,27.3503,0,10.60972,664.15,0.26076,1213.76228,18.70574,0,0,101.18282,2760.14025
7120 Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),101347.35898,55257.45939,64452.56332,17425.45997,0,643.13714,26282.67114,60404.63145,10709.31254,735.22969,8886.97876,6791.58254,8166.12167,361102.50659
713 Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),0,4399.62084,108.45946,0,0,0,0,0,0,61.62269,24.21484,0,16.48184,4610.39967
72 Costos de otras operaciones,87362.26331,3451.55771,32125.42196,3102.73058,1954.93738,1760.89029,5886.23747,13643.54329,378.7091,1591.78962,2005.70281,5231.41958,1172.39732,159667.60042
7210 Comisiones de otros servicios,86233.24172,3373.03274,30117.07659,1454.80829,1954.92213,1625.79153,5688.18718,1559.08299,378.7091,1589.0021,2005.70281,5214.56348,1081.03779,142275.15845
7211 Pérdidas generadas por entidades registradas bajo el método de la participación,693.3416,41.55248,0,0,0,0,0,0,0,0,0,0,0,734.89408
7212 Pérdidas por operaciones en moneda extranjera,58.14851,5.48385,0,136.64571,0.01525,83.3806,0,11934.7438,0,0.11849,0,0,0.04328,12218.57949
7213 Pérdida por importes ineficaces en operaciones de cobertura,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7214 Pérdida por deterioro de valor de activos,97.57143,10.90162,95.83923,0,0,6.06104,161.93043,2.11147,0,0,0,0,0,374.41522
7215 Pérdida en venta de activos,279.96005,8.484,35.5106,909.51945,0,0,17.20196,108.08059,0,2.66903,0,16.8561,91.31625,1469.59803
7299 Costos por explotación de activos,0,12.10302,1876.99554,601.75713,0,45.65712,18.9179,39.52444,0,0,0,0,0,2594.95515
Total costos,318546.55036,190234.41668,219958.26761,122483.70235,3168.57,11064.77006,100011.03973,189319.08254,24240.38356,42079.06067,59238.8561,25756.10103,81990.03156,1388090.83225
,,,,,,,,,,,,,,
Gastos ,,,,,,,,,,,,,,
81 Gastos de administración,256504.87701,165511.26904,111935.52452,39529.02984,8795.62147,31818.00458,63701.23431,174689.33385,22273.61861,16720.77886,27802.0676,24391.82407,46263.15195,989936.33571
8110 Gastos de funcionarios y empleados,106142.40685,74766.84547,48773.01728,18524.39696,4841.06682,17322.01924,24452.04582,52400.15475,11308.72588,7976.541,11924.90418,12999.96666,17738.29658,409170.38749
8120 Gastos generales,73414.36245,47157.85632,45215.69651,16031.63957,2159.688,7919.7295,29017.82864,78062.54787,8608.70722,4439.57639,10091.6371,6512.43828,20857.98959,349489.69744
8130 Depreciaciones y amortizaciones,42604.90777,26041.50192,7929.70979,3128.35247,704.66358,3574.57944,6457.47222,12820.53703,1943.97268,2974.76752,3768.61669,2619.26681,6730.89866,121299.24658
8140 Provisiones,25.16158,973.33831,3837.62991,0,0,0,0,23602.56541,0,0,1047.91553,0,189.83804,29676.44878
8150 Gasto por impuesto sobre las ganancias,34318.03836,16571.72702,6179.47103,1844.64084,1090.20307,3001.6764,3773.88763,7803.52879,412.21283,1329.89395,968.9941,2260.15232,746.12908,80300.55542
