Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Total gastos,256504.87701,165511.26904,111935.52452,39529.02984,8795.62147,31818.00458,63701.23431,174689.33385,22273.61861,16720.77886,27802.0676,24391.82407,46263.15195,989936.33571
,,,,,,,,,,,,,,
Total costos y gastos,575051.42737,355745.68572,331893.79213,162012.73219,11964.19147,42882.77464,163712.27404,364008.41639,46514.00217,58799.83953,87040.9237,50147.9251,128253.18351,2378027.16796
,,,,,,,,,,,,,,
Utilidad ó pérdida,153192.27786,70305.34633,31951.39054,31213.96001,6728.48201,8129.72481,10028.70831,39849.62013,5506.85947,8603.04148,10290.89163,5208.62939,6427.50404000001,387436.43601
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"* Actualizados por reenvío de Banco Atlántida El Salvador, S.A.",,,,,,,,,,,,,,
