Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
7212 Pérdidas por operaciones en moneda extranjera,38.23994,4.9931,0,52.34521,0.01525,62.20368,0,9212.3072,0,0.11639,0,0,0,9370.22077
7213 Pérdida por importes ineficaces en operaciones de cobertura,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7214 Pérdida por deterioro de valor de activos,87.97143,10,0,0,0,0.88782,114.00047,1.61772,0,0,0,0,0,214.47744
7215 Pérdida en venta de activos,261.51842,3.484,35.18049,715.43057,0,0,17.20196,79.64142,0,2.66903,0,10.8561,68.28384,1194.26583
7299 Costos por explotación de activos,0,8.50636,1349.8466,428.56681,0,33.1496,16.21309,28.46957,0,0,0,0,0,1864.75203
Total costos,231899.72822,143132.48204,163831.93631,100680.84562,2519.14857,8026.88156,74085.95644,141581.28422,17542.8592,30144.62954,43457.01217,19280.87605,62504.21117,1038687.85111
,,,,,,,,,,,,,,
Gastos ,,,,,,,,,,,,,,
81 Gastos de administración,186977.85515,122136.68049,81476.20253,29288.10322,6283.76848,23035.8124,46938.02414,129798.30485,16048.07284,12382.80927,20634.93213,17985.75101,32434.19138,725420.50789
8110 Gastos de funcionarios y empleados,78426.94345,55927.27857,36170.99984,13966.5701,3510.6133,12771.2041,18336.37188,39705.81641,8300.63483,5751.35086,8966.14453,9858.57414,12298.79796,303991.29997
8120 Gastos generales,52448.44148,34266.42159,32103.05144,11789.68206,1476.61537,5482.47573,21050.57479,57895.92827,6113.79788,3268.5003,7271.44399,4620.01274,14294.13739,252081.08303
8130 Depreciaciones y amortizaciones,28784.26409,19114.47647,5940.49732,2359.4416,541.53295,2554.13059,4743.61627,9322.50641,1372.26182,2148.41732,2926.27192,1950.99731,5064.75098,86823.16505
8140 Provisiones,222.22679,687.97588,2789.25148,0,0,0,45.91414,16483.44831,0,0,1003.35975,0,139.83265,21372.009
8150 Gasto por impuesto sobre las ganancias,27095.97934,12140.52798,4472.40245,1172.40946,755.00686,2228.00198,2761.54706,6390.60545,261.37831,1214.54079,467.71194,1556.16682,636.6724,61152.95084
Total gastos,186977.85515,122136.68049,81476.20253,29288.10322,6283.76848,23035.8124,46938.02414,129798.30485,16048.07284,12382.80927,20634.93213,17985.75101,32434.19138,725420.50789
,,,,,,,,,,,,,,
Total costos y gastos,418877.58337,265269.16253,245308.13884,129968.94884,8802.91705,31062.69396,121023.98058,271379.58907,33590.93204,42527.43881,64091.9443,37266.62706,94938.40255,1764108.359
,,,,,,,,,,,,,,
Utilidad ó pérdida,114651.97681,50693.14845,23606.753,17162.15255,5314.06898,6037.93842000001,7294.56098,26553.2561,3846.44595,6287.73215,7372.64193,3615.17933,5543.17426999999,277979.02892
