Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
7211 Pérdidas generadas por entidades registradas bajo el método de la participación,305.56007,19.60689,5.98361,0,0,0,0,0,0,0,0,0,0,331.15057
7212 Pérdidas por operaciones en moneda extranjera,31.605400000000003,0.76382,0,0.00705,0.01525,27.5143,0,4049.94852,0,0.0023799999999999997,0,0,0,4109.85672
7213 Pérdida por importes ineficaces en operaciones de cobertura,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7214 Pérdida por deterioro de valor de activos,0,0,0,0,0,0.29914999999999997,51.49922,23.380959999999998,0,0,0,0,0,75.17933000000001
7215 Pérdida en venta de activos,85.36350999999999,3.484,23.587919999999997,13.798110000000001,0,0,5.35668,16.86787,0,0,0,8.5543,13.77054,170.78293
7299 Costos por explotación de activos,0,12.48941,743.52458,166.48935,0,18.399669999999997,7.884399999999999,9.02267,0,0,0,0,0,957.81008
Total costos,106644.83795,63986.849740000005,68600.78649,42818.124090000005,1028.63963,3519.57102,32616.98374,57758.6066,8174.2842,12501.918810000001,18828.80166,8717.62726,25452.48371,450649.51489999995
,,,,,,,,,,,,,,
Gastos ,,,,,,,,,,,,,,
81 Gastos de administración,76848.58958,53467.95021,37029.95818,12660.73089,2734.76762,10199.47774,20853.79994,57104.49124,6896.590480000001,5308.36707,8660.12892,7896.51038,13928.44991,313589.81216000003
8110 Gastos de funcionarios y empleados,33854.35808,24714.18423,15930.63032,6143.28738,1482.22405,5714.74237,8210.01892,16807.69934,3537.4297,2474.48525,3922.90977,4521.863,5137.28396,132451.11637
8120 Gastos generales,21263.57052,14864.45792,14297.869970000002,5003.45007,689.38474,2387.0248199999996,9043.038970000001,24279.51219,2717.03564,1496.2979599999999,3163.07799,1968.75868,5939.152440000001,107112.63191
8130 Depreciaciones y amortizaciones,12492.81469,8460.123160000001,2612.831,1056.90156,240.70325,1110.22472,2019.68612,4125.81253,539.54748,809.50801,1369.23475,882.73391,2355.81828,38075.93946
8140 Provisiones,0,317.6396,1180.7425600000001,0,0,0,21.91114,7061.16152,0,0,111.54214999999999,0,66.32842,8759.32539
8150 Gasto por impuesto sobre las ganancias,9237.84629,5111.5453,3007.88433,457.09188,322.45558,987.48583,1559.14479,4830.30566,102.57766000000001,528.07585,93.36426,523.1547899999999,429.86681,27190.799030000002
Total gastos,76848.58958,53467.95021,37029.95818,12660.73089,2734.76762,10199.47774,20853.79994,57104.49124,6896.590480000001,5308.36707,8660.12892,7896.51038,13928.44991,313589.81216000003
,,,,,,,,,,,,,,
Total costos y gastos,183493.42753000002,117454.79995,105630.74467,55478.85498,3763.40725,13719.04876,53470.78368,114863.09784,15070.874679999999,17810.28588,27488.930579999997,16614.13764,39380.933619999996,764239.3270599999
,,,,,,,,,,,,,,
Utilidad ó pérdida,45242.410579999996,20829.90851,12645.863519999999,7141.77352,2533.30601,2669.8691,3005.1748,15652.65214,1080.98464,2606.9186099999997,2788.1104,1104.13124,896.661370000001,118197.76444
