Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Estado de resultados de Bancos del Sistema Financiero,,,,,,,,,,,,,,
Datos al 28 de febrero de 2025,,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A",Citibank N.A.,Banco de Fomento Agropecuario,"Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Apoyo Integral, S.A.","Banco Atlántida El Salvador, S.A.",Total Instituciones
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
61 Ingresos financieros,89653.91117,57952.995780000005,48420.54928,28879.49234,2238.38015,7124.22583,23034.74052,54290.795170000005,7406.24798,9579.45389,14056.25728,7612.91158,17730.45043,367980.4114
6110 Ingresos financieros,86916.01692,57750.139579999995,48420.54928,28521.40537,2238.3381,7124.22583,22822.99782,54290.795170000005,7183.24798,9546.82172,13232.573279999999,7612.91158,16656.97953,362317.00216000003
6111 Ganancia por cambios en el VR de activos financieros y pasivos financieros,1319.2193200000002,0,0,0,0,0,0,0,0,0,0,0,384.18685,1703.40617
6112 Ganancia por reversión de deterioro de activos financieros,1397.53044,202.8562,0,358.08696999999995,0,0,211.7427,0,0,32.632169999999995,0,0,514.80957,2717.65805
6113 Ganancia por venta de inversiones financieras,21.14449,0,0,0,0.04205,0,0,0,223,0,823.684,0,174.47448,1242.34502
62 Otros ingresos financieros,17907.12804,3750.44465,5739.8617300000005,920.48391,949.57131,333.38689,3805.11181,5691.68199,243.13248000000002,185.44884,577.0675200000001,478.59263,1445.82133,42027.73313
6210 Otros ingresos financieros,17907.12804,3750.44465,5739.8617300000005,920.48391,949.57131,333.38689,3805.11181,5691.68199,243.13248000000002,185.44884,577.0675200000001,478.59263,1445.82133,42027.73313
63 Ingresos de otras operaciones,5457.13713,3409.9554,3875.18306,883.88692,193.01617000000002,573.15187,1250.40021,3107.4481499999997,520.34774,0.11323,155.00982000000002,736.9488100000001,808.2615699999999,20970.86008
