Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Estado de resultados de Bancos del Sistema Financiero,,,,,,,,,,,,,,
Datos al 31 de enero de 2025,,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A",Citibank N.A.,Banco de Fomento Agropecuario,"Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Apoyo Integral, S.A.","Banco Atlántida El Salvador, S.A.",Total Instituciones
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
61 Ingresos financieros,46171.54406,30141.075,25079.35239,14618.25995,1272.0901000000001,3624.67141,12034.83025,28281.13974,3727.89452,4889.66419,6996.964599999999,4001.97166,9178.11932,190017.57719
6110 Ingresos financieros,44742.391950000005,30138.218940000002,25079.35239,14549.55877,1272.0901000000001,3624.67141,11874.95184,28281.13974,3727.89452,4883.54825,6782.0881,4001.97166,8656.03109,187613.90876
6111 Ganancia por cambios en el VR de activos financieros y pasivos financieros,796.94049,0,0,0,0,0,0,0,0,0,0,0,165.21723,962.1577199999999
6112 Ganancia por reversión de deterioro de activos financieros,614.04529,2.85606,0,68.70118,0,0,159.87841,0,0,6.115939999999999,0,0,182.39651999999998,1033.9934
6113 Ganancia por venta de inversiones financieras,18.166330000000002,0,0,0,0,0,0,0,0,0,214.8765,0,174.47448,407.51731
62 Otros ingresos financieros,8578.688199999999,1977.8323300000002,2951.2435699999996,477.19921,424.15416,169.89117000000002,1870.4768700000002,2946.38956,72.24874000000001,85.64173,424.064,236.12406,806.15355,21020.10715
6210 Otros ingresos financieros,8578.688199999999,1977.8323300000002,2951.2435699999996,477.19921,424.15416,169.89117000000002,1870.4768700000002,2946.38956,72.24874000000001,85.64173,424.064,236.12406,806.15355,21020.10715
63 Ingresos de otras operaciones,3270.60196,2180.67332,2040.6879299999998,267.03901,193.01589,225.29618,248.70899,1606.63205,216.23301,0,75.61141,382.59578000000005,471.61245,11178.707980000001
6310 Ingresos de otras operaciones,3270.60196,2180.67332,2040.6879299999998,267.03901,193.01589,225.29618,248.70899,1606.63205,216.23301,0,75.61141,382.59578000000005,471.61245,11178.707980000001
Total ingresos,58020.83422,34299.580649999996,30071.28389,15362.49817,1889.2601499999998,4019.8587599999996,14154.016109999999,32834.16135,4016.37627,4975.30592,7496.64001,4620.6915,10455.88532,222216.39231999998
,,,,,,,,,,,,,,
Costos ,,,,,,,,,,,,,,
71 Costos financieros,18754.45776,15698.40352,16104.59887,10459.49306,144.26169000000002,856.22722,8044.1681100000005,17188.231050000002,2175.85791,2920.75688,4586.828769999999,1863.94329,6247.994559999999,105045.22269
711 Costos financieros,10734.59227,10214.703140000001,10483.48741,8526.24302,144.26169000000002,699.02876,5709.87158,10255.31515,944.0729399999999,2889.50364,3762.90226,1137.85731,5924.55693,71426.3961
7110 Costos de pasivos financieros,9894.4702,10048.31975,10395.05335,8526.24302,144.26169000000002,692.34676,5627.87158,10254.99565,871.50464,2888.24602,3746.3341299999997,1137.85731,5916.438099999999,70143.9422
7111 Pérdida por cambios en el vr de activos financieros y pasivos financieros,714.0597700000001,0,0,0,0,0,0,0,0,0,0,0,0,714.0597700000001
7112 Pérdidas por deterioro de activos financieros,116.26636,147.42837,88.42004,0,0,6.682,0,0.2731,0,0,16.56813,0,0,375.638
7113 Pérdida por venta de inversiones financieras,4.9656199999999995,0,0,0,0,0,0,0,0,0,0,0,0,4.9656199999999995
7114 Otros costos financieros,4.8303199999999995,18.95502,0.01402,0,0,0,82,0.0464,72.56830000000001,1.25762,0,0,8.118829999999999,187.79051
7120 Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),8019.86549,4984.665150000001,5621.11146,1933.2500400000001,0,157.19845999999998,2334.2965299999996,6932.9159,1231.78497,29.45509,823.92651,726.08598,322.39652,33116.9521
713 Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),0,499.03522999999996,0,0,0,0,0,0,0,1.7981500000000001,0,0,1.04111,501.87449
72 Costos de otras operaciones,7016.75083,292.05769,2963.01665,138.96922,119.41285,56.222910000000006,401.35535999999996,1114.86859,31.12073,124.55871,165.39036,486.42654,84.31963999999999,12994.470080000001
7210 Comisiones de otros servicios,6861.23968,284.28371000000004,2391.11334,97.79773,119.41285,47.84205,384.18485999999996,128.71444,31.12073,124.55871,165.39036,484.22853999999995,81.35189,11201.23889
7211 Pérdidas generadas por entidades registradas bajo el método de la participación,111.03636999999999,6.71952,0,0,0,0,0,0,0,0,0,0,0,117.75589
7212 Pérdidas por operaciones en moneda extranjera,0.63549,0.32045999999999997,0,0,0,8.27971,0,980.52638,0,0,0,0,0,989.7620400000001
