Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Estado de resultados de Bancos del Sistema Financiero,,,,,,,,,,,,,,
Datos al 31 de Agosto de 2025,,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A",Citibank N.A.,Banco de Fomento Agropecuario,"Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Apoyo Integral, S.A.","Banco Atlántida El Salvador, S.A.",Total Instituciones
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
61 Ingresos financieros,377132.86685,248797.08621,196680.79004,117242.20267,8699.26314,30141.37683,94338.95486,227452.25097,31007.96488,42047.54563,59942.40645,31893.77143,74811.03853,1540187.51849
6110 Ingresos financieros,367020.92929,242231.66139,196672.51084,115509.70616,8698.99747,30141.37683,93905.08573,227452.02649,30759.96488,42006.34746,57602.67645,31893.77143,70320.13079,1514215.18521
6111 Ganancia por cambios en el VR de activos financieros y pasivos financieros,5323.8967,0,0,0,0,0,0,0,0,0,0,0,1366.8786,6690.7753
6112 Ganancia por reversión de deterioro de activos financieros,4748.52054,6565.42482,8.2792,1732.49651,0,0,433.86913,0.22448,0,41.19817,0,0,2949.55466,16479.56751
6113 Ganancia por venta de inversiones financieras,39.52032,0,0,0,0.26567,0,0,0,248,0,2339.73,0,174.47448,2801.99047
62 Otros ingresos financieros,75945.74817,17795.81798,23924.45536,4183.70295,3773.15521,1781.41921,15917.39327,23810.48996,947.05303,732.16901,1502.7269,2183.63751,5356.80788,177854.57644
6210 Otros ingresos financieros,75945.74817,17795.81798,23924.45536,4183.70295,3773.15521,1781.41921,15917.39327,23810.48996,947.05303,732.16901,1502.7269,2183.63751,5356.80788,177854.57644
63 Ingresos de otras operaciones,19242.83226,14819.58989,18005.61139,8972.37964,196.10123,937.85173,3697.15557,13521.76261,851.25192,115.54704,2279.69243,2211.56008,10090.55573,94941.89152
6310 Ingresos de otras operaciones,19242.83226,14819.58989,18005.61139,8972.37964,196.10123,937.85173,3697.15557,13521.76261,851.25192,115.54704,2279.69243,2211.56008,10090.55573,94941.89152
Total ingresos,472321.44728,281412.49408,238610.85679,130398.28526,12668.51958,32860.64777,113953.5037,264784.50354,32806.26983,42895.26168,63724.82578,36288.96902,90258.40214,1812983.98645
,,,,,,,,,,,,,,
Costos ,,,,,,,,,,,,,,
71 Costos financieros,148170.50767,125729.4244,124418.67163,86748.52835,617.223,6063.55744,62185.47151,116198.95423,15328.87485,25405.33559,37545.45611,13802.61829,55586.89639,817801.51946
711 Costos financieros,84110.84215,83367.37677,80890.37898,67729.39919,617.223,5672.75252,44996.58747,77244.93323,8136.61581,24916.73451,32251.43348,9077.83944,47990.89327,567003.00982
7110 Costos de pasivos financieros,76479.93297,82153.90988,79779.5658,67725.27489,617.223,5619.35647,44356.13342,77211.14663,7384.48536,24902.79861,31701.41152,9077.83944,47923.98066,554933.05865
7111 Pérdida por cambios en el vr de activos financieros y pasivos financieros,5133.06416,0,0,0,0,0,0,0,0,0,0,0,0,5133.06416
7112 Pérdidas por deterioro de activos financieros,2199.24675,1042.98105,1059.07784,0,0,51.6236,0,33.54724,0,0,388.02196,0,0,4774.49844
7113 Pérdida por venta de inversiones financieras,5.53205,0,0,0,0,0,0,0,0,0,162,0,0.14576,167.67781
7114 Otros costos financieros,293.06622,170.48584,51.73534,4.1243,0,1.77245,640.45405,0.23936,752.13045,13.9359,0,0,66.76685,1994.71076
7120 Constitución de estimaciones de pérdida por  saneamiento de activos de riesgo crediticio (arc),64059.66552,39414.56773,43449.03903,19019.12916,0,390.80492,17188.88404,38954.021,7192.25904,466.42248,5294.02263,4724.77885,7594.15505,247747.74945
713 Constitución de estimaciones de pérdida por castigos  de activos de riesgo crediticio (arc),0,2947.4799,79.25362,0,0,0,0,0,0,22.1786,0,0,1.84807,3050.76019
72 Costos de otras operaciones,56309.69279,2208.84326,20565.22551,1940.31752,1555.21931,1005.07104,3930.64723,9352.56793,249.88596,1038.212,1232.45493,3396.01903,727.3939,103511.55041
7210 Comisiones de otros servicios,55174.07144,2161.86034,19327.22339,948.78312,1555.20406,918.11936,3798.70105,1022.88377,249.88596,1035.42889,1232.45493,3386.66293,680.8502,91492.12944
7211 Pérdidas generadas por entidades registradas bajo el método de la participación,748.48733,30.24133,29.58485,0,0,0,0,0,0,0,0,0,0,808.31351
7212 Pérdidas por operaciones en moneda extranjera,38.17549,4.75123,0,52.34521,0.01525,55.59488,0,8278.64859,0,0.11408,0,0,0,8429.64473
7213 Pérdida por importes ineficaces en operaciones de cobertura,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7214 Pérdida por deterioro de valor de activos,87.97143,0,0,0,0,0.88782,100.3798,1.61772,0,0,0,0,0,190.85677
7215 Pérdida en venta de activos,260.9871,3.484,35.16189,553.64805,0,0,17.10739,25.06444,0,2.66903,0,9.3561,46.5437,954.0217
7299 Costos por explotación de activos,0,8.50636,1173.25538,385.54114,0,30.46898,14.45899,24.35341,0,0,0,0,0,1636.58426
Total costos,204480.20046,127938.26766,144983.89714,88688.84587,2172.44231,7068.62848,66116.11874,125551.52216,15578.76081,26443.54759,38777.91104,17198.63732,56314.29029,921313.06987
,,,,,,,,,,,,,,
Gastos ,,,,,,,,,,,,,,
81 Gastos de administración,166226.44914,108592.75256,72262.80125,26048.80138,5554.71589,20418.29888,41570.8018,114950.10489,14282.28856,10909.72417,18289.96609,16010.38352,28628.4834,643745.57153
8110 Gastos de funcionarios y empleados,69538.99146,49703.68875,31982.61824,12399.06094,3078.61473,11324.48261,16316.69308,35533.32939,7377.20488,5078.32393,7922.913,8820.7728,10967.46258,270044.15639
8120 Gastos generales,46478.78624,30535.19099,28335.03589,10454.25358,1309.6953,4854.54416,18639.16557,50908.65283,5413.90201,2867.19417,6401.10601,4102.20544,12411.79403,222711.52622
8130 Depreciaciones y amortizaciones,25883.25338,16972.5801,5265.72945,2103.05605,481.57066,2256.93982,4167.19123,8267.07495,1192.62237,1877.84006,2641.60751,1744.4008,4512.39482,77366.2612
8140 Provisiones,220.46743,605.0159,2469.14896,0,0,0,41.41414,14606.52616,0,0,981.62763,0,126.14898,19050.3492
8150 Gasto por impuesto sobre las ganancias,24104.95063,10776.27682,4210.26871,1092.43081,684.8352,1982.33229,2406.33778,5634.52156,298.5593,1086.36601,342.71194,1343.00448,610.68299,54573.27852
Total gastos,166226.44914,108592.75256,72262.80125,26048.80138,5554.71589,20418.29888,41570.8018,114950.10489,14282.28856,10909.72417,18289.96609,16010.38352,28628.4834,643745.57153
,,,,,,,,,,,,,,
Total costos y gastos,370706.6496,236531.02022,217246.69839,114737.64725,7727.1582,27486.92736,107686.92054,240501.62705,29861.04937,37353.27176,57067.87713,33209.02084,84942.77369,1565058.6414
,,,,,,,,,,,,,,
Utilidad ó pérdida,101614.79768,44881.47386,21364.1584,15660.63801,4941.36138,5373.72041,6266.58316,24282.87649,2945.22046,5541.98992,6656.94865,3079.94818,5315.62845,247925.34505
