Superintendencia del Sistema Financiero,,,,,,,,,,,,,
Estado de resultados de bancos del sistema financiero,,,,,,,,,,,,,
Datos al 31 de Diciembre de 2022,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,
,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A","Citibank N.A., Sucursal El Salvador",Banco de Fomento Agropecuario,"Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Atlantida El Salvador, S.A.",Total Instituciones
 ,,,,,,,,,,,,,
Ingresos,,,,,,,,,,,,,
61 Ingresos de operaciones de intermediación,441262.21524,286302.22639,244651.81503,116847.07975,7382.81762,39816.68226,114704.73334,241041.60869,40991.73149,30428.89106,60813.17248,65514.31955,1689757.2929
6110 Ingresos de operaciones de intermediación,441262.21524,286302.22639,244651.81503,116847.07975,7382.81762,39816.68226,114704.73334,241041.60869,40991.73149,30428.89106,60813.17248,65514.31955,1689757.2929
62 Ingresos de otras operaciones,83815.64776,20366.02458,27942.81527,4213.61004,6520.48557,2422.72253,10384.06257,19898.44333,1957.37084,954.47803,2577.71738,5449.81439,186503.19229
6210 Ingresos de otras operaciones,83815.64776,20366.02458,27942.81527,4213.61004,6520.48557,2422.72253,10384.06257,19898.44333,1957.37084,954.47803,2577.71738,5449.81439,186503.19229
63 Ingresos no operacionales,35804.57283,31351.57779,30252.11002,5263.29865,201.42007,1279.67521,22949.78164,18195.78625,2131.95694,667.60306,3883.83108,9057.40374,161039.01728
6310 Ingresos no operacionales,35804.57283,31351.57779,30252.11002,5263.29865,201.42007,1279.67521,22949.78164,18195.78625,2131.95694,667.60306,3883.83108,9057.40374,161039.01728
Total ingresos,560882.43583,338019.82876,302846.74032,126323.98844,14104.72326,43519.08,148038.57755,279135.83827,45081.05927,32050.97215,67274.72094,80021.53768,2037299.50247
 ,,,,,,,,,,,,,
Costos ,,,,,,,,,,,,,
71 Costos de operaciones de intermediación,172606.99474,135110.12966,134101.32796,66178.6492,612.61013,6924.34364,79167.56602,102813.34375,17889.11836,14514.46975,36468.38601,46396.44126,812783.38048
7110 Captación de recursos,120571.979,83159.48695,86211.3223,51177.82953,536.37969,6651.86314,42336.27434,62249.44028,5328.55081,13699.39885,27381.79411,35833.92792,535138.24692
7120 Saneamiento de activos de intermediación,52035.01574,38256.31158,47890.00566,14909.92365,76.23044,272.4805,36831.29168,40563.90347,12560.56755,815.0709,9076.98002,10384.18486,263671.96605
