Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
Estado de resultados de bancos del sistema financiero,,,,,,,,,,,,,
Datos al 31 de Agosto de 2022,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,
,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A","Citibank N.A., Sucursal El Salvador",Banco de Fomento Agropecuario,"Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Atlantida El Salvador, S.A.",Total Instituciones
 ,,,,,,,,,,,,,
Ingresos,,,,,,,,,,,,,
61 Ingresos de operaciones de intermediación,287901.06646,186490.53296,159320.17295,76369.11583,4531.98715,26170.64668,75736.22293,155384.01345,26621.16655,19030.07632,36454.04411,42163.61966,1096172.66505
6110 Ingresos de operaciones de intermediación,287901.06646,186490.53296,159320.17295,76369.11583,4531.98715,26170.64668,75736.22293,155384.01345,26621.16655,19030.07632,36454.04411,42163.61966,1096172.66505
62 Ingresos de otras operaciones,54649.04821,13993.37605,17905.60728,2521.50819,3664.45066,1724.39275,6391.04714,13024.91233,1309.91695,604.99355,1716.50191,3382.65873,120888.41375
6210 Ingresos de otras operaciones,54649.04821,13993.37605,17905.60728,2521.50819,3664.45066,1724.39275,6391.04714,13024.91233,1309.91695,604.99355,1716.50191,3382.65873,120888.41375
63 Ingresos no operacionales,21782.73461,24127.38278,20326.00368,2488.4078,114.9057,793.22565,15653.04419,11626.74805,1399.55056,375.69407,73.43254,7440.57666,106201.70629
6310 Ingresos no operacionales,21782.73461,24127.38278,20326.00368,2488.4078,114.9057,793.22565,15653.04419,11626.74805,1399.55056,375.69407,73.43254,7440.57666,106201.70629
Total ingresos,364332.84928,224611.29179,197551.78391,81379.03182,8311.34351,28688.26508,97780.31426,180035.67383,29330.63406,20010.76394,38243.97856,52986.85505,1323262.78509
 ,,,,,,,,,,,,,
Costos ,,,,,,,,,,,,,
71 Costos de operaciones de intermediación,107222.59245,85639.1189,88291.91126,42107.73892,385.29631,4410.8054,52354.60235,67821.17804,11332.23244,8923.9405,22181.37641,29470.49587,520141.28885
7110 Captación de recursos,77504.3301,52217.57409,54630.20654,32872.75944,381.69379,4373.39906,27388.2465,39506.47648,3187.76989,8298.35398,16612.52708,23022.54845,339995.8854
7120 Saneamiento de activos de intermediación,29718.26235,24393.54763,33661.70472,9145.19692,3.60252,37.40634,24966.35585,28314.70156,8144.46255,625.58652,5559.23745,6271.20458,170841.26899
7130 Castigos de activos de intermediación,0,9027.99718,0,89.78256,0,0,0,0,0,0,9.61188,176.74284,9304.13446
72 Costos de otras operaciones,37446.32457,2178.57683,15345.45148,1174.68354,1305.69054,810.74488,3077.65306,1015.78296,444.62383,972.50383,1227.64493,143.07279,65142.75324
7210 Operaciones en moneda extranjera,361.868,10.81536,27.77183,119.61756,9e-05,54.18867,0,289.74657,0,0.0068,0,0,864.01488
