Superintendencia del Sistema Financiero,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
7260 Castigos de contingencias,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total costos,104164.00939,64832.88843,75998.80227,31684.46834,1214.4392,3853.3036,6234.70915,40005.81304,49026.53652,8417.18099,7001.83073,16086.52265,22959.83791,431480.34222
 ,,,,,,,,,,,,,,
Gastos ,,,,,,,,,,,,,,
81 Gastos de operación,78255.43072,61782.58228,40787.54996,15374.87462,4026.02309,12393.94106,4809.82197,23771.48373,54677.1892,10651.48195,3995.58736,8675.85044,13225.89641,332427.71279
8110 Gastos de funcionarios y empleados,37714.75897,31791.01705,20389.81153,8011.64647,2581.10025,7772.30103,2254.03577,10871.06162,19448.21154,5194.39864,2147.67452,3855.11766,5742.93169,157774.06674
8120 Gastos generales,31430.20099,22448.1902,17738.43119,6306.26758,1320.61739,3363.30171,1823.71206,10929.08988,31546.41911,4597.18357,1537.13467,3781.80971,6219.89821,143042.25627
8130 depreciaciones y amortizaciones,9110.47076,7543.37503,2659.30724,1056.96057,124.30545,1258.33832,732.07414,1971.33223,3682.55855,859.89974,310.77817,1038.92307,1263.06651,31611.38978
82 Gastos no operacionales,9471.2184,461.48538,1330.72246,1109.836,22.25892,693.48231,143.67139,3914.75085,990.73648,34.50266,0.13952,151.46025,2260.06446,20584.32908
8210 Gastos de ejercicios anteriores,1860.43381,97.7506,188.63022,72.90604,21.75669,421.12134,101.38143,262.23215,26.48102,34.50266,0,0,69.62227,3156.81823
8220 Perdidas en venta de activos,332.53796,203.63735,479.32512,177.96821,0.50223,0,0,1019.74539,160.42337,0,0.13952,0,335.01994,2709.29909
8230 Gastos por explotacion de activos,0,42.6192,98.40443,156.92595,0,9.6632,0,0,32.54694,0,0,3.3448,0,343.50452
8240 Castigos de bienes recibidos en pago o adjudicados,681.79147,50.49846,502.08216,639.98213,0,262.69775,42.28996,1094.14788,305.89273,0,0,147.02636,261.41171,3987.82061
8250 Gastos por diferencias temporarias de impuestos sobre las ganancias,6275.09182,0,0,0,0,0,0,1387.64836,374.46342,0,0,0,1586.78135,9623.98495
8260 Perdidas por contingencias,0,0,0,0,0,0,0,0,90.929,0,0,1.08909,0,92.01809
8270 Otros,321.36334,66.97977,62.28053,62.05367,0,2e-05,0,150.97707,0,0,0,0,7.22919,670.88359
83 Impuestos directos,15725.40592,11846.44884,7723.76645,2125.92948,104.05718,1639.42201,59.995,883.87144,6535.07003,602.36954,871.56344,46.82143,8,48172.72076
8310 Impuesto sobre la renta,15725.40592,11846.44884,7723.76645,2125.92948,104.05718,1639.42201,59.995,883.87144,6535.07003,602.36954,871.56344,46.82143,8,48172.72076
84 Contribuciones especiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total gastos,103452.05504,74090.5165,49842.03887,18610.6401,4152.33919,14726.84538,5013.48836,28570.10602,62202.99571,11288.35415,4867.29032,8874.13212,15493.96087,401184.76263
 ,,,,,,,,,,,,,,
Total costos y gastos,207616.06443,138923.40493,125840.84114,50295.10844,5366.77839,18580.14898,11248.19751,68575.91906,111229.53223,19705.53514,11869.12105,24960.65477,38453.79878,832665.10485
 ,,,,,,,,,,,,,,
Utilidad ó pérdida,61358.29932,28641.21604,21482.88309,9503.34916999999,467.50936,3025.43099,661.15473,3428.19931999999,21254.30943,1350.75611,2674.71932,853.800669999998,1844.83896,156546.46651
 ,,,,,,,,,,,,,,
