Superintendencia del Sistema Financiero,,,,,,,,,,,,,,
Balance general de los bancos del sistema financiero,,,,,,,,,,,,,,
Datos al 30 de Junio de 2021,,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A","Citibank N.A., Sucursal El Salvador",Banco de Fomento Agropecuario,"Banco G&T Continental El Salvador, S.A.","Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Atlantida El Salvador, S.A.",Total Instituciones
 ,,,,,,,,,,,,,,
Activos ,,,,,,,,,,,,,,
11 Activos de intermediación,"5,125,757.02","3,402,725.22","2,818,987.56","1,437,385.36","230,307.85","421,715.92","424,568.26","1,266,776.24","2,853,292.15","81,221.63","402,982.00","549,515.40","797,202.53","19,812,437.12"
1110 Fondos disponibles,"787,694.91","627,967.32","355,833.97","266,118.44","103,629.18","147,046.42","70,650.07","275,371.56","513,989.35","11,909.83","78,874.07","84,831.52","143,636.75","3,467,553.38"
112 Adquisición temporal de documentos,"23,021.26",0.00,0.00,"18,317.64",0.00,322.87,0.00,0.00,0.00,0.00,0.00,0.00,710.00,"42,371.78"
1121 Documentos adquiridos hasta un año plazo,"23,021.26",0.00,0.00,"18,317.64",0.00,322.87,0.00,0.00,0.00,0.00,0.00,0.00,710.00,"42,371.78"
1128 Documentos vencidos,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1129 Provisión por pérdidas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113 Inversiones financieras,"1,014,317.63","393,991.59","381,391.21","248,555.80","119,979.98","11,931.72","112,119.99","176,489.63","320,211.25","10,779.64","66,310.78","90,762.63","134,588.65","3,081,430.51"
1130 Titulos valores conservados para negociación,0.00,0.00,0.00,"228,664.16","1,998.22",0.00,"5,895.33",0.00,0.00,"4,600.00",142.83,"7,000.00","10,000.00","258,300.54"
1131 Titulos valores para conservarse hasta el vencimiento,"47,367.06","2,004.62","22,847.12","2,147.42",0.00,"11,931.72","106,224.67",0.00,0.00,0.00,"48,821.02","12,426.66","124,588.65","378,358.93"
1132 Titulos valores disponibles para venta,"966,950.56","391,986.97","358,544.10","17,744.23","117,981.76",0.00,0.00,"176,489.63","320,211.25","6,182.25","17,346.93","71,335.97",0.00,"2,444,773.65"
1138 Inversiones vencidas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1139 Provisión para valuacion de inversiones,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.61,0.00,0.00,0.00,-2.61
114 Préstamos,"3,300,723.22","2,380,766.30","2,081,762.38","904,393.47","6,698.69","262,414.91","241,798.20","814,915.04","2,019,091.55","58,532.17","257,797.15","373,921.24","518,267.14","13,221,081.46"
1141 Préstamos pactados hasta un año plazo,"508,521.65","235,437.36","280,053.98","92,826.47","6,700.12","33,066.48","65,224.07","225,808.92","403,732.81","4,277.99","30,146.85","45,906.63","65,722.47","1,997,425.78"
1142 Préstamos pactados a mas de un año plazo,"2,886,419.87","2,172,778.84","1,813,955.24","820,594.35",0.00,"228,850.20","182,541.00","608,425.28","1,638,177.50","52,281.10","230,022.12","318,286.57","455,400.06","11,407,732.15"
1148 Préstamos vencidos,"74,919.49","85,028.66","54,643.26","14,233.60",0.00,"10,043.76","2,421.86","12,069.03","34,444.21","5,099.14",686.42,"15,025.11","3,043.01","311,657.56"
1149 Provisión para incobrabilidad de préstamos,"-169,137.79","-112,478.56","-66,890.10","-23,260.95",-1.43,"-9,545.53","-8,388.73","-31,388.19","-57,262.97","-3,126.05","-3,058.25","-5,297.07","-5,898.40","-495,734.03"
12 Otros activos,"146,784.61","124,827.60","64,233.68","50,142.48","1,132.06","11,171.13","6,635.71","50,473.97","31,114.39","10,352.18","2,401.65","20,047.13","22,288.84","541,605.44"
1210 Saldos entre compañias,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1220 Bienes recibidos en pago o adjudicados,"34,798.52","4,347.63","13,312.83","14,153.57",0.00,"4,207.73","1,858.81","10,625.44","8,511.11",0.00,0.00,"1,897.93","4,943.60","98,657.18"
1230 Existencias,220.98,362.37,341.73,50.72,0.00,381.81,75.18,251.37,366.42,0.00,39.81,25.13,15.31,"2,130.84"
1240 Gastos pagados por anticipado y cargos diferidos,"50,869.10","48,718.79","36,004.58","2,950.91",287.13,"1,463.74","3,833.93","16,554.68","10,317.82","6,913.76","1,235.60","16,010.19","5,126.78","200,287.02"
1250 Cuentas por cobrar,"52,146.40","42,547.49","9,775.81","32,958.21",844.93,"5,920.11",290.17,"24,018.84","12,285.28","3,438.42","1,126.24","2,146.02","11,090.28","198,588.22"
1259 Provisión de incobrabilidad de cuentas por cobrar,"-1,980.04","-2,428.23","-1,589.07",-85.22,0.00,-802.26,-97.62,-976.36,-366.23,0.00,0.00,-32.14,-87.04,"-8,444.21"
1260 derechos y participaciones,"10,729.64","31,279.53","6,387.79",114.28,0.00,0.00,675.24,0.00,0.00,0.00,0.00,0.00,"1,199.90","50,386.39"
13 Activo fijo,"88,798.75","98,985.18","45,800.93","16,592.07","1,226.20","18,868.05","5,318.38","16,687.19","30,620.86","2,069.97","1,995.16","1,765.59","5,434.39","334,162.73"
1310 No depreciables,"30,575.21","41,819.71","19,049.70","8,800.76",247.69,"8,265.14","3,486.79","2,022.20","5,670.84",0.00,870.33,41.21,"2,744.28","123,593.86"
1320 depreciables,"156,661.39","112,616.26","64,605.19","22,513.15","2,209.52","34,293.35","6,448.49","33,667.69","47,383.65","10,857.20","3,414.74","5,345.83","14,376.01","514,392.45"
1329 depreciación acumulada,"-99,861.96","-87,272.20","-42,828.41","-15,644.23","-1,367.99","-24,705.77","-4,705.20","-20,570.30","-26,368.69","-9,588.98","-2,625.39","-4,726.80","-11,946.39","-352,212.30"
1330 Amortizables,"1,424.11","31,821.41","4,974.45",922.39,136.99,"1,015.33",88.30,"1,567.60","3,935.07",801.75,335.47,"1,105.34",260.50,"48,388.71"
Total Activos,"5,361,340.37","3,626,537.99","2,929,022.17","1,504,119.90","232,666.12","451,755.10","436,522.36","1,333,937.40","2,915,027.41","93,643.78","407,378.80","571,328.11","824,925.77","20,688,205.30"
 ,,,,,,,,,,,,,,
4110 Cartas de crédito,"14,718.47","29,874.28","22,541.27","10,552.07",735.00,0.00,"3,173.84",0.00,"25,101.64",0.00,842.66,73.55,0.00,"107,612.79"
4119 Provisión por pérdidas,-0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.62
4120 Contingencias por avales y fianzas,"128,398.67","106,186.42","82,034.00","15,919.25","7,773.82","6,372.55","5,467.48","9,792.46","94,873.11",0.00,"13,810.99",0.00,"4,275.72","474,904.48"
4129 Provisión por pérdidas,"-16,242.83","-15,721.33","-4,563.45","-6,001.26",-70.62,"-5,317.46",0.00,0.00,-650.70,0.00,-2.23,0.00,0.00,"-48,569.88"
4131 derechos por operaciones en moneda extranjera,"5,361.56",296.35,0.00,0.00,9.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,667.14"
4139 Prov. pérdidas en derechos por operac. en mon. extran.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,,,,,,,,,,,,,,
Total derechos futuros y contingencias,"132,235.25","120,635.72","100,011.81","20,470.07","8,447.43","1,055.10","8,641.32","9,792.46","119,324.05",0.00,"14,651.42",73.55,"4,275.72","539,613.91"
 ,,,,,,,,,,,,,,
Total activos + derechos futuros y contingencias,"5,493,575.62","3,747,173.71","3,029,033.98","1,524,589.97","241,113.54","452,810.20","445,163.68","1,343,729.86","3,034,351.46","93,643.78","422,030.22","571,401.67","829,201.49","21,227,819.20"
 ,,,,,,,,,,,,,,
Pasivos ,,,,,,,,,,,,,,
21 Pasivos de intermediación,"4,641,111.95","3,108,086.72","2,560,136.17","1,340,388.24","189,198.45","369,023.86","368,084.10","1,152,791.72","2,582,228.06","64,512.25","319,487.45","499,737.68","730,577.06","17,925,363.72"
211 depósitos,"4,111,599.71","2,800,258.88","2,089,109.14","1,205,360.06","186,731.57","358,116.32","331,682.50","1,016,614.30","2,247,724.77","59,662.23","305,409.16","360,314.89","546,631.75","15,619,215.29"
2110 depósitos a la vista,"3,150,075.71","1,760,686.94","1,154,322.74","619,676.90","183,840.07","231,306.45","173,256.86","561,324.10","1,542,790.44","12,434.45","120,383.30","168,073.01","255,306.67","9,933,477.64"
211001 depósitos en cuenta corriente,"1,180,542.83","820,944.43","565,889.47","348,391.89","181,865.06","64,848.84","132,772.16","352,974.82","1,004,218.18","12,434.45","43,457.82","115,522.87","182,209.33","5,006,072.15"
211002 depósitos de ahorro,"1,968,107.68","939,742.51","587,891.39","271,283.21","1,975.01","166,457.61","40,484.70","208,349.28","538,572.26",0.00,"76,925.49","52,548.20","73,097.34","4,925,434.67"
211003 depósitos en cuenta de ahorro simplificada,"1,425.20",0.00,541.88,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.94,0.00,"1,970.82"
2111 depósitos pactados hasta un año plazo,"816,740.11","945,641.39","769,821.79","517,530.38","1,000.16","119,470.06","152,263.19","433,342.54","646,461.98","44,299.35","181,182.84","167,596.26","264,720.85","5,060,070.90"
2112 depósitos pactados a mas de un año plazo,"67,322.22","18,358.40","119,510.47","51,136.71",0.00,281.36,0.00,"1,984.38","38,659.08",0.00,323.35,"18,814.86","20,929.18","337,320.02"
2114 depósitos restringidos e inactivos,"77,461.67","75,572.15","45,454.14","17,016.07","1,891.33","7,058.44","6,162.45","19,963.28","19,813.27","2,928.42","3,519.67","5,830.76","5,675.05","288,346.73"
212 Préstamos,"295,833.30","161,513.09","322,877.84","103,211.28",0.00,"10,248.33","2,993.46","127,035.14","177,431.42",0.00,"12,712.77","73,684.36","91,429.76","1,378,970.75"
2121 Préstamos pactados hasta un año plazo,0.00,"25,081.53","150,192.44","20,986.45",0.00,26.27,0.00,"15,131.20","117,145.85",0.00,"10,140.44","3,885.28","10,013.38","352,602.83"
2122 Préstamos pactados a mas de un año plazo,"42,833.58",173.54,"8,670.93","65,145.61",0.00,"10,213.56","2,993.46","50,078.75","60,285.56",0.00,"2,572.34","55,717.53","53,090.83","351,775.69"
2123 Préstamos pactados a cinco o mas años plazo,"252,999.73","136,258.02","164,014.46","17,079.22",0.00,8.50,0.00,"61,825.20",0.00,0.00,0.00,"14,081.55","28,325.55","674,592.23"
2130 Obligaciones a la vista,"21,591.90","23,506.93","13,624.49","31,816.90","2,466.88",659.21,"8,309.51","9,142.27","20,955.13",250.02,"1,365.52","1,911.18","2,663.53","138,263.47"
214 Títulos de emisión propia,"212,087.04","122,807.82","134,524.70",0.00,0.00,0.00,"25,098.63",0.00,"136,116.74",0.00,0.00,"56,827.26","79,852.02","767,314.22"
2141 Títulos de emisión propia pactados hasta un año plazo.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,830.86,830.86
2142 Pactados a mas de un año plazo,"212,087.04","122,807.82","134,524.70",0.00,0.00,0.00,"25,098.63",0.00,"136,116.74",0.00,0.00,"56,827.26","79,021.16","766,483.35"
215 Documentos transados,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,600.00",0.00,"7,000.00","10,000.00","21,600.00"
2151 Documentos transados hasta un año plazo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,600.00",0.00,"7,000.00","10,000.00","21,600.00"
