Superintendencia del Sistema Financiero,,,,,,,,,,,,,,
Balance general de los bancos del sistema financiero,,,,,,,,,,,,,,
Datos al 30 de Abril de 2023,,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A","Citibank N.A., Sucursal El Salvador",Banco de Fomento Agropecuario,"Banco G&T Continental El Salvador, S.A.","Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Atlantida El Salvador, S.A.",Total Instituciones
 ,,,,,,,,,,,,,,
Activos ,,,,,,,,,,,,,,
11 Activos de intermediación,"5,595,289.13","3,735,527.46","2,960,383.25","2,021,853.38","242,569.25","435,696.78",0.00,"1,278,244.01","3,121,211.91","146,380.08","585,832.44","799,883.34","1,031,979.51","21,954,850.56"
1110 Fondos disponibles,"906,323.75","546,129.43","362,681.23","289,077.53","119,877.67","133,039.86",0.00,"194,943.38","469,517.98","16,220.47","80,131.79","95,517.52","112,958.01","3,326,418.62"
112 Adquisición temporal de documentos,"17,494.89","7,512.34",0.00,"3,117.11",0.00,847.94,0.00,674.11,0.00,"1,000.00",0.00,0.00,"1,500.00","32,146.37"
1121 Documentos adquiridos hasta un año plazo,"17,494.89","7,512.34",0.00,"3,117.11",0.00,847.94,0.00,674.11,0.00,"1,000.00",0.00,0.00,"1,500.00","32,146.37"
1128 Documentos vencidos,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1129 Provisión por pérdidas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113 Inversiones financieras,"755,092.91","465,991.69","300,404.18","673,777.43","100,937.82","15,018.51",0.00,"172,408.39","328,381.51","9,628.00","56,174.71","87,047.99","172,834.69","3,137,697.83"
1130 Titulos valores conservados para negociación,"17,189.99",0.00,"17,849.61","671,541.43","13,851.64",0.00,0.00,0.00,0.00,0.00,303.53,"16,629.53","2,000.00","739,365.73"
1131 Titulos valores para conservarse hasta el vencimiento,"101,119.57",0.00,"7,961.32","2,148.36",0.00,"15,018.51",0.00,0.00,0.00,0.00,"38,767.96",924.58,"170,834.69","336,774.99"
1132 Titulos valores disponibles para venta,"636,783.35","465,991.69","274,593.25",87.64,"87,086.18",0.00,0.00,"172,408.39","328,381.51","9,628.00","17,103.21","69,493.89",0.00,"2,061,557.11"
1134 Instrumentos financieros para cobertura,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1138 Inversiones vencidas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1139 Provisión para valuacion de inversiones,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114 Préstamos,"3,916,377.58","2,715,893.99","2,297,297.84","1,055,881.32","21,753.77","286,790.48",0.00,"910,218.13","2,323,312.43","119,531.61","449,525.94","617,317.83","744,686.82","15,458,587.74"
1141 Préstamos pactados hasta un año plazo,"776,037.85","361,887.11","404,950.43","95,227.18","21,847.51","24,100.08",0.00,"290,203.17","467,783.43","3,835.88","63,835.23","113,403.21","100,701.64","2,723,812.74"
1142 Préstamos pactados a mas de un año plazo,"3,204,097.22","2,388,581.56","1,910,871.41","976,666.04",0.00,"263,219.61",0.00,"624,560.50","1,868,836.33","116,145.08","387,296.24","505,790.59","646,165.30","12,892,229.89"
1148 Préstamos vencidos,"43,224.93","79,102.23","39,798.56","22,988.13",0.05,"8,831.79",0.00,"21,511.04","34,676.77","18,392.69","1,678.92","22,267.31","3,265.32","295,737.73"
1149 Provisión para incobrabilidad de préstamos,"-106,982.42","-113,676.91","-58,322.56","-39,000.03",-93.80,"-9,361.01",0.00,"-26,056.58","-47,984.10","-18,842.04","-3,284.44","-24,143.28","-5,445.45","-453,192.62"
12 Otros activos,"136,220.27","93,065.98","53,978.43","23,836.01","2,320.42","11,319.87",0.00,"34,049.81","20,820.21","10,516.82","5,358.47","33,785.96","30,319.83","455,592.07"
1210 Saldos entre compañias,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1220 Bienes recibidos en pago o adjudicados,"24,710.94","1,690.62","8,172.83","11,477.68",0.00,"5,035.59",0.00,"4,653.89","4,866.95",0.00,0.00,"3,982.75","3,099.20","67,690.45"
1230 Existencias,827.97,439.46,506.96,166.39,0.00,325.85,0.00,200.16,271.23,0.00,49.71,10.87,28.15,"2,826.74"
1240 Gastos pagados por anticipado y cargos diferidos,"47,476.09","37,244.93","29,558.82","2,558.25",591.79,759.75,0.00,"14,916.23","10,671.86","8,038.47","1,471.28","23,875.04","9,885.27","187,047.78"
1250 Cuentas por cobrar,"54,075.72","23,861.46","11,570.29","9,653.88","1,728.63","5,929.57",0.00,"14,373.67","5,369.27","2,478.35","3,837.47","6,140.44","15,972.97","154,991.72"
1259 Provisión de incobrabilidad de cuentas por cobrar,"-2,564.21","-2,203.45","-2,148.89",-134.48,0.00,-730.89,0.00,-94.13,-359.09,0.00,0.00,-223.14,-86.43,"-8,544.71"
1260 derechos y participaciones,"11,693.77","32,032.94","6,318.42",114.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,420.68","51,580.09"
13 Activo fijo,"81,833.94","114,854.75","41,569.22","16,030.21","1,622.31","20,312.17",0.00,"17,441.32","44,941.51","2,103.57","2,171.56","2,450.82","9,824.41","355,155.79"
1310 No depreciables,"29,877.83","41,231.84","18,772.14","7,957.74",247.69,"8,756.86",0.00,"3,492.74","11,346.50",0.00,730.09,111.85,"5,560.38","128,085.65"
1320 depreciables,"129,981.87","109,318.39","65,000.01","23,515.26","2,479.74","35,203.18",0.00,"35,709.12","57,629.66","10,794.67","3,751.33","9,947.67","16,271.40","499,602.30"
1329 depreciación acumulada,"-79,054.45","-85,827.00","-45,773.01","-16,800.48","-1,213.65","-24,655.29",0.00,"-23,278.30","-32,240.02","-10,276.16","-2,781.11","-8,997.67","-12,430.42","-343,327.56"
1330 Amortizables,"1,028.68","50,131.52","3,570.09","1,357.69",108.54,"1,007.42",0.00,"1,517.77","8,205.37","1,585.06",471.25,"1,388.97",423.04,"70,795.41"
Total Activos,"5,813,343.34","3,943,448.19","3,055,930.90","2,061,719.60","246,511.98","467,328.82",0.00,"1,329,735.14","3,186,973.63","159,000.48","593,362.47","836,120.12","1,072,123.75","22,765,598.42"
 ,,,,,,,,,,,,,,
4110 Cartas de crédito,"14,631.00","28,254.19","5,571.89",221.79,0.00,0.00,0.00,0.00,"55,711.16",0.00,"1,238.29","2,980.79",0.00,"108,609.10"
4119 Provisión por pérdidas,-1.94,0.00,0.00,-0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.20
4120 Contingencias por avales y fianzas,"82,896.50","80,760.08","113,463.37","17,681.52","5,327.02","5,716.47",0.00,"10,912.59","104,021.00",0.00,"20,507.14","1,915.20","6,821.03","450,021.92"
4129 Provisión por pérdidas,"-15,950.41","-15,926.03","-4,720.36","-8,248.28",-32.70,"-5,699.29",0.00,0.00,-77.39,0.00,0.00,0.00,0.00,"-50,654.46"
4131 derechos por operaciones en moneda extranjera,"7,815.67",0.00,0.00,0.00,7.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,823.23"
4139 Prov. pérdidas en derechos por operac. en mon. extran.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,,,,,,,,,,,,,,
Total derechos futuros y contingencias,"89,390.82","93,088.25","114,314.90","9,654.76","5,301.88",17.18,0.00,"10,912.59","159,654.76",0.00,"21,745.43","4,895.99","6,821.03","515,797.59"
 ,,,,,,,,,,,,,,
Total activos + derechos futuros y contingencias,"5,902,734.16","4,036,536.43","3,170,245.80","2,071,374.36","251,813.86","467,346.01",0.00,"1,340,647.73","3,346,628.39","159,000.48","615,107.90","841,016.10","1,078,944.78","23,281,396.01"
 ,,,,,,,,,,,,,,
Pasivos ,,,,,,,,,,,,,,
21 Pasivos de intermediación,"4,993,736.21","3,414,922.39","2,663,252.98","1,863,361.85","199,523.40","371,275.34",0.00,"1,160,681.30","2,807,927.27","122,444.99","477,773.25","710,657.92","957,044.87","19,742,601.78"
211 depósitos,"4,324,103.46","2,947,480.68","2,145,061.32","1,746,377.15","196,827.51","353,789.53",0.00,"992,172.98","2,475,425.02","110,296.04","380,965.17","539,206.78","661,570.38","16,873,276.02"
2110 depósitos a la vista,"3,366,171.34","1,969,185.64","1,265,861.93","656,044.83","195,478.01","241,198.08",0.00,"569,224.96","1,686,525.62","14,510.86","168,932.20","190,502.28","288,586.84","10,612,222.58"
211001 depósitos en cuenta corriente,"1,174,220.14","856,675.80","531,005.19","353,295.09","191,731.37","51,548.39",0.00,"339,879.32","1,106,345.56","14,475.64","74,739.94","145,570.10","206,023.12","5,045,509.66"
211002 depósitos de ahorro,"2,189,865.69","1,112,509.84","733,967.88","302,749.74","3,746.64","189,649.69",0.00,"229,345.64","580,180.06",0.00,"94,192.26","44,926.32","82,563.72","5,563,697.48"
211003 depósitos en cuenta de ahorro simplificada,"2,085.51",0.00,888.86,0.00,0.00,0.00,0.00,0.00,0.00,35.21,0.00,5.85,0.00,"3,015.44"
2111 depósitos pactados hasta un año plazo,"805,126.65","885,051.54","782,685.01","882,700.40",0.00,"103,381.74",0.00,"365,907.19","723,323.18","90,512.45","204,862.35","317,010.24","285,429.59","5,445,990.35"
2112 depósitos pactados a mas de un año plazo,"85,649.29","23,884.00","57,181.35","182,626.36",0.00,197.96,0.00,"32,063.39","50,576.46","1,870.75","3,059.43","24,659.04","76,590.25","538,358.27"
2114 depósitos restringidos e inactivos,"67,156.18","69,359.50","39,333.02","25,005.56","1,349.51","9,011.75",0.00,"24,977.44","14,999.76","3,401.99","4,111.19","7,035.22","10,963.71","276,704.82"
212 Préstamos,"505,163.46","289,193.27","265,446.65","84,985.90",0.00,"17,307.34",0.00,"122,732.36","193,360.54","3,721.82","57,874.18","92,341.49","145,421.86","1,777,548.87"
2121 Préstamos pactados hasta un año plazo,"121,521.32","74,524.00","151,457.98","12,059.59",0.00,16.20,0.00,"18,360.79","94,442.98",695.15,"29,565.11",329.25,"6,049.44","509,021.81"
2122 Préstamos pactados a mas de un año plazo,"122,007.80","28,848.13","4,291.62","64,163.10",0.00,"4,931.94",0.00,"16,816.44","98,917.56","3,026.67","28,309.07","56,925.65","95,397.99","523,635.97"
2123 Préstamos pactados a cinco o mas años plazo,"261,634.34","185,821.14","109,697.06","8,763.21",0.00,"12,359.20",0.00,"87,555.12",0.00,0.00,0.00,"35,086.60","43,974.43","744,891.09"
2130 Obligaciones a la vista,"27,337.86","27,488.41","11,467.71","31,998.81","2,695.89",178.48,0.00,"11,254.08","26,716.97",857.23,"1,474.12","2,789.45","1,491.70","145,750.69"
214 Títulos de emisión propia,"137,131.43","150,760.03","223,427.69",0.00,0.00,0.00,0.00,"34,521.89","112,424.74","7,569.90","37,459.77","59,690.67","146,560.94","909,547.05"
2141 Títulos de emisión propia pactados hasta un año plazo.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,566.72","2,616.82",0.00,"24,910.99","34,094.53"
2142 Pactados a mas de un año plazo,"137,131.43","150,760.03","223,427.69",0.00,0.00,0.00,0.00,"34,521.89","112,424.74","1,003.18","34,842.95","59,690.67","121,649.95","875,452.53"
215 Documentos transados,0.00,0.00,"17,849.61",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"16,629.53","2,000.00","36,479.14"
