Superintendencia del Sistema Financiero,,,,,,,,,,,,,,
Balance general de los bancos del sistema financiero,,,,,,,,,,,,,,
Datos al 30 de Abril de 2022,,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A","Citibank N.A., Sucursal El Salvador",Banco de Fomento Agropecuario,"Banco G&T Continental El Salvador, S.A.","Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Atlantida El Salvador, S.A.",Total Instituciones
 ,,,,,,,,,,,,,,
Activos ,,,,,,,,,,,,,,
11 Activos de intermediación,"5,354,396.32","3,645,256.74","2,800,703.20","1,761,707.61","210,919.90","450,208.05","332,844.62","1,276,563.95","3,061,491.72","111,498.01","463,741.86","531,859.23","890,007.29","20,891,198.49"
1110 Fondos disponibles,"1,079,524.47","659,456.34","407,738.47","341,377.37","103,741.99","174,906.69","86,010.90","246,479.98","588,994.96","14,524.95","79,692.64","74,662.77","124,488.28","3,981,599.80"
112 Adquisición temporal de documentos,"2,007.76",400.32,0.00,578.61,0.00,"1,217.21",0.00,"6,500.00",0.00,0.00,0.00,0.00,"3,759.83","14,463.73"
1121 Documentos adquiridos hasta un año plazo,"2,007.76",400.32,0.00,578.61,0.00,"1,217.21",0.00,"6,500.00",0.00,0.00,0.00,0.00,"3,759.83","14,463.73"
1128 Documentos vencidos,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1129 Provisión por pérdidas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113 Inversiones financieras,"705,901.77","440,657.98","327,031.37","384,075.25","68,938.74","13,772.64","38,930.37","174,521.47","317,087.16","6,056.46","52,520.08","62,624.51","132,949.56","2,725,067.34"
1130 Titulos valores conservados para negociación,"13,260.65",0.00,"3,000.00","375,467.39",0.00,0.00,401.53,0.00,0.00,0.00,62.51,0.00,0.00,"392,192.08"
1131 Titulos valores para conservarse hasta el vencimiento,"129,168.20","10,038.73","8,298.09","2,147.82",0.00,"13,772.64","38,528.84",0.00,0.00,0.00,"35,325.04","34,099.98","132,949.56","404,328.90"
1132 Titulos valores disponibles para venta,"563,472.92","430,619.24","315,705.31","6,460.04","68,938.74",0.00,0.00,"174,521.47","317,087.16","6,056.46","17,132.53","28,524.53",0.00,"1,928,518.39"
1134 Instrumentos financieros para cobertura,0.00,0.00,27.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.96
1138 Inversiones vencidas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1139 Provisión para valuacion de inversiones,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114 Préstamos,"3,566,962.31","2,544,742.10","2,065,933.37","1,035,676.38","38,239.18","260,311.50","207,903.35","849,062.50","2,155,409.60","90,916.60","331,529.13","394,571.96","628,809.63","14,170,067.62"
1141 Préstamos pactados hasta un año plazo,"623,833.90","334,389.71","272,986.07","76,762.68","38,246.00","26,245.60","71,773.69","263,397.38","447,671.15","4,590.09","39,830.93","50,135.57","111,371.89","2,361,234.66"
1142 Préstamos pactados a mas de un año plazo,"3,011,568.34","2,239,656.37","1,809,964.77","967,610.15",0.00,"235,615.23","138,730.39","592,657.60","1,723,544.74","87,703.11","293,147.09","330,904.77","521,900.15","11,953,002.70"
1148 Préstamos vencidos,"45,999.29","84,000.47","40,141.48","21,659.86",0.00,"7,916.74","5,085.29","22,654.10","29,663.26","8,060.36","1,553.32","21,489.59","3,752.05","291,975.81"
1149 Provisión para incobrabilidad de préstamos,"-114,439.22","-113,304.44","-57,158.95","-30,356.32",-6.82,"-9,466.08","-7,686.02","-29,646.58","-45,469.54","-9,436.95","-3,002.21","-7,957.97","-8,214.45","-436,145.55"
12 Otros activos,"138,411.03","105,926.89","62,593.99","21,081.31","2,124.98","9,959.84","8,855.59","39,648.13","27,003.96","9,517.60","2,667.37","25,127.59","26,864.81","479,783.10"
1210 Saldos entre compañias,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1220 Bienes recibidos en pago o adjudicados,"31,892.38","3,820.25","9,287.70","13,555.56",0.00,"4,701.21","1,797.25","11,244.65","6,685.37",0.00,0.00,"1,565.16","3,912.65","88,462.17"
1230 Existencias,648.31,325.35,254.89,169.78,0.00,325.45,82.83,272.48,273.14,0.00,60.77,86.97,26.10,"2,526.08"
1240 Gastos pagados por anticipado y cargos diferidos,"49,922.71","33,497.87","33,263.53","2,558.52",505.72,620.57,"3,970.41","16,502.44","10,133.22","6,858.77","1,229.89","18,133.70","5,055.07","182,252.41"
1250 Cuentas por cobrar,"46,511.73","39,074.81","14,838.30","4,791.62","1,619.26","5,089.75","2,571.04","11,664.90","10,291.59","2,658.83","1,376.71","5,396.89","16,718.27","162,603.69"
1259 Provisión de incobrabilidad de cuentas por cobrar,"-2,019.64","-2,909.63","-1,633.36",-108.46,0.00,-777.13,-62.84,-36.33,-379.35,0.00,0.00,-55.12,-115.03,"-8,096.91"
1260 derechos y participaciones,"11,455.54","32,118.25","6,582.93",114.28,0.00,0.00,496.91,0.00,0.00,0.00,0.00,0.00,"1,267.75","52,035.65"
13 Activo fijo,"85,190.32","111,052.32","43,513.47","15,746.84","1,059.19","20,420.01","5,059.06","15,920.26","35,855.50","2,999.10","2,066.28","1,776.02","6,672.67","347,331.02"
1310 No depreciables,"30,611.42","41,501.19","18,812.03","8,083.39",247.69,"8,592.26","3,496.68","2,228.56","9,664.60",0.00,870.33,126.10,"3,280.03","127,514.29"
1320 depreciables,"135,669.74","114,386.53","64,953.38","21,893.46","1,689.76","36,001.65","6,169.97","33,937.25","48,852.49","11,292.51","3,569.69","5,438.74","15,467.83","499,322.99"
1329 depreciación acumulada,"-82,395.08","-89,078.06","-44,625.28","-15,862.58",-972.01,"-25,297.31","-4,735.04","-21,809.94","-27,744.76","-10,279.42","-2,704.93","-4,883.39","-12,321.52","-342,709.31"
1330 Amortizables,"1,304.24","44,242.65","4,373.34","1,632.57",93.75,"1,123.41",127.44,"1,564.39","5,083.17","1,986.01",331.19,"1,094.57",246.32,"63,203.06"
Total Activos,"5,577,997.66","3,862,235.95","2,906,810.66","1,798,535.75","214,104.07","480,587.90","346,759.27","1,332,132.34","3,124,351.18","124,014.71","468,475.51","558,762.85","923,544.77","21,718,312.62"
 ,,,,,,,,,,,,,,
4110 Cartas de crédito,"26,916.52","16,412.41","23,195.51","3,065.85",0.00,0.00,"4,694.27",0.00,"51,595.87",0.00,"1,246.86",0.00,0.00,"127,127.28"
4119 Provisión por pérdidas,-4.74,-2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.52
4120 Contingencias por avales y fianzas,"119,248.58","108,058.82","96,899.16","14,993.93","8,749.40","6,355.43","2,940.65","10,700.76","117,394.86",0.00,"18,423.60",0.00,"6,293.78","510,058.97"
4129 Provisión por pérdidas,"-16,017.00","-15,822.20","-4,722.62","-6,166.42",-44.08,"-5,495.34",0.00,0.00,-119.11,0.00,0.00,0.00,0.00,"-48,386.77"
4131 derechos por operaciones en moneda extranjera,"12,320.35",264.30,0.00,0.00,33.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,618.31"
4139 Prov. pérdidas en derechos por operac. en mon. extran.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,,,,,,,,,,,,,,
Total derechos futuros y contingencias,"142,463.71","108,910.55","115,372.05","11,893.36","8,738.99",860.09,"7,634.92","10,700.76","168,871.62",0.00,"19,670.46",0.00,"6,293.78","601,410.29"
 ,,,,,,,,,,,,,,
Total activos + derechos futuros y contingencias,"5,720,461.38","3,971,146.49","3,022,182.71","1,810,429.11","222,843.06","481,447.99","354,394.18","1,342,833.10","3,293,222.80","124,014.71","488,145.97","558,762.85","929,838.55","22,319,722.91"
 ,,,,,,,,,,,,,,
Pasivos ,,,,,,,,,,,,,,
21 Pasivos de intermediación,"4,889,705.20","3,370,117.83","2,529,941.75","1,620,208.45","171,560.56","390,247.26","281,707.35","1,156,487.48","2,777,234.44","92,648.62","372,872.89","494,313.76","811,934.42","18,958,980.02"
211 depósitos,"4,344,308.56","2,954,561.92","2,091,900.34","1,480,752.37","166,957.43","379,032.99","249,844.57","999,981.46","2,414,233.10","89,287.02","330,294.57","378,655.58","568,119.14","16,447,929.05"
2110 depósitos a la vista,"3,433,541.24","1,960,131.09","1,244,553.54","731,481.76","165,652.94","259,628.36","137,940.02","596,450.60","1,757,111.74","11,696.39","152,559.81","154,206.38","273,012.54","10,877,966.42"
211001 depósitos en cuenta corriente,"1,247,543.92","932,687.34","574,656.78","424,972.44","163,350.98","76,451.89","103,897.33","359,732.47","1,169,129.80","11,696.39","64,087.64","98,832.00","191,481.43","5,418,520.43"
211002 depósitos de ahorro,"2,184,026.78","1,027,443.75","669,226.87","306,509.32","2,301.96","183,176.47","34,042.69","236,718.13","587,981.94",0.00,"88,472.17","55,370.31","81,531.10","5,456,801.48"
211003 depósitos en cuenta de ahorro simplificada,"1,970.54",0.00,669.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.08,0.00,"2,644.51"
2111 depósitos pactados hasta un año plazo,"769,511.71","908,465.99","728,727.81","679,047.10",0.00,"111,926.00","104,082.70","381,213.66","595,846.60","73,915.37","171,188.33","201,205.87","267,376.36","4,992,507.48"
2112 depósitos pactados a mas de un año plazo,"71,493.70","18,805.00","74,087.96","49,472.06",0.00,219.14,0.00,"6,057.79","42,568.97",0.00,"2,215.15","20,740.77","20,791.70","306,452.26"
2114 depósitos restringidos e inactivos,"69,761.91","67,159.84","44,531.04","20,751.45","1,304.50","7,259.49","7,821.85","16,259.41","18,705.80","3,675.26","4,331.27","2,502.55","6,938.55","271,002.90"
212 Préstamos,"354,360.09","237,293.07","218,646.58","105,429.55",0.00,"10,577.74","4,109.51","147,971.90","235,731.97","3,017.10","40,046.68","71,525.83","131,350.74","1,560,060.76"
2121 Préstamos pactados hasta un año plazo,"90,851.16","86,569.70","81,305.46","24,061.64",0.00,16.20,"3,104.87","4,402.18","182,815.53","3,017.10","33,448.73","3,507.64","10,758.96","523,859.15"
2122 Préstamos pactados a mas de un año plazo,"6,592.63",90.41,"6,279.51","68,488.47",0.00,"6,909.65","1,004.64","44,718.46","52,916.45",0.00,"6,597.95","49,059.01","94,283.02","336,940.21"
2123 Préstamos pactados a cinco o mas años plazo,"256,916.31","150,632.96","131,061.61","12,879.44",0.00,"3,651.88",0.00,"98,851.26",0.00,0.00,0.00,"18,959.18","26,308.76","699,261.39"
2130 Obligaciones a la vista,"28,981.28","25,450.41","14,530.83","34,026.53","4,603.13",636.54,"2,527.24","8,534.12","21,599.90",344.51,"2,531.65","2,128.70","3,690.49","149,585.32"
214 Títulos de emisión propia,"162,055.26","152,812.42","201,864.00",0.00,0.00,0.00,"25,226.03",0.00,"105,669.47",0.00,0.00,"42,003.65","108,774.06","798,404.89"
2141 Títulos de emisión propia pactados hasta un año plazo.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,573.20","12,573.20"
2142 Pactados a mas de un año plazo,"162,055.26","152,812.42","201,864.00",0.00,0.00,0.00,"25,226.03",0.00,"105,669.47",0.00,0.00,"42,003.65","96,200.85","785,831.68"
215 Documentos transados,0.00,0.00,"3,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,000.00"
