Superintendencia del Sistema Financiero,,,,,,,,,,,,,
Balance general de los bancos del sistema financiero,,,,,,,,,,,,,
Datos al 31 de Agosto de 2022,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,
,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A","Citibank N.A., Sucursal El Salvador",Banco de Fomento Agropecuario,"Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Atlantida El Salvador, S.A.",Total Instituciones
 ,,,,,,,,,,,,,
Activos ,,,,,,,,,,,,,
11 Activos de intermediación,"5,392,424.67","3,648,254.88","2,826,199.67","1,718,169.12","210,641.33","450,793.41","1,322,766.91","3,036,887.84","132,534.63","520,404.03","778,495.09","907,816.03","20,945,387.62"
1110 Fondos disponibles,"932,700.83","620,891.99","403,006.65","255,371.71","93,096.32","146,041.27","261,329.68","532,140.19","18,844.23","79,439.53","94,509.15","122,855.53","3,560,227.08"
112 Adquisición temporal de documentos,"3,652.01","8,377.80",0.00,0.00,0.00,95.35,"2,300.00",0.00,300.00,0.00,0.00,425.00,"15,150.16"
1121 Documentos adquiridos hasta un año plazo,"3,652.01","8,377.80",0.00,0.00,0.00,95.35,"2,300.00",0.00,300.00,0.00,0.00,425.00,"15,150.16"
1128 Documentos vencidos,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1129 Provisión por pérdidas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113 Inversiones financieras,"639,725.39","415,812.58","306,556.62","391,867.21","73,841.18","14,972.02","172,886.39","321,727.09","8,423.44","52,089.53","92,937.43","123,137.39","2,613,976.28"
1130 Titulos valores conservados para negociación,"15,599.07",0.00,0.00,"389,633.82",0.00,0.00,0.00,0.00,0.00,223.23,"7,745.08","1,000.00","414,201.20"
1131 Titulos valores para conservarse hasta el vencimiento,"101,297.26",0.00,"7,993.00","2,148.00",0.00,"14,972.02","4,982.34",0.00,0.00,"34,933.53","53,350.42","122,137.39","341,813.96"
1132 Titulos valores disponibles para venta,"522,829.05","415,812.58","298,563.63",85.40,"73,841.18",0.00,"167,904.05","321,727.09","8,423.44","16,932.77","31,841.93",0.00,"1,857,961.11"
1134 Instrumentos financieros para cobertura,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1138 Inversiones vencidas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1139 Provisión para valuacion de inversiones,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114 Préstamos,"3,816,346.44","2,603,172.50","2,116,636.40","1,070,930.20","43,703.84","289,684.77","886,250.85","2,183,020.56","104,966.96","388,874.97","591,048.51","661,398.10","14,756,034.10"
1141 Préstamos pactados hasta un año plazo,"704,142.07","338,565.98","285,278.89","83,254.14","43,712.52","39,246.04","285,646.93","402,173.76","4,187.92","52,362.54","101,343.09","112,628.11","2,452,541.98"
1142 Préstamos pactados a mas de un año plazo,"3,175,584.43","2,293,348.55","1,847,088.26","998,264.04",0.00,"251,097.94","605,233.12","1,796,473.90","104,257.59","338,137.59","484,738.09","553,445.57","12,447,669.07"
1148 Préstamos vencidos,"46,507.10","83,121.55","45,121.12","21,395.74",0.00,"8,637.18","25,513.74","30,503.03","9,021.56","1,699.23","23,915.65","3,287.23","298,723.13"
1149 Provisión para incobrabilidad de préstamos,"-109,887.16","-111,863.58","-60,851.88","-31,983.73",-8.68,"-9,296.38","-30,142.93","-46,130.13","-12,500.11","-3,324.39","-18,948.31","-7,962.80","-442,900.09"
12 Otros activos,"125,106.52","89,972.94","49,474.52","21,714.80","1,675.76","11,223.12","33,101.76","21,621.01","9,565.44","2,761.95","36,645.79","27,460.28","430,323.89"
1210 Saldos entre compañias,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1220 Bienes recibidos en pago o adjudicados,"30,490.40","2,646.84","9,350.52","13,039.78",0.00,"4,789.23","5,510.64","5,763.30",0.00,0.00,"3,186.25","3,783.07","78,560.04"
1230 Existencias,"1,210.36",226.68,214.20,198.43,0.00,338.60,203.91,290.08,0.00,54.98,43.49,19.94,"2,800.67"
1240 Gastos pagados por anticipado y cargos diferidos,"50,703.89","37,114.41","26,792.80","3,771.19",427.17,772.20,"16,303.43","10,067.96","7,231.43","1,524.53","23,892.46","7,273.41","185,874.88"
1250 Cuentas por cobrar,"37,715.15","20,594.18","8,693.41","4,694.06","1,248.59","6,111.22","11,101.77","5,875.24","2,334.01","1,182.44","9,685.08","15,191.25","124,426.41"
1259 Provisión de incobrabilidad de cuentas por cobrar,"-5,818.82","-2,157.57","-1,658.86",-102.94,0.00,-788.14,-17.99,-375.57,0.00,0.00,-161.49,-75.13,"-11,156.50"
1260 derechos y participaciones,"10,805.54","31,548.39","6,082.44",114.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,267.75","49,818.40"
13 Activo fijo,"84,054.92","111,464.33","42,866.33","15,582.55",992.45,"20,267.86","16,354.80","34,910.29","2,672.78","2,013.67","6,769.38","7,689.17","345,638.53"
1310 No depreciables,"30,583.43","41,501.19","19,019.77","8,091.90",247.69,"8,646.18","2,947.15","9,491.80",0.00,730.09,"3,748.87","4,387.96","129,396.02"
1320 depreciables,"131,933.21","110,210.41","65,250.95","22,073.43","1,698.24","36,427.09","34,145.96","49,656.73","11,171.78","3,635.84","11,648.54","15,644.24","493,496.43"
1329 depreciación acumulada,"-79,665.43","-85,662.82","-45,482.85","-16,109.95","-1,041.31","-25,694.01","-22,263.91","-29,058.84","-10,326.34","-2,768.73","-9,773.35","-12,558.54","-340,406.06"
1330 Amortizables,"1,203.70","45,415.54","4,078.46","1,527.17",87.84,888.59,"1,525.59","4,820.60","1,827.34",416.48,"1,145.32",215.51,"63,152.13"
Total Activos,"5,601,586.11","3,849,692.15","2,918,540.52","1,755,466.47","213,309.55","482,284.39","1,372,223.47","3,093,419.14","144,772.85","525,179.66","821,910.25","942,965.47","21,721,350.03"
 ,,,,,,,,,,,,,
4110 Cartas de crédito,"20,343.05","19,465.36","13,768.51","2,436.34",0.00,0.00,0.00,"30,519.52",0.00,"1,121.73","4,710.50",0.00,"92,365.00"
4119 Provisión por pérdidas,-1.94,-27.50,0.00,-0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-29.85
4120 Contingencias por avales y fianzas,"81,711.24","90,807.59","96,531.53","15,617.23","5,439.21","5,717.91","10,834.24","102,432.19",0.00,"20,337.32","1,874.57","14,143.55","445,446.59"
4129 Provisión por pérdidas,"-15,983.33","-15,706.48","-4,596.83","-6,624.70",-8.96,"-5,566.95",0.00,-108.65,0.00,0.00,0.00,0.00,"-48,595.90"
4131 derechos por operaciones en moneda extranjera,"17,689.31",92.06,0.00,0.00,23.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"17,804.76"
4139 Prov. pérdidas en derechos por operac. en mon. extran.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,,,,,,,,,,,,,
Total derechos futuros y contingencias,"103,758.33","94,631.04","105,703.21","11,428.47","5,453.65",150.96,"10,834.24","132,843.07",0.00,"21,459.04","6,585.07","14,143.55","506,990.62"
 ,,,,,,,,,,,,,
Total activos + derechos futuros y contingencias,"5,705,344.44","3,944,323.19","3,024,243.73","1,766,894.94","218,763.20","482,435.35","1,383,057.71","3,226,262.20","144,772.85","546,638.70","828,495.32","957,109.03","22,228,340.65"
 ,,,,,,,,,,,,,
Pasivos ,,,,,,,,,,,,,
21 Pasivos de intermediación,"4,797,164.27","3,353,089.86","2,532,192.32","1,568,213.11","170,295.19","387,103.86","1,197,331.41","2,740,811.76","110,970.11","426,208.46","693,994.67","828,380.15","18,805,755.16"
211 depósitos,"4,136,962.35","2,913,861.28","2,096,164.49","1,437,875.14","153,082.07","373,949.38","1,025,825.89","2,380,231.63","99,824.90","366,306.33","537,700.36","537,863.40","16,059,647.23"
2110 depósitos a la vista,"3,209,679.74","1,937,668.35","1,217,625.78","663,680.13","151,847.58","253,915.18","612,042.96","1,661,101.26","12,112.43","168,691.23","197,331.75","274,325.98","10,360,022.37"
211001 depósitos en cuenta corriente,"1,027,538.90","869,058.37","542,241.37","366,152.39","149,190.85","57,805.57","341,828.14","1,083,288.07","12,105.62","72,489.89","143,654.16","193,963.19","4,859,316.53"
211002 depósitos de ahorro,"2,180,165.49","1,068,609.98","674,811.73","297,527.74","2,656.74","196,109.61","270,214.83","577,813.18",0.00,"96,201.34","53,671.92","80,362.79","5,498,145.34"
211003 depósitos en cuenta de ahorro simplificada,"1,975.36",0.00,572.67,0.00,0.00,0.00,0.00,0.00,6.80,0.00,5.66,0.00,"2,560.49"
2111 depósitos pactados hasta un año plazo,"786,992.06","892,873.10","765,159.77","700,715.90",0.00,"109,572.35","359,395.42","658,270.01","84,190.45","189,976.66","311,105.22","236,797.89","5,095,048.84"
2112 depósitos pactados a mas de un año plazo,"71,199.23","18,963.01","68,521.54","50,672.70",0.00,197.89,"29,616.13","43,682.56",0.00,"2,387.01","21,974.92","20,597.92","327,812.92"
2114 depósitos restringidos e inactivos,"69,091.32","64,356.83","44,857.39","22,806.41","1,234.49","10,263.97","24,771.37","17,177.80","3,522.03","5,251.43","7,288.46","6,141.61","276,763.11"
212 Préstamos,"526,297.73","264,794.15","188,137.50","91,068.40","10,001.27","12,677.83","143,595.40","224,896.33","3,017.75","53,721.81","79,448.97","151,237.69","1,748,894.83"
2121 Préstamos pactados hasta un año plazo,"195,897.92","86,257.84","82,895.80","12,008.12","10,001.27",16.20,"4,439.51","119,619.59","3,017.75","39,364.22","5,364.71","10,774.95","569,657.88"
2122 Préstamos pactados a mas de un año plazo,"75,385.42",67.47,"5,457.94","67,860.61",0.00,"6,005.07","43,557.12","105,276.74",0.00,"14,357.60","51,410.02","99,600.39","468,978.37"
2123 Préstamos pactados a cinco o mas años plazo,"255,014.40","178,468.84","99,783.77","11,199.67",0.00,"6,656.55","95,598.77",0.00,0.00,0.00,"22,674.24","40,862.35","710,258.58"
2130 Obligaciones a la vista,"22,441.65","26,254.31","12,607.40","32,263.88","7,211.85",476.65,"7,652.87","25,045.76",553.73,"3,678.05","2,923.51","4,944.92","146,054.59"
214 Títulos de emisión propia,"111,462.53","148,180.12","235,282.93",0.00,0.00,0.00,"20,257.25","110,638.04","7,573.72","2,502.26","66,176.75","133,334.13","835,407.73"
2141 Títulos de emisión propia pactados hasta un año plazo.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,570.34","1,451.25",0.00,"12,623.63","20,645.22"
2142 Pactados a mas de un año plazo,"111,462.53","148,180.12","235,282.93",0.00,0.00,0.00,"20,257.25","110,638.04","1,003.38","1,051.01","66,176.75","120,710.50","814,762.51"
215 Documentos transados,0.00,0.00,0.00,"7,005.68",0.00,0.00,0.00,0.00,0.00,0.00,"7,745.08","1,000.00","15,750.77"
2151 Documentos transados hasta un año plazo,0.00,0.00,0.00,"7,005.68",0.00,0.00,0.00,0.00,0.00,0.00,"7,745.08","1,000.00","15,750.77"
216 Cheques y otros valores por aplicar,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2160 Cheques y otros valores por aplicar,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217 Instrumentos financieros a valor razonable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2170 Instrumentos financieros a valor razonable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
