Superintendencia del Sistema Financiero,,,,,,,,,,,,,,
Balance general de los bancos del sistema financiero,,,,,,,,,,,,,,
Datos al 31 de Octubre de 2021,,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A","Citibank N.A., Sucursal El Salvador",Banco de Fomento Agropecuario,"Banco G&T Continental El Salvador, S.A.","Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Atlantida El Salvador, S.A.",Total Instituciones
 ,,,,,,,,,,,,,,
Activos ,,,,,,,,,,,,,,
11 Activos de intermediación,"5,093,105.75","3,475,736.84","2,820,951.11","1,630,474.91","218,655.18","433,067.15","392,016.72","1,280,870.55","2,868,791.33","88,895.35","419,174.15","554,176.43","884,203.56","20,160,119.03"
1110 Fondos disponibles,"998,441.50","609,991.73","446,087.47","295,523.02","133,154.91","148,633.94","75,248.93","309,833.26","497,565.29","13,441.37","66,087.66","86,978.50","170,185.05","3,851,172.62"
112 Adquisición temporal de documentos,0.00,0.00,0.00,0.00,0.00,507.65,"1,500.00",0.00,0.00,0.00,0.00,0.00,"13,839.98","15,847.63"
1121 Documentos adquiridos hasta un año plazo,0.00,0.00,0.00,0.00,0.00,507.65,"1,500.00",0.00,0.00,0.00,0.00,0.00,"13,839.98","15,847.63"
1128 Documentos vencidos,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1129 Provisión por pérdidas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113 Inversiones financieras,"653,453.19","416,533.25","270,736.70","370,288.40","77,521.29","12,414.05","79,040.23","143,376.91","326,379.58","3,184.28","52,842.41","91,546.51","148,935.12","2,646,251.93"
1130 Titulos valores conservados para negociación,"2,776.00",0.00,0.00,"353,743.95",0.00,0.00,171.89,0.00,0.00,0.00,310.59,"19,500.00",0.00,"376,502.42"
1131 Titulos valores para conservarse hasta el vencimiento,"47,126.55",0.00,"8,353.66","2,147.58",0.00,"12,414.05","78,868.35",0.00,0.00,0.00,"35,384.65","12,193.44","148,935.12","345,423.39"
1132 Titulos valores disponibles para venta,"603,550.64","417,087.86","262,228.59","14,396.87","77,521.29",0.00,0.00,"143,376.91","326,379.58","3,186.89","17,147.17","59,853.07",0.00,"1,924,728.87"
1134 Instrumentos financieros para cobertura,0.00,0.00,154.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154.46
1138 Inversiones vencidas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1139 Provisión para valuacion de inversiones,0.00,-554.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.61,0.00,0.00,0.00,-557.22
114 Préstamos,"3,441,211.07","2,449,211.87","2,104,126.94","964,663.49","7,978.98","271,511.51","236,227.56","827,660.38","2,044,846.46","72,269.69","300,244.09","375,651.42","551,243.41","13,646,846.86"
1141 Préstamos pactados hasta un año plazo,"510,107.54","285,549.69","267,558.87","75,494.56","7,988.99","37,710.20","64,353.76","229,331.33","412,693.65","4,749.82","36,383.60","46,748.33","75,683.52","2,054,353.87"
1142 Préstamos pactados a mas de un año plazo,"3,019,193.64","2,192,061.12","1,852,228.65","900,334.08",0.00,"235,255.77","174,237.74","600,310.94","1,646,106.89","67,074.98","265,833.54","331,680.25","478,481.75","11,762,799.34"
1148 Préstamos vencidos,"51,307.74","86,993.13","40,316.43","14,186.75",0.00,"8,640.88","5,802.29","31,314.50","39,903.34","5,255.50","1,251.17","3,222.56","3,403.04","291,597.31"
1149 Provisión para incobrabilidad de préstamos,"-139,397.85","-115,392.06","-55,977.02","-25,351.90",-10.02,"-10,095.34","-8,166.23","-33,296.39","-53,857.41","-4,810.60","-3,224.22","-5,999.72","-6,324.90","-461,903.66"
12 Otros activos,"150,359.92","108,913.35","62,078.76","43,674.50","1,779.88","11,020.85","6,508.94","53,060.87","28,805.55","8,614.84","2,239.52","21,085.24","23,599.38","521,741.59"
1210 Saldos entre compañias,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1220 Bienes recibidos en pago o adjudicados,"33,606.66","3,023.92","10,162.54","13,322.70",0.00,"4,099.23","1,858.81","10,727.26","7,113.89",0.00,0.00,"1,169.93","4,558.08","89,643.01"
1230 Existencias,262.07,239.94,319.32,108.92,0.00,332.75,75.79,300.84,355.07,0.00,60.54,25.13,14.80,"2,095.16"
1240 Gastos pagados por anticipado y cargos diferidos,"47,107.64","35,890.33","35,590.65","3,705.13",363.13,"1,602.08","3,849.35","18,110.65","10,807.61","5,623.57","1,300.74","15,940.55","4,855.00","184,746.44"
1250 Cuentas por cobrar,"60,606.51","40,649.16","11,243.07","26,519.34","1,416.75","5,995.54",244.50,"24,835.35","10,915.95","2,991.27",878.24,"3,985.51","13,072.08","203,353.25"
1259 Provisión de incobrabilidad de cuentas por cobrar,"-1,877.60","-2,428.23","-1,620.82",-95.88,0.00,"-1,008.75",-43.56,-913.23,-386.97,0.00,0.00,-35.88,-100.48,"-8,511.41"
1260 derechos y participaciones,"10,654.64","31,538.24","6,384.01",114.28,0.00,0.00,524.06,0.00,0.00,0.00,0.00,0.00,"1,199.90","50,415.13"
13 Activo fijo,"87,644.13","113,633.43","44,936.20","16,677.64","1,175.99","18,527.33","5,190.07","16,445.77","33,236.81","3,575.92","2,098.37","1,680.42","6,965.60","351,787.68"
1310 No depreciables,"30,622.72","41,819.71","19,054.75","8,477.12",247.69,"8,273.69","3,496.68","2,281.98","8,948.98",0.00,870.33,59.54,"3,453.30","127,606.50"
1320 depreciables,"156,158.98","114,941.29","64,793.47","22,834.04","2,263.43","34,670.87","6,444.49","33,734.35","46,856.56","11,325.23","3,515.36","5,367.35","15,239.38","518,144.81"
1329 depreciación acumulada,"-100,468.78","-88,485.44","-43,570.89","-16,014.56","-1,437.74","-25,121.19","-4,824.75","-21,092.09","-26,373.38","-9,947.90","-2,690.82","-4,791.26","-12,032.64","-356,851.44"
1330 Amortizables,"1,331.21","45,357.87","4,658.88","1,381.04",102.62,703.97,73.65,"1,521.53","3,804.65","2,198.58",403.49,"1,044.78",305.55,"62,887.81"
Total Activos,"5,331,109.81","3,698,283.61","2,927,966.08","1,690,827.05","221,611.05","462,615.33","403,715.72","1,350,377.18","2,930,833.68","101,086.10","423,512.04","576,942.09","914,768.53","21,033,648.29"
 ,,,,,,,,,,,,,,
4110 Cartas de crédito,"36,082.38","14,804.94","21,781.70",832.60,735.00,0.00,"2,671.08",0.00,"27,044.41",0.00,967.52,16.26,0.00,"104,935.91"
4119 Provisión por pérdidas,-2.93,-2.78,0.00,-2.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.78
4120 Contingencias por avales y fianzas,"139,937.82","105,595.97","88,483.41","16,397.83","8,314.56","6,360.85","4,425.12","10,856.88","77,015.69",0.00,"16,634.07",0.00,"5,561.37","479,583.56"
4129 Provisión por pérdidas,"-16,256.80","-15,662.46","-4,673.95","-6,037.74",-45.43,"-5,387.94",0.00,0.00,-269.26,0.00,0.00,0.00,0.00,"-48,333.58"
4131 derechos por operaciones en moneda extranjera,"9,250.02",0.00,0.00,0.00,"1,151.09",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"10,401.11"
4139 Prov. pérdidas en derechos por operac. en mon. extran.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,,,,,,,,,,,,,,
Total derechos futuros y contingencias,"169,010.49","104,735.67","105,591.17","11,190.62","10,155.21",972.91,"7,096.20","10,856.88","103,790.84",0.00,"17,601.59",16.26,"5,561.37","546,579.23"
 ,,,,,,,,,,,,,,
Total activos + derechos futuros y contingencias,"5,500,120.29","3,803,019.28","3,033,557.24","1,702,017.68","231,766.27","463,588.24","410,811.93","1,361,234.07","3,034,624.53","101,086.10","441,113.63","576,958.35","920,329.91","21,580,227.52"
 ,,,,,,,,,,,,,,
Pasivos ,,,,,,,,,,,,,,
21 Pasivos de intermediación,"4,562,280.97","3,186,467.11","2,542,758.80","1,517,277.85","177,679.61","376,073.94","339,304.00","1,171,356.05","2,605,895.13","70,542.13","335,091.78","516,762.91","819,072.73","18,220,563.00"
211 depósitos,"3,987,218.10","2,789,035.14","2,015,139.43","1,390,193.31","169,416.05","366,654.95","306,151.67","1,032,397.09","2,233,418.16","70,372.42","301,215.27","373,140.90","611,510.65","15,645,863.14"
2110 depósitos a la vista,"3,054,755.72","1,784,054.31","1,190,389.97","725,456.86","165,245.52","241,463.63","156,612.20","597,457.16","1,577,083.50","13,304.33","132,685.16","149,712.86","331,416.75","10,119,637.96"
211001 depósitos en cuenta corriente,"1,146,569.59","835,210.59","595,179.38","458,051.80","162,552.53","66,352.66","107,134.10","369,307.96","1,048,266.07","13,304.33","53,207.79","113,435.31","256,496.92","5,225,069.01"
211002 depósitos de ahorro,"1,906,712.69","948,843.72","594,730.14","267,403.26","2,692.99","175,110.96","49,478.10","228,149.20","528,817.43",0.00,"79,477.37","36,276.60","74,919.83","4,892,612.29"
211003 depósitos en cuenta de ahorro simplificada,"1,473.44",0.00,480.46,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.00,"1,956.65"
2111 depósitos pactados hasta un año plazo,"794,528.42","914,072.88","701,892.69","588,844.98","2,000.10","118,274.51","144,859.59","414,969.03","601,753.03","54,678.92","163,910.82","199,976.12","251,723.85","4,951,484.94"
2112 depósitos pactados a mas de un año plazo,"65,145.17","18,392.81","72,905.04","50,126.82",0.00,267.96,0.00,"2,274.78","31,519.69",0.00,955.93,"18,997.55","20,788.60","281,374.36"
2114 depósitos restringidos e inactivos,"72,788.79","72,515.14","49,951.73","25,764.65","2,170.44","6,648.86","4,679.89","17,696.12","23,061.94","2,389.17","3,663.37","4,454.36","7,581.45","293,365.88"
212 Préstamos,"387,389.67","212,860.79","312,122.13","94,075.27",0.00,"8,898.40","5,334.66","130,040.60","240,247.00",0.00,"31,711.83","72,510.34","127,631.10","1,622,821.79"
2121 Préstamos pactados hasta un año plazo,"120,189.81","89,304.21","148,129.84","21,051.67",0.00,16.20,"2,993.28","10,003.93","179,758.38",0.00,"27,717.73","1,645.20","10,022.11","610,832.35"
2122 Préstamos pactados a mas de un año plazo,"10,358.50",152.48,"7,870.89","57,473.48",0.00,"8,858.09","2,341.38","41,964.33","60,488.63",0.00,"3,994.10","58,168.41","86,225.31","337,895.59"
2123 Préstamos pactados a cinco o mas años plazo,"256,841.37","123,404.10","156,121.40","15,550.13",0.00,24.11,0.00,"78,072.34",0.00,0.00,0.00,"12,696.73","31,383.68","674,093.85"
2130 Obligaciones a la vista,"25,592.46","31,739.24","13,761.93","33,009.27","8,263.55",520.58,"2,591.64","8,918.36","26,534.90",169.71,"2,164.68","2,060.35","4,581.64","159,908.31"
214 Títulos de emisión propia,"162,080.74","152,831.94","201,735.30",0.00,0.00,0.00,"25,226.03",0.00,"105,695.07",0.00,0.00,"49,551.33","75,349.36","772,469.77"
2141 Títulos de emisión propia pactados hasta un año plazo.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,834.21,834.21
2142 Pactados a mas de un año plazo,"162,080.74","152,831.94","201,735.30",0.00,0.00,0.00,"25,226.03",0.00,"105,695.07",0.00,0.00,"49,551.33","74,515.14","771,635.55"
215 Documentos transados,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"19,500.00",0.00,"19,500.00"
