Superintendencia del Sistema Financiero,,,,,,,,,,,,,
Balance general de los bancos del sistema financiero,,,,,,,,,,,,,
Datos al 30 de Noviembre de 2022,,,,,,,,,,,,,
(Cifras en miles de US dólares),,,,,,,,,,,,,
,,,,,,,,,,,,,
Concepto,"Banco Agrícola, S.A.","Banco Cuscatlán de El Salvador, S.A.","Banco Davivienda Salvadoreño, S.A.","Banco Hipotecario de El Salvador, S.A","Citibank N.A., Sucursal El Salvador",Banco de Fomento Agropecuario,"Banco Promérica, S.A.","Banco de América Central, S.A.","Banco Abank, S.A.","Banco Industrial El Salvador, S.A.","Banco Azul de El Salvador, S.A.","Banco Atlantida El Salvador, S.A.",Total Instituciones
 ,,,,,,,,,,,,,
Activos ,,,,,,,,,,,,,
11 Activos de intermediación,"5,452,916.93","3,679,051.23","2,909,769.20","1,738,836.24","203,079.10","439,761.46","1,266,339.96","3,059,634.88","141,854.45","538,143.19","787,872.98","944,638.46","21,161,898.09"
1110 Fondos disponibles,"806,695.33","526,609.00","371,323.27","264,244.21","102,515.61","126,486.72","194,522.24","426,432.00","17,841.07","65,769.01","93,216.79","123,101.27","3,118,756.52"
112 Adquisición temporal de documentos,"1,921.72",0.00,0.00,0.00,0.00,"1,096.44","6,500.00",0.00,0.00,0.00,0.00,"2,125.00","11,643.16"
1121 Documentos adquiridos hasta un año plazo,"1,921.72",0.00,0.00,0.00,0.00,"1,096.44","6,500.00",0.00,0.00,0.00,0.00,"2,125.00","11,643.16"
1128 Documentos vencidos,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1129 Provisión por pérdidas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113 Inversiones financieras,"805,742.74","471,890.55","328,229.82","394,321.92","74,176.07","15,915.94","174,333.31","375,757.02","13,097.00","56,103.01","97,169.26","125,225.25","2,931,961.89"
1130 Titulos valores conservados para negociación,"19,574.53",0.00,0.00,"392,087.56",0.00,0.00,0.00,0.00,0.00,46.20,"10,450.00","11,150.00","433,308.30"
1131 Titulos valores para conservarse hasta el vencimiento,"100,663.95",0.00,"8,065.55","2,148.13",0.00,"15,915.94",0.00,0.00,0.00,"38,846.38","36,065.06","114,075.25","315,780.26"
1132 Titulos valores disponibles para venta,"685,504.26","471,890.55","320,164.27",86.22,"74,176.07",0.00,"174,333.31","375,757.02","13,097.00","17,210.42","50,654.20",0.00,"2,182,873.34"
1134 Instrumentos financieros para cobertura,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1138 Inversiones vencidas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1139 Provisión para valuacion de inversiones,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114 Préstamos,"3,838,557.14","2,680,551.68","2,210,216.12","1,080,270.12","26,387.43","296,262.36","890,984.41","2,257,445.85","110,916.37","416,271.17","597,486.93","694,186.95","15,099,536.52"
1141 Préstamos pactados hasta un año plazo,"719,661.62","375,929.76","349,412.73","93,722.72","26,396.14","39,343.75","280,822.60","441,975.44","3,965.88","56,172.25","108,242.06","100,321.49","2,595,966.45"
1142 Préstamos pactados a mas de un año plazo,"3,183,045.06","2,334,826.60","1,876,232.49","999,643.90",0.00,"258,212.30","610,877.16","1,830,277.83","110,555.04","361,389.58","485,532.29","593,698.59","12,644,290.83"
1148 Préstamos vencidos,"44,396.39","83,238.88","43,958.54","21,460.56",0.00,"8,366.79","25,669.40","32,827.96","11,376.42","2,101.42","24,678.19","10,331.30","308,405.86"
1149 Provisión para incobrabilidad de préstamos,"-108,545.94","-113,443.57","-59,387.65","-34,557.06",-8.71,"-9,660.48","-26,384.75","-47,635.37","-14,980.97","-3,392.08","-20,965.61","-10,164.44","-449,126.62"
12 Otros activos,"124,503.33","92,835.89","55,305.38","23,105.23","2,096.79","10,976.12","35,879.71","22,774.41","9,357.91","2,884.94","37,174.39","29,005.58","445,899.67"
1210 Saldos entre compañias,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1220 Bienes recibidos en pago o adjudicados,"28,422.02","2,014.52","9,324.47","11,913.11",0.00,"4,776.94","5,276.72","5,539.62",0.00,0.00,"3,186.25","3,801.69","74,255.34"
1230 Existencias,"1,090.89",204.74,244.48,166.03,0.00,356.97,224.03,259.37,0.00,53.13,10.87,37.06,"2,647.57"
1240 Gastos pagados por anticipado y cargos diferidos,"49,227.85","40,212.19","32,498.42","4,175.86",878.64,968.26,"15,660.45","11,064.36","7,573.60","1,586.95","23,800.88","7,202.91","194,850.37"
1250 Cuentas por cobrar,"37,284.97","20,788.74","8,811.98","6,843.18","1,218.16","5,654.61","14,727.80","6,280.95","1,784.31","1,244.86","10,360.56","16,846.73","131,846.86"
1259 Provisión de incobrabilidad de cuentas por cobrar,"-2,327.95","-2,204.92","-1,682.21",-107.22,0.00,-780.65,-9.29,-369.89,0.00,0.00,-184.18,-150.55,"-7,816.88"
1260 derechos y participaciones,"10,805.54","31,820.61","6,108.24",114.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,267.75","50,116.42"
13 Activo fijo,"83,451.30","110,306.32","42,427.22","15,594.94",998.52,"20,169.86","17,257.61","37,319.98","2,435.60","1,961.80","6,811.59","8,248.12","346,982.84"
1310 No depreciables,"30,584.40","41,417.15","18,887.89","8,125.69",247.69,"8,651.41","3,210.59","11,926.78",0.00,730.09,"3,916.45","5,037.20","132,735.33"
1320 depreciables,"132,074.78","109,136.25","64,999.86","22,511.57","1,738.82","34,847.32","35,139.25","50,883.77","11,123.75","3,608.04","11,692.55","15,625.32","493,381.27"
1329 depreciación acumulada,"-80,338.41","-85,571.35","-45,314.36","-16,415.90","-1,071.38","-24,101.37","-22,586.35","-30,163.25","-10,438.66","-2,750.13","-9,891.67","-12,606.80","-341,249.63"
1330 Amortizables,"1,130.53","45,324.27","3,853.84","1,373.57",83.40,772.50,"1,494.12","4,672.68","1,750.51",373.81,"1,094.26",192.39,"62,115.88"
Total Activos,"5,660,871.55","3,882,193.44","3,007,501.81","1,777,536.41","206,174.42","470,907.45","1,319,477.28","3,119,729.27","153,647.95","542,989.93","831,858.95","981,892.15","21,954,780.60"
 ,,,,,,,,,,,,,
4110 Cartas de crédito,"12,470.67","16,259.00","8,921.19",547.32,0.00,0.00,0.00,"53,821.63",0.00,"1,173.19","4,225.69",0.00,"97,418.68"
4119 Provisión por pérdidas,-5.67,0.00,0.00,-1.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.03
4120 Contingencias por avales y fianzas,"82,321.46","94,413.42","91,464.14","17,790.46","5,289.67","5,717.66","9,625.77","103,421.53",0.00,"17,586.02","1,874.57","12,481.99","441,986.68"
4129 Provisión por pérdidas,"-15,853.98","-15,762.13","-4,639.09","-7,233.27",-28.96,"-5,616.58",0.00,-90.32,0.00,0.00,0.00,0.00,"-49,224.33"
4131 derechos por operaciones en moneda extranjera,"19,596.61",103.24,0.00,0.00,13.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"19,713.57"
4139 Prov. pérdidas en derechos por operac. en mon. extran.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,,,,,,,,,,,,,
Total derechos futuros y contingencias,"98,529.08","95,013.53","95,746.24","11,103.15","5,274.43",101.08,"9,625.77","157,152.84",0.00,"18,759.21","6,100.26","12,481.99","509,887.58"
 ,,,,,,,,,,,,,
Total activos + derechos futuros y contingencias,"5,759,400.63","3,977,206.96","3,103,248.05","1,788,639.55","211,448.85","471,008.53","1,329,103.05","3,276,882.12","153,647.95","561,749.14","837,959.21","994,374.14","22,464,668.18"
 ,,,,,,,,,,,,,
Pasivos ,,,,,,,,,,,,,
21 Pasivos de intermediación,"4,809,139.86","3,358,131.83","2,600,486.60","1,583,352.89","168,768.32","376,285.83","1,139,770.90","2,755,031.41","118,955.51","439,238.30","702,347.15","867,593.17","18,919,101.76"
211 depósitos,"4,207,201.30","2,919,386.97","2,183,370.25","1,451,154.61","165,954.03","358,178.61","983,927.55","2,439,154.16","104,035.83","370,420.55","540,639.85","572,665.25","16,296,088.98"
2110 depósitos a la vista,"3,257,256.78","1,951,600.11","1,277,291.14","659,920.58","164,594.88","242,129.60","579,504.67","1,684,118.83","12,063.87","170,917.56","193,043.77","285,244.85","10,477,686.64"
211001 depósitos en cuenta corriente,"1,045,830.59","877,431.34","585,324.22","354,986.53","154,624.37","52,033.73","340,273.97","1,117,371.39","12,049.54","74,932.93","142,151.74","204,933.63","4,961,943.99"
211002 depósitos de ahorro,"2,209,509.35","1,074,168.77","691,409.60","304,934.05","9,970.51","190,095.88","239,230.70","566,747.44",0.00,"95,984.62","50,886.79","80,311.22","5,513,248.92"
211003 depósitos en cuenta de ahorro simplificada,"1,916.84",0.00,557.32,0.00,0.00,0.00,0.00,0.00,14.33,0.00,5.24,0.00,"2,493.73"
2111 depósitos pactados hasta un año plazo,"806,249.67","882,617.92","792,502.14","716,552.20",0.00,"105,389.96","348,117.00","674,427.01","88,330.34","192,662.08","315,540.08","254,800.84","5,177,189.22"
2112 depósitos pactados a mas de un año plazo,"75,106.03","19,398.16","66,579.95","52,108.89",0.00,197.68,"31,837.89","46,335.98",0.00,"2,409.13","23,740.18","21,609.20","339,323.09"
2114 depósitos restringidos e inactivos,"68,588.83","65,770.79","46,997.01","22,572.95","1,359.15","10,461.36","24,467.99","34,272.35","3,641.62","4,431.80","8,315.82","11,010.36","301,890.03"
212 Préstamos,"453,851.43","255,493.31","207,794.10","88,355.59",0.00,"17,778.95","122,816.27","178,158.12","6,064.43","45,148.03","89,674.63","146,495.59","1,611,630.45"
2121 Préstamos pactados hasta un año plazo,"104,751.24","40,019.57","84,802.71","7,005.83",0.00,16.20,"10,251.73","76,612.57","3,017.10","30,555.02",858.88,"8,150.92","366,041.78"
2122 Préstamos pactados a mas de un año plazo,"91,152.33","23,202.98","4,969.30","71,134.10",0.00,"5,491.08","21,002.83","101,545.55","3,047.33","14,593.01","65,940.04","99,962.89","502,041.45"
2123 Préstamos pactados a cinco o mas años plazo,"257,947.86","192,270.76","118,022.09","10,215.65",0.00,"12,271.67","91,561.70",0.00,0.00,0.00,"22,875.71","38,381.79","743,547.23"
2130 Obligaciones a la vista,"22,365.11","22,792.02","12,784.75","31,198.37","2,814.29",328.26,"9,702.54","27,098.63","1,281.79","4,799.29","3,142.51","3,264.97","141,572.51"
214 Títulos de emisión propia,"125,722.02","160,459.52","196,537.50",0.00,0.00,0.00,"23,324.54","110,620.51","7,573.46","18,870.42","58,440.17","134,017.35","835,565.50"
2141 Títulos de emisión propia pactados hasta un año plazo.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,570.28","2,609.64",0.00,"12,622.00","21,801.93"
2142 Pactados a mas de un año plazo,"125,722.02","160,459.52","196,537.50",0.00,0.00,0.00,"23,324.54","110,620.51","1,003.18","16,260.78","58,440.17","121,395.35","813,763.56"
215 Documentos transados,0.00,0.00,0.00,"12,644.32",0.00,0.00,0.00,0.00,0.00,0.00,"10,450.00","11,150.00","34,244.32"
2151 Documentos transados hasta un año plazo,0.00,0.00,0.00,"12,644.32",0.00,0.00,0.00,0.00,0.00,0.00,"10,450.00","11,150.00","34,244.32"
216 Cheques y otros valores por aplicar,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2160 Cheques y otros valores por aplicar,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217 Instrumentos financieros a valor razonable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2170 Instrumentos financieros a valor razonable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
